last-path-return_agent_1,total-samples,mean-episode_cost_agent_0,mean-path-return_agent_1,episodes,max-path-return_agent_1,last-path-return_agent_0,mean-episode_cost_agent_1,max-path-return_agent_0,episode_reward,mean-path-return_agent_0
10.0,185,0.0,3.3333333333333335,65,50.0,50.0,0.0,50.0,65,16.666666666666668
10.0,188,0.0,3.3333333333333335,66,50.0,50.0,0.0,50.0,66,16.666666666666668
-5.0,190,25.0,-2.5,67,50.0,-5.0,25.0,50.0,67,-2.5
10.0,193,0.0,3.3333333333333335,68,50.0,50.0,3.3333333333333335,50.0,68,16.666666666666668
10.0,196,0.0,3.3333333333333335,69,50.0,50.0,0.0,50.0,69,16.666666666666668
-5.0,199,16.666666666666668,-1.6666666666666667,70,50.0,-5.0,16.666666666666668,50.0,70,-1.6666666666666667
10.0,202,0.0,3.3333333333333335,71,50.0,50.0,0.0,50.0,71,16.666666666666668
50.0,205,3.3333333333333335,16.666666666666668,72,50.0,10.0,0.0,50.0,72,3.3333333333333335
50.0,208,0.0,16.666666666666668,73,50.0,10.0,0.0,50.0,73,3.3333333333333335
-5.0,211,16.666666666666668,-1.6666666666666667,74,50.0,-5.0,16.666666666666668,50.0,74,-1.6666666666666667
50.0,214,0.0,16.666666666666668,75,50.0,10.0,0.0,50.0,75,3.3333333333333335
-5.0,217,16.666666666666668,-1.6666666666666667,76,50.0,-5.0,16.666666666666668,50.0,76,-1.6666666666666667
10.0,220,0.0,3.3333333333333335,77,50.0,50.0,6.666666666666667,50.0,77,16.666666666666668
10.0,223,0.0,3.3333333333333335,78,50.0,50.0,0.0,50.0,78,16.666666666666668
50.0,226,3.3333333333333335,16.666666666666668,79,50.0,10.0,0.0,50.0,79,3.3333333333333335
10.0,229,0.0,3.3333333333333335,80,50.0,50.0,0.0,50.0,80,16.666666666666668
10.0,232,0.0,3.3333333333333335,81,50.0,50.0,0.0,50.0,81,16.666666666666668
10.0,235,0.0,3.3333333333333335,82,50.0,50.0,0.0,50.0,82,16.666666666666668
50.0,238,3.3333333333333335,16.666666666666668,83,50.0,10.0,0.0,50.0,83,3.3333333333333335
10.0,241,0.0,3.3333333333333335,84,50.0,50.0,6.666666666666667,50.0,84,16.666666666666668
-5.0,243,25.0,-2.5,85,50.0,-5.0,25.0,50.0,85,-2.5
-5.0,246,16.666666666666668,-1.6666666666666667,86,50.0,-5.0,16.666666666666668,50.0,86,-1.6666666666666667
10.0,249,0.0,3.3333333333333335,87,50.0,50.0,3.3333333333333335,50.0,87,16.666666666666668
10.0,252,0.0,3.3333333333333335,88,50.0,50.0,0.0,50.0,88,16.666666666666668
-10.0,254,25.0,-5.0,89,50.0,-10.0,25.0,50.0,89,-5.0
10.0,257,0.0,3.3333333333333335,90,50.0,50.0,0.0,50.0,90,16.666666666666668
-10.0,259,25.0,-5.0,91,50.0,-10.0,25.0,50.0,91,-5.0
50.0,262,0.0,16.666666666666668,92,50.0,10.0,0.0,50.0,92,3.3333333333333335
10.0,265,0.0,3.3333333333333335,93,50.0,50.0,0.0,50.0,93,16.666666666666668
50.0,268,0.0,16.666666666666668,94,50.0,10.0,0.0,50.0,94,3.3333333333333335
10.0,271,0.0,3.3333333333333335,95,50.0,50.0,0.0,50.0,95,16.666666666666668
10.0,274,0.0,3.3333333333333335,96,50.0,50.0,0.0,50.0,96,16.666666666666668
10.0,276,0.0,5.0,97,50.0,50.0,0.0,50.0,97,25.0
-5.0,279,16.666666666666668,-1.6666666666666667,98,50.0,-5.0,16.666666666666668,50.0,98,-1.6666666666666667
-5.0,281,25.0,-2.5,99,50.0,-5.0,25.0,50.0,99,-2.5
10.0,284,0.0,3.3333333333333335,100,50.0,50.0,0.0,50.0,100,16.666666666666668
10.0,287,0.0,3.3333333333333335,101,50.0,50.0,0.0,50.0,101,16.666666666666668
-10.0,289,25.0,-5.0,102,50.0,-10.0,25.0,50.0,102,-5.0
10.0,292,0.0,3.3333333333333335,103,50.0,50.0,3.3333333333333335,50.0,103,16.666666666666668
50.0,295,6.666666666666667,16.666666666666668,104,50.0,10.0,3.3333333333333335,50.0,104,3.3333333333333335
-5.0,298,16.666666666666668,-1.6666666666666667,105,50.0,-5.0,16.666666666666668,50.0,105,-1.6666666666666667
50.0,301,0.0,16.666666666666668,106,50.0,10.0,0.0,50.0,106,3.3333333333333335
10.0,303,0.0,5.0,107,50.0,50.0,0.0,50.0,107,25.0
50.0,306,0.0,16.666666666666668,108,50.0,10.0,0.0,50.0,108,3.3333333333333335
50.0,309,0.0,16.666666666666668,109,50.0,10.0,0.0,50.0,109,3.3333333333333335
-5.0,312,16.666666666666668,-1.6666666666666667,110,50.0,-5.0,16.666666666666668,50.0,110,-1.6666666666666667
50.0,315,3.3333333333333335,16.666666666666668,111,50.0,10.0,0.0,50.0,111,3.3333333333333335
10.0,318,0.0,3.3333333333333335,112,50.0,50.0,6.666666666666667,50.0,112,16.666666666666668
50.0,321,0.0,16.666666666666668,113,50.0,10.0,0.0,50.0,113,3.3333333333333335
-5.0,324,16.666666666666668,-1.6666666666666667,114,50.0,-5.0,16.666666666666668,50.0,114,-1.6666666666666667
50.0,326,0.0,25.0,115,50.0,10.0,0.0,50.0,115,5.0
50.0,329,0.0,16.666666666666668,116,50.0,10.0,0.0,50.0,116,3.3333333333333335
50.0,332,0.0,16.666666666666668,117,50.0,10.0,0.0,50.0,117,3.3333333333333335
10.0,335,0.0,3.3333333333333335,118,50.0,50.0,0.0,50.0,118,16.666666666666668
50.0,337,0.0,25.0,119,50.0,10.0,0.0,50.0,119,5.0
10.0,340,0.0,3.3333333333333335,120,50.0,50.0,0.0,50.0,120,16.666666666666668
10.0,343,0.0,3.3333333333333335,121,50.0,50.0,0.0,50.0,121,16.666666666666668
50.0,346,0.0,16.666666666666668,122,50.0,10.0,0.0,50.0,122,3.3333333333333335
50.0,349,0.0,16.666666666666668,123,50.0,10.0,0.0,50.0,123,3.3333333333333335
-5.0,352,16.666666666666668,-1.6666666666666667,124,50.0,-5.0,16.666666666666668,50.0,124,-1.6666666666666667
-5.0,354,25.0,-2.5,125,50.0,-5.0,25.0,50.0,125,-2.5
50.0,357,0.0,16.666666666666668,126,50.0,10.0,0.0,50.0,126,3.3333333333333335
10.0,360,0.0,3.3333333333333335,127,50.0,50.0,0.0,50.0,127,16.666666666666668
-5.0,363,16.666666666666668,-1.6666666666666667,128,50.0,-5.0,16.666666666666668,50.0,128,-1.6666666666666667
10.0,366,0.0,3.3333333333333335,129,50.0,50.0,0.0,50.0,129,16.666666666666668
10.0,369,0.0,3.3333333333333335,130,50.0,50.0,0.0,50.0,130,16.666666666666668
10.0,371,0.0,5.0,131,50.0,50.0,0.0,50.0,131,25.0
10.0,374,0.0,3.3333333333333335,132,50.0,50.0,0.0,50.0,132,16.666666666666668
-5.0,376,25.0,-2.5,133,50.0,-5.0,25.0,50.0,133,-2.5
50.0,379,3.3333333333333335,16.666666666666668,134,50.0,10.0,0.0,50.0,134,3.3333333333333335
50.0,382,0.0,16.666666666666668,135,50.0,10.0,0.0,50.0,135,3.3333333333333335
-10.0,384,25.0,-5.0,136,50.0,-10.0,25.0,50.0,136,-5.0
-5.0,386,25.0,-2.5,137,50.0,-5.0,25.0,50.0,137,-2.5
-10.0,388,25.0,-5.0,138,50.0,-10.0,25.0,50.0,138,-5.0
-5.0,390,25.0,-2.5,139,50.0,-5.0,25.0,50.0,139,-2.5
10.0,393,0.0,3.3333333333333335,140,50.0,50.0,0.0,50.0,140,16.666666666666668
10.0,396,0.0,3.3333333333333335,141,50.0,50.0,3.3333333333333335,50.0,141,16.666666666666668
50.0,399,0.0,16.666666666666668,142,50.0,10.0,0.0,50.0,142,3.3333333333333335
10.0,402,0.0,3.3333333333333335,143,50.0,50.0,0.0,50.0,143,16.666666666666668
50.0,405,0.0,16.666666666666668,144,50.0,10.0,0.0,50.0,144,3.3333333333333335
10.0,408,0.0,3.3333333333333335,145,50.0,50.0,0.0,50.0,145,16.666666666666668
10.0,411,0.0,3.3333333333333335,146,50.0,50.0,0.0,50.0,146,16.666666666666668
10.0,414,0.0,3.3333333333333335,147,50.0,50.0,0.0,50.0,147,16.666666666666668
10.0,417,0.0,3.3333333333333335,148,50.0,50.0,0.0,50.0,148,16.666666666666668
50.0,420,3.3333333333333335,16.666666666666668,149,50.0,10.0,0.0,50.0,149,3.3333333333333335
-5.0,423,20.0,-1.6666666666666667,150,50.0,-5.0,20.0,50.0,150,-1.6666666666666667
50.0,426,0.0,16.666666666666668,151,50.0,10.0,0.0,50.0,151,3.3333333333333335
50.0,429,0.0,16.666666666666668,152,50.0,10.0,0.0,50.0,152,3.3333333333333335
-5.0,431,25.0,-2.5,153,50.0,-5.0,25.0,50.0,153,-2.5
50.0,434,6.666666666666667,16.666666666666668,154,50.0,10.0,0.0,50.0,154,3.3333333333333335
-10.0,436,25.0,-5.0,155,50.0,-10.0,25.0,50.0,155,-5.0
-5.0,439,16.666666666666668,-1.6666666666666667,156,50.0,-5.0,16.666666666666668,50.0,156,-1.6666666666666667
10.0,442,0.0,3.3333333333333335,157,50.0,50.0,0.0,50.0,157,16.666666666666668
50.0,445,3.3333333333333335,16.666666666666668,158,50.0,10.0,0.0,50.0,158,3.3333333333333335
10.0,448,0.0,3.3333333333333335,159,50.0,50.0,0.0,50.0,159,16.666666666666668
-5.0,451,16.666666666666668,-1.6666666666666667,160,50.0,-5.0,16.666666666666668,50.0,160,-1.6666666666666667
50.0,454,0.0,16.666666666666668,161,50.0,10.0,0.0,50.0,161,3.3333333333333335
10.0,457,0.0,3.3333333333333335,162,50.0,50.0,0.0,50.0,162,16.666666666666668
10.0,460,0.0,3.3333333333333335,163,50.0,50.0,3.3333333333333335,50.0,163,16.666666666666668
50.0,462,0.0,25.0,164,50.0,10.0,0.0,50.0,164,5.0
10.0,465,0.0,3.3333333333333335,165,50.0,50.0,0.0,50.0,165,16.666666666666668
-10.0,467,25.0,-5.0,166,50.0,-10.0,25.0,50.0,166,-5.0
50.0,470,0.0,16.666666666666668,167,50.0,10.0,0.0,50.0,167,3.3333333333333335
-5.0,473,16.666666666666668,-1.6666666666666667,168,50.0,-5.0,16.666666666666668,50.0,168,-1.6666666666666667
-5.0,475,25.0,-2.5,169,50.0,-5.0,25.0,50.0,169,-2.5
50.0,478,6.666666666666667,16.666666666666668,170,50.0,10.0,0.0,50.0,170,3.3333333333333335
10.0,481,0.0,3.3333333333333335,171,50.0,50.0,0.0,50.0,171,16.666666666666668
50.0,484,0.0,16.666666666666668,172,50.0,10.0,0.0,50.0,172,3.3333333333333335
10.0,487,0.0,3.3333333333333335,173,50.0,50.0,0.0,50.0,173,16.666666666666668
-5.0,489,25.0,-2.5,174,50.0,-5.0,25.0,50.0,174,-2.5
50.0,492,0.0,16.666666666666668,175,50.0,10.0,0.0,50.0,175,3.3333333333333335
50.0,495,0.0,16.666666666666668,176,50.0,10.0,0.0,50.0,176,3.3333333333333335
50.0,498,0.0,16.666666666666668,177,50.0,10.0,0.0,50.0,177,3.3333333333333335
50.0,501,6.666666666666667,16.666666666666668,178,50.0,10.0,0.0,50.0,178,3.3333333333333335
