episodes,max-path-return_agent_1,last-path-return_agent_0,last-path-return_agent_1,episode_reward,max-path-return_agent_0,mean-path-return_agent_0,total-samples,mean-path-return_agent_1
377,50.0,50.0,10.0,377,50.0,16.666666666666668,965,3.3333333333333335
378,50.0,50.0,10.0,378,50.0,16.666666666666668,968,3.3333333333333335
379,50.0,50.0,10.0,379,50.0,25.0,970,5.0
380,50.0,50.0,10.0,380,50.0,25.0,972,5.0
381,50.0,50.0,10.0,381,50.0,25.0,974,5.0
382,50.0,50.0,10.0,382,50.0,25.0,976,5.0
383,50.0,50.0,10.0,383,50.0,25.0,978,5.0
384,50.0,50.0,10.0,384,50.0,25.0,980,5.0
385,50.0,50.0,10.0,385,50.0,25.0,982,5.0
386,50.0,50.0,10.0,386,50.0,25.0,984,5.0
387,50.0,10.0,50.0,387,50.0,3.3333333333333335,987,16.666666666666668
388,50.0,50.0,10.0,388,50.0,25.0,989,5.0
389,50.0,50.0,10.0,389,50.0,25.0,991,5.0
390,50.0,50.0,10.0,390,50.0,25.0,993,5.0
391,50.0,50.0,10.0,391,50.0,25.0,995,5.0
392,50.0,10.0,50.0,392,50.0,3.3333333333333335,998,16.666666666666668
393,50.0,50.0,10.0,393,50.0,16.666666666666668,1001,3.3333333333333335
394,50.0,50.0,10.0,394,50.0,16.666666666666668,1004,3.3333333333333335
395,50.0,50.0,10.0,395,50.0,25.0,1006,5.0
396,50.0,50.0,10.0,396,50.0,25.0,1008,5.0
397,50.0,50.0,10.0,397,50.0,25.0,1010,5.0
398,50.0,50.0,10.0,398,50.0,25.0,1012,5.0
399,50.0,50.0,10.0,399,50.0,25.0,1014,5.0
400,50.0,50.0,10.0,400,50.0,16.666666666666668,1017,3.3333333333333335
401,50.0,50.0,10.0,401,50.0,25.0,1019,5.0
402,50.0,50.0,10.0,402,50.0,25.0,1021,5.0
403,50.0,-5.0,-5.0,403,50.0,-1.6666666666666667,1024,-1.6666666666666667
404,50.0,50.0,10.0,404,50.0,25.0,1026,5.0
405,50.0,50.0,10.0,405,50.0,25.0,1028,5.0
406,50.0,50.0,10.0,406,50.0,25.0,1030,5.0
407,50.0,10.0,50.0,407,50.0,3.3333333333333335,1033,16.666666666666668
408,50.0,50.0,10.0,408,50.0,25.0,1035,5.0
409,50.0,50.0,10.0,409,50.0,25.0,1037,5.0
410,50.0,50.0,10.0,410,50.0,25.0,1039,5.0
411,50.0,50.0,10.0,411,50.0,25.0,1041,5.0
412,50.0,50.0,10.0,412,50.0,25.0,1043,5.0
413,50.0,50.0,10.0,413,50.0,25.0,1045,5.0
414,50.0,50.0,10.0,414,50.0,25.0,1047,5.0
415,50.0,50.0,10.0,415,50.0,25.0,1049,5.0
416,50.0,-5.0,-5.0,416,50.0,-1.6666666666666667,1052,-1.6666666666666667
417,50.0,50.0,10.0,417,50.0,25.0,1054,5.0
418,50.0,50.0,10.0,418,50.0,25.0,1056,5.0
419,50.0,50.0,10.0,419,50.0,25.0,1058,5.0
420,50.0,50.0,10.0,420,50.0,16.666666666666668,1061,3.3333333333333335
421,50.0,50.0,10.0,421,50.0,25.0,1063,5.0
422,50.0,50.0,10.0,422,50.0,25.0,1065,5.0
423,50.0,50.0,10.0,423,50.0,25.0,1067,5.0
424,50.0,10.0,50.0,424,50.0,3.3333333333333335,1070,16.666666666666668
425,50.0,10.0,50.0,425,50.0,3.3333333333333335,1073,16.666666666666668
426,50.0,50.0,10.0,426,50.0,25.0,1075,5.0
427,50.0,50.0,10.0,427,50.0,25.0,1077,5.0
428,50.0,50.0,10.0,428,50.0,16.666666666666668,1080,3.3333333333333335
429,50.0,50.0,10.0,429,50.0,16.666666666666668,1083,3.3333333333333335
430,50.0,50.0,10.0,430,50.0,16.666666666666668,1086,3.3333333333333335
431,50.0,50.0,10.0,431,50.0,16.666666666666668,1089,3.3333333333333335
432,50.0,10.0,50.0,432,50.0,3.3333333333333335,1092,16.666666666666668
433,50.0,50.0,10.0,433,50.0,25.0,1094,5.0
434,50.0,50.0,10.0,434,50.0,25.0,1096,5.0
435,50.0,50.0,10.0,435,50.0,16.666666666666668,1099,3.3333333333333335
436,50.0,50.0,10.0,436,50.0,25.0,1101,5.0
437,50.0,50.0,10.0,437,50.0,25.0,1103,5.0
438,50.0,50.0,10.0,438,50.0,25.0,1105,5.0
439,50.0,50.0,10.0,439,50.0,16.666666666666668,1108,3.3333333333333335
440,50.0,50.0,10.0,440,50.0,16.666666666666668,1111,3.3333333333333335
441,50.0,50.0,10.0,441,50.0,25.0,1113,5.0
442,50.0,50.0,10.0,442,50.0,16.666666666666668,1116,3.3333333333333335
443,50.0,50.0,10.0,443,50.0,25.0,1118,5.0
444,50.0,10.0,50.0,444,50.0,3.3333333333333335,1121,16.666666666666668
445,50.0,50.0,10.0,445,50.0,25.0,1123,5.0
446,50.0,50.0,10.0,446,50.0,25.0,1125,5.0
447,50.0,50.0,10.0,447,50.0,16.666666666666668,1128,3.3333333333333335
448,50.0,50.0,10.0,448,50.0,16.666666666666668,1131,3.3333333333333335
449,50.0,50.0,10.0,449,50.0,25.0,1133,5.0
450,50.0,50.0,10.0,450,50.0,25.0,1135,5.0
451,50.0,50.0,10.0,451,50.0,25.0,1137,5.0
452,50.0,50.0,10.0,452,50.0,16.666666666666668,1140,3.3333333333333335
453,50.0,50.0,10.0,453,50.0,16.666666666666668,1143,3.3333333333333335
454,50.0,50.0,10.0,454,50.0,25.0,1145,5.0
455,50.0,50.0,10.0,455,50.0,25.0,1147,5.0
456,50.0,50.0,10.0,456,50.0,16.666666666666668,1150,3.3333333333333335
457,50.0,50.0,10.0,457,50.0,25.0,1152,5.0
458,50.0,50.0,10.0,458,50.0,25.0,1154,5.0
459,50.0,10.0,50.0,459,50.0,3.3333333333333335,1157,16.666666666666668
460,50.0,50.0,10.0,460,50.0,16.666666666666668,1160,3.3333333333333335
461,50.0,50.0,10.0,461,50.0,25.0,1162,5.0
462,50.0,50.0,10.0,462,50.0,25.0,1164,5.0
463,50.0,50.0,10.0,463,50.0,25.0,1166,5.0
464,50.0,50.0,10.0,464,50.0,25.0,1168,5.0
465,50.0,50.0,10.0,465,50.0,25.0,1170,5.0
466,50.0,50.0,10.0,466,50.0,25.0,1172,5.0
467,50.0,50.0,10.0,467,50.0,25.0,1174,5.0
468,50.0,50.0,10.0,468,50.0,16.666666666666668,1177,3.3333333333333335
469,50.0,50.0,10.0,469,50.0,25.0,1179,5.0
470,50.0,50.0,10.0,470,50.0,25.0,1181,5.0
471,50.0,10.0,50.0,471,50.0,3.3333333333333335,1184,16.666666666666668
472,50.0,50.0,10.0,472,50.0,16.666666666666668,1187,3.3333333333333335
473,50.0,50.0,10.0,473,50.0,25.0,1189,5.0
474,50.0,50.0,10.0,474,50.0,25.0,1191,5.0
475,50.0,50.0,10.0,475,50.0,25.0,1193,5.0
476,50.0,50.0,10.0,476,50.0,25.0,1195,5.0
477,50.0,50.0,10.0,477,50.0,25.0,1197,5.0
478,50.0,50.0,10.0,478,50.0,25.0,1199,5.0
479,50.0,50.0,10.0,479,50.0,25.0,1201,5.0
480,50.0,50.0,10.0,480,50.0,25.0,1203,5.0
481,50.0,50.0,10.0,481,50.0,25.0,1205,5.0
482,50.0,50.0,10.0,482,50.0,25.0,1207,5.0
483,50.0,50.0,10.0,483,50.0,16.666666666666668,1210,3.3333333333333335
484,50.0,50.0,10.0,484,50.0,25.0,1212,5.0
485,50.0,50.0,10.0,485,50.0,25.0,1214,5.0
486,50.0,50.0,10.0,486,50.0,16.666666666666668,1217,3.3333333333333335
487,50.0,50.0,10.0,487,50.0,25.0,1219,5.0
488,50.0,50.0,10.0,488,50.0,16.666666666666668,1222,3.3333333333333335
489,50.0,50.0,10.0,489,50.0,25.0,1224,5.0
490,50.0,50.0,10.0,490,50.0,25.0,1226,5.0
491,50.0,50.0,10.0,491,50.0,25.0,1228,5.0
492,50.0,50.0,10.0,492,50.0,25.0,1230,5.0
493,50.0,50.0,10.0,493,50.0,25.0,1232,5.0
494,50.0,50.0,10.0,494,50.0,25.0,1234,5.0
495,50.0,50.0,10.0,495,50.0,25.0,1236,5.0
496,50.0,50.0,10.0,496,50.0,25.0,1238,5.0
497,50.0,50.0,10.0,497,50.0,25.0,1240,5.0
498,50.0,50.0,10.0,498,50.0,16.666666666666668,1243,3.3333333333333335
499,50.0,50.0,10.0,499,50.0,25.0,1245,5.0
500,50.0,50.0,10.0,500,50.0,25.0,1247,5.0
501,50.0,50.0,10.0,501,50.0,25.0,1249,5.0
502,50.0,50.0,10.0,502,50.0,25.0,1251,5.0
503,50.0,50.0,10.0,503,50.0,25.0,1253,5.0
504,50.0,-10.0,-10.0,504,50.0,-5.0,1255,-5.0
505,50.0,50.0,10.0,505,50.0,16.666666666666668,1258,3.3333333333333335
506,50.0,50.0,10.0,506,50.0,25.0,1260,5.0
507,50.0,50.0,10.0,507,50.0,25.0,1262,5.0
508,50.0,50.0,10.0,508,50.0,25.0,1264,5.0
509,50.0,50.0,10.0,509,50.0,25.0,1266,5.0
510,50.0,50.0,10.0,510,50.0,25.0,1268,5.0
511,50.0,50.0,10.0,511,50.0,25.0,1270,5.0
512,50.0,50.0,10.0,512,50.0,16.666666666666668,1273,3.3333333333333335
513,50.0,50.0,10.0,513,50.0,25.0,1275,5.0
514,50.0,50.0,10.0,514,50.0,25.0,1277,5.0
515,50.0,50.0,10.0,515,50.0,16.666666666666668,1280,3.3333333333333335
516,50.0,50.0,10.0,516,50.0,25.0,1282,5.0
517,50.0,50.0,10.0,517,50.0,25.0,1284,5.0
518,50.0,50.0,10.0,518,50.0,25.0,1286,5.0
519,50.0,50.0,10.0,519,50.0,25.0,1288,5.0
520,50.0,50.0,10.0,520,50.0,25.0,1290,5.0
521,50.0,50.0,10.0,521,50.0,25.0,1292,5.0
522,50.0,50.0,10.0,522,50.0,16.666666666666668,1295,3.3333333333333335
523,50.0,50.0,10.0,523,50.0,25.0,1297,5.0
524,50.0,50.0,10.0,524,50.0,16.666666666666668,1300,3.3333333333333335
525,50.0,10.0,50.0,525,50.0,5.0,1302,25.0
526,50.0,50.0,10.0,526,50.0,25.0,1304,5.0
527,50.0,50.0,10.0,527,50.0,25.0,1306,5.0
528,50.0,50.0,10.0,528,50.0,25.0,1308,5.0
529,50.0,50.0,10.0,529,50.0,16.666666666666668,1311,3.3333333333333335
530,50.0,50.0,10.0,530,50.0,25.0,1313,5.0
531,50.0,50.0,10.0,531,50.0,16.666666666666668,1316,3.3333333333333335
532,50.0,50.0,10.0,532,50.0,25.0,1318,5.0
533,50.0,-10.0,-10.0,533,50.0,-5.0,1320,-5.0
534,50.0,50.0,10.0,534,50.0,25.0,1322,5.0
535,50.0,50.0,10.0,535,50.0,25.0,1324,5.0
536,50.0,10.0,50.0,536,50.0,3.3333333333333335,1327,16.666666666666668
537,50.0,50.0,10.0,537,50.0,25.0,1329,5.0
538,50.0,50.0,10.0,538,50.0,25.0,1331,5.0
539,50.0,50.0,10.0,539,50.0,25.0,1333,5.0
540,50.0,50.0,10.0,540,50.0,16.666666666666668,1336,3.3333333333333335
541,50.0,50.0,10.0,541,50.0,25.0,1338,5.0
542,50.0,10.0,50.0,542,50.0,3.3333333333333335,1341,16.666666666666668
543,50.0,50.0,10.0,543,50.0,25.0,1343,5.0
544,50.0,50.0,10.0,544,50.0,16.666666666666668,1346,3.3333333333333335
545,50.0,50.0,10.0,545,50.0,25.0,1348,5.0
546,50.0,50.0,10.0,546,50.0,25.0,1350,5.0
547,50.0,50.0,10.0,547,50.0,16.666666666666668,1353,3.3333333333333335
548,50.0,50.0,10.0,548,50.0,25.0,1355,5.0
549,50.0,50.0,10.0,549,50.0,16.666666666666668,1358,3.3333333333333335
550,50.0,50.0,10.0,550,50.0,25.0,1360,5.0
551,50.0,50.0,10.0,551,50.0,25.0,1362,5.0
552,50.0,50.0,10.0,552,50.0,25.0,1364,5.0
553,50.0,50.0,10.0,553,50.0,25.0,1366,5.0
554,50.0,10.0,50.0,554,50.0,3.3333333333333335,1369,16.666666666666668
555,50.0,50.0,10.0,555,50.0,25.0,1371,5.0
556,50.0,50.0,10.0,556,50.0,25.0,1373,5.0
557,50.0,50.0,10.0,557,50.0,16.666666666666668,1376,3.3333333333333335
558,50.0,50.0,10.0,558,50.0,25.0,1378,5.0
559,50.0,50.0,10.0,559,50.0,25.0,1380,5.0
560,50.0,50.0,10.0,560,50.0,25.0,1382,5.0
561,50.0,50.0,10.0,561,50.0,25.0,1384,5.0
562,50.0,50.0,10.0,562,50.0,25.0,1386,5.0
563,50.0,50.0,10.0,563,50.0,16.666666666666668,1389,3.3333333333333335
564,50.0,50.0,10.0,564,50.0,16.666666666666668,1392,3.3333333333333335
565,50.0,50.0,10.0,565,50.0,16.666666666666668,1395,3.3333333333333335
566,50.0,50.0,10.0,566,50.0,25.0,1397,5.0
567,50.0,50.0,10.0,567,50.0,25.0,1399,5.0
568,50.0,50.0,10.0,568,50.0,25.0,1401,5.0
569,50.0,50.0,10.0,569,50.0,25.0,1403,5.0
570,50.0,-5.0,-5.0,570,50.0,-1.6666666666666667,1406,-1.6666666666666667
571,50.0,50.0,10.0,571,50.0,25.0,1408,5.0
572,50.0,50.0,10.0,572,50.0,25.0,1410,5.0
573,50.0,50.0,10.0,573,50.0,25.0,1412,5.0
574,50.0,50.0,10.0,574,50.0,16.666666666666668,1415,3.3333333333333335
575,50.0,10.0,50.0,575,50.0,3.3333333333333335,1418,16.666666666666668
576,50.0,50.0,10.0,576,50.0,16.666666666666668,1421,3.3333333333333335
577,50.0,50.0,10.0,577,50.0,25.0,1423,5.0
578,50.0,50.0,10.0,578,50.0,25.0,1425,5.0
579,50.0,50.0,10.0,579,50.0,16.666666666666668,1428,3.3333333333333335
580,50.0,50.0,10.0,580,50.0,25.0,1430,5.0
581,50.0,50.0,10.0,581,50.0,16.666666666666668,1433,3.3333333333333335
582,50.0,50.0,10.0,582,50.0,25.0,1435,5.0
583,50.0,50.0,10.0,583,50.0,16.666666666666668,1438,3.3333333333333335
584,50.0,50.0,10.0,584,50.0,25.0,1440,5.0
585,50.0,50.0,10.0,585,50.0,16.666666666666668,1443,3.3333333333333335
586,50.0,50.0,10.0,586,50.0,25.0,1445,5.0
587,50.0,50.0,10.0,587,50.0,25.0,1447,5.0
588,50.0,50.0,10.0,588,50.0,25.0,1449,5.0
589,50.0,50.0,10.0,589,50.0,25.0,1451,5.0
590,50.0,50.0,10.0,590,50.0,25.0,1453,5.0
591,50.0,50.0,10.0,591,50.0,25.0,1455,5.0
592,50.0,50.0,10.0,592,50.0,25.0,1457,5.0
593,50.0,50.0,10.0,593,50.0,25.0,1459,5.0
594,50.0,50.0,10.0,594,50.0,16.666666666666668,1462,3.3333333333333335
595,50.0,50.0,10.0,595,50.0,16.666666666666668,1465,3.3333333333333335
596,50.0,50.0,10.0,596,50.0,25.0,1467,5.0
597,50.0,50.0,10.0,597,50.0,25.0,1469,5.0
598,50.0,50.0,10.0,598,50.0,16.666666666666668,1472,3.3333333333333335
599,50.0,50.0,10.0,599,50.0,25.0,1474,5.0
600,50.0,50.0,10.0,600,50.0,25.0,1476,5.0
601,50.0,50.0,10.0,601,50.0,25.0,1478,5.0
602,50.0,50.0,10.0,602,50.0,25.0,1480,5.0
603,50.0,10.0,50.0,603,50.0,3.3333333333333335,1483,16.666666666666668
604,50.0,10.0,50.0,604,50.0,3.3333333333333335,1486,16.666666666666668
605,50.0,50.0,10.0,605,50.0,16.666666666666668,1489,3.3333333333333335
606,50.0,50.0,10.0,606,50.0,25.0,1491,5.0
607,50.0,50.0,10.0,607,50.0,16.666666666666668,1494,3.3333333333333335
608,50.0,50.0,10.0,608,50.0,25.0,1496,5.0
609,50.0,50.0,10.0,609,50.0,25.0,1498,5.0
610,50.0,50.0,10.0,610,50.0,16.666666666666668,1501,3.3333333333333335
611,50.0,50.0,10.0,611,50.0,25.0,1503,5.0
612,50.0,10.0,50.0,612,50.0,3.3333333333333335,1506,16.666666666666668
613,50.0,10.0,50.0,613,50.0,3.3333333333333335,1509,16.666666666666668
614,50.0,50.0,10.0,614,50.0,25.0,1511,5.0
615,50.0,50.0,10.0,615,50.0,25.0,1513,5.0
616,50.0,50.0,10.0,616,50.0,25.0,1515,5.0
617,50.0,50.0,10.0,617,50.0,25.0,1517,5.0
618,50.0,50.0,10.0,618,50.0,25.0,1519,5.0
619,50.0,50.0,10.0,619,50.0,25.0,1521,5.0
620,50.0,50.0,10.0,620,50.0,25.0,1523,5.0
621,50.0,50.0,10.0,621,50.0,25.0,1525,5.0
622,50.0,50.0,10.0,622,50.0,25.0,1527,5.0
623,50.0,50.0,10.0,623,50.0,25.0,1529,5.0
624,50.0,50.0,10.0,624,50.0,25.0,1531,5.0
625,50.0,50.0,10.0,625,50.0,25.0,1533,5.0
626,50.0,50.0,10.0,626,50.0,25.0,1535,5.0
627,50.0,50.0,10.0,627,50.0,16.666666666666668,1538,3.3333333333333335
628,50.0,50.0,10.0,628,50.0,25.0,1540,5.0
629,50.0,50.0,10.0,629,50.0,25.0,1542,5.0
630,50.0,50.0,10.0,630,50.0,25.0,1544,5.0
631,50.0,50.0,10.0,631,50.0,16.666666666666668,1547,3.3333333333333335
632,50.0,50.0,10.0,632,50.0,25.0,1549,5.0
633,50.0,50.0,10.0,633,50.0,25.0,1551,5.0
634,50.0,50.0,10.0,634,50.0,16.666666666666668,1554,3.3333333333333335
635,50.0,50.0,10.0,635,50.0,25.0,1556,5.0
636,50.0,50.0,10.0,636,50.0,25.0,1558,5.0
637,50.0,50.0,10.0,637,50.0,25.0,1560,5.0
638,50.0,50.0,10.0,638,50.0,25.0,1562,5.0
639,50.0,50.0,10.0,639,50.0,16.666666666666668,1565,3.3333333333333335
640,50.0,50.0,10.0,640,50.0,25.0,1567,5.0
641,50.0,50.0,10.0,641,50.0,25.0,1569,5.0
642,50.0,50.0,10.0,642,50.0,25.0,1571,5.0
643,50.0,50.0,10.0,643,50.0,25.0,1573,5.0
644,50.0,50.0,10.0,644,50.0,25.0,1575,5.0
645,50.0,50.0,10.0,645,50.0,25.0,1577,5.0
646,50.0,50.0,10.0,646,50.0,25.0,1579,5.0
647,50.0,50.0,10.0,647,50.0,25.0,1581,5.0
648,50.0,50.0,10.0,648,50.0,25.0,1583,5.0
649,50.0,50.0,10.0,649,50.0,25.0,1585,5.0
650,50.0,50.0,10.0,650,50.0,25.0,1587,5.0
651,50.0,50.0,10.0,651,50.0,25.0,1589,5.0
652,50.0,50.0,10.0,652,50.0,25.0,1591,5.0
653,50.0,50.0,10.0,653,50.0,25.0,1593,5.0
654,50.0,50.0,10.0,654,50.0,16.666666666666668,1596,3.3333333333333335
655,50.0,50.0,10.0,655,50.0,25.0,1598,5.0
656,50.0,50.0,10.0,656,50.0,25.0,1600,5.0
657,50.0,50.0,10.0,657,50.0,16.666666666666668,1603,3.3333333333333335
658,50.0,50.0,10.0,658,50.0,25.0,1605,5.0
659,50.0,50.0,10.0,659,50.0,25.0,1607,5.0
660,50.0,50.0,10.0,660,50.0,16.666666666666668,1610,3.3333333333333335
661,50.0,50.0,10.0,661,50.0,25.0,1612,5.0
662,50.0,50.0,10.0,662,50.0,25.0,1614,5.0
663,50.0,10.0,50.0,663,50.0,3.3333333333333335,1617,16.666666666666668
664,50.0,50.0,10.0,664,50.0,25.0,1619,5.0
665,50.0,50.0,10.0,665,50.0,25.0,1621,5.0
666,50.0,50.0,10.0,666,50.0,25.0,1623,5.0
667,50.0,50.0,10.0,667,50.0,25.0,1625,5.0
668,50.0,50.0,10.0,668,50.0,25.0,1627,5.0
669,50.0,50.0,10.0,669,50.0,25.0,1629,5.0
670,50.0,50.0,10.0,670,50.0,25.0,1631,5.0
671,50.0,50.0,10.0,671,50.0,25.0,1633,5.0
672,50.0,50.0,10.0,672,50.0,25.0,1635,5.0
673,50.0,50.0,10.0,673,50.0,25.0,1637,5.0
674,50.0,50.0,10.0,674,50.0,25.0,1639,5.0
675,50.0,50.0,10.0,675,50.0,25.0,1641,5.0
676,50.0,50.0,10.0,676,50.0,25.0,1643,5.0
677,50.0,50.0,10.0,677,50.0,25.0,1645,5.0
678,50.0,10.0,50.0,678,50.0,3.3333333333333335,1648,16.666666666666668
679,50.0,50.0,10.0,679,50.0,25.0,1650,5.0
680,50.0,50.0,10.0,680,50.0,16.666666666666668,1653,3.3333333333333335
681,50.0,50.0,10.0,681,50.0,25.0,1655,5.0
682,50.0,50.0,10.0,682,50.0,16.666666666666668,1658,3.3333333333333335
683,50.0,50.0,10.0,683,50.0,25.0,1660,5.0
684,50.0,50.0,10.0,684,50.0,16.666666666666668,1663,3.3333333333333335
685,50.0,50.0,10.0,685,50.0,16.666666666666668,1666,3.3333333333333335
686,50.0,50.0,10.0,686,50.0,25.0,1668,5.0
687,50.0,10.0,50.0,687,50.0,3.3333333333333335,1671,16.666666666666668
688,50.0,50.0,10.0,688,50.0,25.0,1673,5.0
689,50.0,50.0,10.0,689,50.0,16.666666666666668,1676,3.3333333333333335
690,50.0,50.0,10.0,690,50.0,25.0,1678,5.0
691,50.0,50.0,10.0,691,50.0,16.666666666666668,1681,3.3333333333333335
692,50.0,50.0,10.0,692,50.0,25.0,1683,5.0
693,50.0,50.0,10.0,693,50.0,16.666666666666668,1686,3.3333333333333335
694,50.0,50.0,10.0,694,50.0,25.0,1688,5.0
695,50.0,50.0,10.0,695,50.0,16.666666666666668,1691,3.3333333333333335
696,50.0,50.0,10.0,696,50.0,25.0,1693,5.0
697,50.0,50.0,10.0,697,50.0,25.0,1695,5.0
698,50.0,50.0,10.0,698,50.0,25.0,1697,5.0
699,50.0,50.0,10.0,699,50.0,16.666666666666668,1700,3.3333333333333335
700,50.0,50.0,10.0,700,50.0,25.0,1702,5.0
701,50.0,50.0,10.0,701,50.0,16.666666666666668,1705,3.3333333333333335
702,50.0,50.0,10.0,702,50.0,25.0,1707,5.0
703,50.0,50.0,10.0,703,50.0,25.0,1709,5.0
704,50.0,50.0,10.0,704,50.0,16.666666666666668,1712,3.3333333333333335
705,50.0,50.0,10.0,705,50.0,25.0,1714,5.0
706,50.0,50.0,10.0,706,50.0,25.0,1716,5.0
707,50.0,50.0,10.0,707,50.0,25.0,1718,5.0
708,50.0,50.0,10.0,708,50.0,25.0,1720,5.0
709,50.0,50.0,10.0,709,50.0,25.0,1722,5.0
710,50.0,50.0,10.0,710,50.0,25.0,1724,5.0
711,50.0,50.0,10.0,711,50.0,25.0,1726,5.0
712,50.0,50.0,10.0,712,50.0,25.0,1728,5.0
713,50.0,50.0,10.0,713,50.0,16.666666666666668,1731,3.3333333333333335
714,50.0,50.0,10.0,714,50.0,25.0,1733,5.0
715,50.0,10.0,50.0,715,50.0,3.3333333333333335,1736,16.666666666666668
716,50.0,50.0,10.0,716,50.0,25.0,1738,5.0
717,50.0,50.0,10.0,717,50.0,25.0,1740,5.0
718,50.0,50.0,10.0,718,50.0,16.666666666666668,1743,3.3333333333333335
719,50.0,50.0,10.0,719,50.0,25.0,1745,5.0
720,50.0,50.0,10.0,720,50.0,25.0,1747,5.0
721,50.0,50.0,10.0,721,50.0,16.666666666666668,1750,3.3333333333333335
722,50.0,50.0,10.0,722,50.0,16.666666666666668,1753,3.3333333333333335
723,50.0,50.0,10.0,723,50.0,25.0,1755,5.0
724,50.0,50.0,10.0,724,50.0,25.0,1757,5.0
725,50.0,-10.0,-10.0,725,50.0,-5.0,1759,-5.0
726,50.0,50.0,10.0,726,50.0,16.666666666666668,1762,3.3333333333333335
727,50.0,50.0,10.0,727,50.0,25.0,1764,5.0
728,50.0,50.0,10.0,728,50.0,25.0,1766,5.0
729,50.0,50.0,10.0,729,50.0,16.666666666666668,1769,3.3333333333333335
730,50.0,50.0,10.0,730,50.0,25.0,1771,5.0
731,50.0,50.0,10.0,731,50.0,25.0,1773,5.0
732,50.0,50.0,10.0,732,50.0,25.0,1775,5.0
733,50.0,50.0,10.0,733,50.0,16.666666666666668,1778,3.3333333333333335
734,50.0,50.0,10.0,734,50.0,25.0,1780,5.0
735,50.0,50.0,10.0,735,50.0,16.666666666666668,1783,3.3333333333333335
736,50.0,50.0,10.0,736,50.0,25.0,1785,5.0
737,50.0,50.0,10.0,737,50.0,25.0,1787,5.0
738,50.0,50.0,10.0,738,50.0,25.0,1789,5.0
739,50.0,50.0,10.0,739,50.0,25.0,1791,5.0
740,50.0,50.0,10.0,740,50.0,25.0,1793,5.0
741,50.0,50.0,10.0,741,50.0,25.0,1795,5.0
742,50.0,50.0,10.0,742,50.0,25.0,1797,5.0
743,50.0,50.0,10.0,743,50.0,25.0,1799,5.0
744,50.0,50.0,10.0,744,50.0,25.0,1801,5.0
745,50.0,50.0,10.0,745,50.0,25.0,1803,5.0
746,50.0,50.0,10.0,746,50.0,16.666666666666668,1806,3.3333333333333335
747,50.0,50.0,10.0,747,50.0,16.666666666666668,1809,3.3333333333333335
748,50.0,50.0,10.0,748,50.0,25.0,1811,5.0
749,50.0,50.0,10.0,749,50.0,16.666666666666668,1814,3.3333333333333335
750,50.0,50.0,10.0,750,50.0,16.666666666666668,1817,3.3333333333333335
751,50.0,50.0,10.0,751,50.0,25.0,1819,5.0
752,50.0,50.0,10.0,752,50.0,25.0,1821,5.0
753,50.0,50.0,10.0,753,50.0,25.0,1823,5.0
754,50.0,50.0,10.0,754,50.0,25.0,1825,5.0
755,50.0,50.0,10.0,755,50.0,25.0,1827,5.0
756,50.0,-5.0,-5.0,756,50.0,-2.5,1829,-2.5
757,50.0,50.0,10.0,757,50.0,16.666666666666668,1832,3.3333333333333335
758,50.0,50.0,10.0,758,50.0,25.0,1834,5.0
759,50.0,50.0,10.0,759,50.0,25.0,1836,5.0
760,50.0,50.0,10.0,760,50.0,25.0,1838,5.0
761,50.0,10.0,50.0,761,50.0,3.3333333333333335,1841,16.666666666666668
762,50.0,50.0,10.0,762,50.0,25.0,1843,5.0
763,50.0,50.0,10.0,763,50.0,25.0,1845,5.0
764,50.0,50.0,10.0,764,50.0,25.0,1847,5.0
765,50.0,50.0,10.0,765,50.0,25.0,1849,5.0
766,50.0,50.0,10.0,766,50.0,25.0,1851,5.0
767,50.0,50.0,10.0,767,50.0,25.0,1853,5.0
768,50.0,10.0,50.0,768,50.0,3.3333333333333335,1856,16.666666666666668
769,50.0,50.0,10.0,769,50.0,25.0,1858,5.0
770,50.0,50.0,10.0,770,50.0,25.0,1860,5.0
771,50.0,50.0,10.0,771,50.0,25.0,1862,5.0
772,50.0,50.0,10.0,772,50.0,25.0,1864,5.0
773,50.0,50.0,10.0,773,50.0,25.0,1866,5.0
774,50.0,10.0,50.0,774,50.0,3.3333333333333335,1869,16.666666666666668
775,50.0,50.0,10.0,775,50.0,25.0,1871,5.0
776,50.0,50.0,10.0,776,50.0,25.0,1873,5.0
777,50.0,50.0,10.0,777,50.0,25.0,1875,5.0
778,50.0,50.0,10.0,778,50.0,25.0,1877,5.0
779,50.0,50.0,10.0,779,50.0,16.666666666666668,1880,3.3333333333333335
780,50.0,50.0,10.0,780,50.0,25.0,1882,5.0
781,50.0,50.0,10.0,781,50.0,16.666666666666668,1885,3.3333333333333335
782,50.0,50.0,10.0,782,50.0,25.0,1887,5.0
783,50.0,50.0,10.0,783,50.0,25.0,1889,5.0
784,50.0,50.0,10.0,784,50.0,25.0,1891,5.0
785,50.0,50.0,10.0,785,50.0,25.0,1893,5.0
786,50.0,50.0,10.0,786,50.0,25.0,1895,5.0
787,50.0,50.0,10.0,787,50.0,25.0,1897,5.0
788,50.0,50.0,10.0,788,50.0,25.0,1899,5.0
789,50.0,50.0,10.0,789,50.0,25.0,1901,5.0
790,50.0,50.0,10.0,790,50.0,25.0,1903,5.0
791,50.0,50.0,10.0,791,50.0,25.0,1905,5.0
