max-path-return_agent_1,episode_reward,max-path-return_agent_0,last-path-return_agent_0,mean-episode_cost_agent_0,episodes,total-samples,last-path-return_agent_1,mean-path-return_agent_0,mean-path-return_agent_1,mean-episode_cost_agent_1
50.0,83,50.0,10.0,0.0,83,232,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,84,50.0,10.0,0.0,84,235,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,85,50.0,10.0,0.0,85,238,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,86,50.0,50.0,0.0,86,241,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,87,50.0,10.0,0.0,87,244,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,88,50.0,50.0,0.0,88,247,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,89,50.0,10.0,0.0,89,250,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,90,50.0,10.0,0.0,90,253,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,91,50.0,10.0,6.666666666666667,91,256,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,92,50.0,10.0,0.0,92,259,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,93,50.0,10.0,0.0,93,262,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,94,50.0,-5.0,16.666666666666668,94,265,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,95,50.0,50.0,0.0,95,268,10.0,16.666666666666668,3.3333333333333335,6.666666666666667
50.0,96,50.0,10.0,0.0,96,271,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,97,50.0,10.0,0.0,97,273,50.0,5.0,25.0,0.0
50.0,98,50.0,50.0,0.0,98,276,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,99,50.0,50.0,0.0,99,279,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,100,50.0,50.0,0.0,100,282,10.0,16.666666666666668,3.3333333333333335,6.666666666666667
50.0,101,50.0,50.0,0.0,101,285,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,102,50.0,-5.0,16.666666666666668,102,288,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,103,50.0,-5.0,16.666666666666668,103,291,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,104,50.0,50.0,0.0,104,294,10.0,16.666666666666668,3.3333333333333335,6.666666666666667
50.0,105,50.0,10.0,0.0,105,297,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,106,50.0,10.0,0.0,106,300,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,107,50.0,50.0,0.0,107,303,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,108,50.0,-5.0,16.666666666666668,108,306,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,109,50.0,10.0,0.0,109,309,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,110,50.0,50.0,0.0,110,311,10.0,25.0,5.0,0.0
50.0,111,50.0,-5.0,16.666666666666668,111,314,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,112,50.0,50.0,0.0,112,317,10.0,16.666666666666668,3.3333333333333335,6.666666666666667
50.0,113,50.0,10.0,0.0,113,320,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,114,50.0,10.0,0.0,114,323,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,115,50.0,50.0,0.0,115,326,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,116,50.0,-5.0,25.0,116,328,-5.0,-2.5,-2.5,25.0
50.0,117,50.0,10.0,0.0,117,331,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,118,50.0,-5.0,16.666666666666668,118,334,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,119,50.0,10.0,0.0,119,337,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,120,50.0,-5.0,16.666666666666668,120,340,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,121,50.0,10.0,0.0,121,343,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,122,50.0,-5.0,16.666666666666668,122,346,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,123,50.0,10.0,0.0,123,349,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,124,50.0,10.0,0.0,124,352,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,125,50.0,50.0,0.0,125,354,10.0,25.0,5.0,0.0
50.0,126,50.0,50.0,0.0,126,357,10.0,16.666666666666668,3.3333333333333335,3.3333333333333335
50.0,127,50.0,50.0,0.0,127,360,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,128,50.0,50.0,0.0,128,363,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,129,50.0,50.0,0.0,129,366,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,130,50.0,-5.0,25.0,130,368,-5.0,-2.5,-2.5,25.0
50.0,131,50.0,10.0,0.0,131,371,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,132,50.0,10.0,0.0,132,373,50.0,5.0,25.0,0.0
50.0,133,50.0,50.0,0.0,133,376,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,134,50.0,50.0,0.0,134,379,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,135,50.0,50.0,0.0,135,382,10.0,16.666666666666668,3.3333333333333335,3.3333333333333335
50.0,136,50.0,10.0,0.0,136,385,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,137,50.0,-5.0,16.666666666666668,137,388,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,138,50.0,-5.0,16.666666666666668,138,391,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,139,50.0,10.0,0.0,139,394,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,140,50.0,-5.0,16.666666666666668,140,397,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,141,50.0,-5.0,16.666666666666668,141,400,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,142,50.0,-5.0,16.666666666666668,142,403,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,143,50.0,50.0,0.0,143,406,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,144,50.0,50.0,0.0,144,409,10.0,16.666666666666668,3.3333333333333335,3.3333333333333335
50.0,145,50.0,50.0,0.0,145,412,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,146,50.0,50.0,0.0,146,415,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,147,50.0,-5.0,16.666666666666668,147,418,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,148,50.0,50.0,0.0,148,421,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,149,50.0,50.0,0.0,149,424,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,150,50.0,50.0,0.0,150,427,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,151,50.0,50.0,0.0,151,430,10.0,16.666666666666668,3.3333333333333335,3.3333333333333335
50.0,152,50.0,-5.0,16.666666666666668,152,433,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,153,50.0,10.0,3.3333333333333335,153,436,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,154,50.0,-10.0,25.0,154,438,-10.0,-5.0,-5.0,25.0
50.0,155,50.0,10.0,0.0,155,441,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,156,50.0,10.0,0.0,156,444,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,157,50.0,10.0,0.0,157,446,50.0,5.0,25.0,0.0
50.0,158,50.0,10.0,0.0,158,449,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,159,50.0,10.0,0.0,159,452,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,160,50.0,10.0,6.666666666666667,160,455,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,161,50.0,10.0,0.0,161,458,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,162,50.0,10.0,0.0,162,461,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,163,50.0,-5.0,16.666666666666668,163,464,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,164,50.0,50.0,0.0,164,467,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,165,50.0,50.0,0.0,165,470,10.0,16.666666666666668,3.3333333333333335,0.0
50.0,166,50.0,10.0,0.0,166,473,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,167,50.0,10.0,0.0,167,475,50.0,5.0,25.0,0.0
50.0,168,50.0,10.0,0.0,168,478,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,169,50.0,-5.0,25.0,169,480,-5.0,-2.5,-2.5,25.0
50.0,170,50.0,50.0,0.0,170,482,10.0,25.0,5.0,0.0
50.0,171,50.0,10.0,0.0,171,485,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,172,50.0,50.0,0.0,172,488,10.0,16.666666666666668,3.3333333333333335,6.666666666666667
50.0,173,50.0,-5.0,16.666666666666668,173,491,-5.0,-1.6666666666666667,-1.6666666666666667,16.666666666666668
50.0,174,50.0,10.0,0.0,174,494,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,175,50.0,10.0,0.0,175,497,50.0,3.3333333333333335,16.666666666666668,0.0
50.0,176,50.0,50.0,0.0,176,500,10.0,16.666666666666668,3.3333333333333335,0.0
