episode_reward,max-path-return_agent_1,max-path-return_agent_0,episodes,total-samples,mean-path-return_agent_1,last-path-return_agent_0,mean-path-return_agent_0,last-path-return_agent_1
70,50.0,50.0,70,193,5.0,50.0,25.0,10.0
71,50.0,50.0,71,196,16.666666666666668,10.0,3.3333333333333335,50.0
72,50.0,50.0,72,199,16.666666666666668,10.0,3.3333333333333335,50.0
73,50.0,50.0,73,202,3.3333333333333335,50.0,16.666666666666668,10.0
74,50.0,50.0,74,205,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
75,50.0,50.0,75,208,3.3333333333333335,50.0,16.666666666666668,10.0
76,50.0,50.0,76,211,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
77,50.0,50.0,77,213,25.0,10.0,5.0,50.0
78,50.0,50.0,78,216,3.3333333333333335,50.0,16.666666666666668,10.0
79,50.0,50.0,79,219,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
80,50.0,50.0,80,222,16.666666666666668,10.0,3.3333333333333335,50.0
81,50.0,50.0,81,225,3.3333333333333335,50.0,16.666666666666668,10.0
82,50.0,50.0,82,227,5.0,50.0,25.0,10.0
83,50.0,50.0,83,230,16.666666666666668,10.0,3.3333333333333335,50.0
84,50.0,50.0,84,233,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
85,50.0,50.0,85,236,3.3333333333333335,50.0,16.666666666666668,10.0
86,50.0,50.0,86,238,-2.5,-5.0,-2.5,-5.0
87,50.0,50.0,87,241,16.666666666666668,10.0,3.3333333333333335,50.0
88,50.0,50.0,88,244,16.666666666666668,10.0,3.3333333333333335,50.0
89,50.0,50.0,89,247,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
90,50.0,50.0,90,249,-2.5,-5.0,-2.5,-5.0
91,50.0,50.0,91,252,16.666666666666668,10.0,3.3333333333333335,50.0
92,50.0,50.0,92,255,16.666666666666668,10.0,3.3333333333333335,50.0
93,50.0,50.0,93,258,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
94,50.0,50.0,94,261,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
95,50.0,50.0,95,264,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
96,50.0,50.0,96,267,3.3333333333333335,50.0,16.666666666666668,10.0
97,50.0,50.0,97,270,3.3333333333333335,50.0,16.666666666666668,10.0
98,50.0,50.0,98,272,25.0,10.0,5.0,50.0
99,50.0,50.0,99,275,3.3333333333333335,50.0,16.666666666666668,10.0
100,50.0,50.0,100,278,16.666666666666668,10.0,3.3333333333333335,50.0
101,50.0,50.0,101,281,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
102,50.0,50.0,102,284,3.3333333333333335,50.0,16.666666666666668,10.0
103,50.0,50.0,103,287,3.3333333333333335,50.0,16.666666666666668,10.0
104,50.0,50.0,104,290,3.3333333333333335,50.0,16.666666666666668,10.0
105,50.0,50.0,105,293,16.666666666666668,10.0,3.3333333333333335,50.0
106,50.0,50.0,106,295,-5.0,-10.0,-5.0,-10.0
107,50.0,50.0,107,298,16.666666666666668,10.0,3.3333333333333335,50.0
108,50.0,50.0,108,300,5.0,50.0,25.0,10.0
109,50.0,50.0,109,302,25.0,10.0,5.0,50.0
110,50.0,50.0,110,305,16.666666666666668,10.0,3.3333333333333335,50.0
111,50.0,50.0,111,308,16.666666666666668,10.0,3.3333333333333335,50.0
112,50.0,50.0,112,311,3.3333333333333335,50.0,16.666666666666668,10.0
113,50.0,50.0,113,314,16.666666666666668,10.0,3.3333333333333335,50.0
114,50.0,50.0,114,317,3.3333333333333335,50.0,16.666666666666668,10.0
115,50.0,50.0,115,319,5.0,50.0,25.0,10.0
116,50.0,50.0,116,322,16.666666666666668,10.0,3.3333333333333335,50.0
117,50.0,50.0,117,325,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
118,50.0,50.0,118,328,3.3333333333333335,50.0,16.666666666666668,10.0
119,50.0,50.0,119,331,3.3333333333333335,50.0,16.666666666666668,10.0
120,50.0,50.0,120,334,16.666666666666668,10.0,3.3333333333333335,50.0
121,50.0,50.0,121,337,16.666666666666668,10.0,3.3333333333333335,50.0
122,50.0,50.0,122,340,3.3333333333333335,50.0,16.666666666666668,10.0
123,50.0,50.0,123,343,3.3333333333333335,50.0,16.666666666666668,10.0
124,50.0,50.0,124,346,16.666666666666668,10.0,3.3333333333333335,50.0
125,50.0,50.0,125,349,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
126,50.0,50.0,126,352,16.666666666666668,10.0,3.3333333333333335,50.0
127,50.0,50.0,127,355,16.666666666666668,10.0,3.3333333333333335,50.0
128,50.0,50.0,128,358,16.666666666666668,10.0,3.3333333333333335,50.0
129,50.0,50.0,129,361,16.666666666666668,10.0,3.3333333333333335,50.0
130,50.0,50.0,130,364,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
131,50.0,50.0,131,367,3.3333333333333335,50.0,16.666666666666668,10.0
132,50.0,50.0,132,370,3.3333333333333335,50.0,16.666666666666668,10.0
133,50.0,50.0,133,373,3.3333333333333335,50.0,16.666666666666668,10.0
134,50.0,50.0,134,376,16.666666666666668,10.0,3.3333333333333335,50.0
135,50.0,50.0,135,379,16.666666666666668,10.0,3.3333333333333335,50.0
136,50.0,50.0,136,382,3.3333333333333335,50.0,16.666666666666668,10.0
137,50.0,50.0,137,385,3.3333333333333335,50.0,16.666666666666668,10.0
138,50.0,50.0,138,387,5.0,50.0,25.0,10.0
139,50.0,50.0,139,390,3.3333333333333335,50.0,16.666666666666668,10.0
140,50.0,50.0,140,393,16.666666666666668,10.0,3.3333333333333335,50.0
141,50.0,50.0,141,396,3.3333333333333335,50.0,16.666666666666668,10.0
142,50.0,50.0,142,399,16.666666666666668,10.0,3.3333333333333335,50.0
143,50.0,50.0,143,402,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
144,50.0,50.0,144,405,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
145,50.0,50.0,145,408,16.666666666666668,10.0,3.3333333333333335,50.0
146,50.0,50.0,146,411,3.3333333333333335,50.0,16.666666666666668,10.0
147,50.0,50.0,147,414,16.666666666666668,10.0,3.3333333333333335,50.0
148,50.0,50.0,148,417,3.3333333333333335,50.0,16.666666666666668,10.0
149,50.0,50.0,149,420,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
150,50.0,50.0,150,422,25.0,10.0,5.0,50.0
151,50.0,50.0,151,425,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
152,50.0,50.0,152,428,16.666666666666668,10.0,3.3333333333333335,50.0
153,50.0,50.0,153,431,3.3333333333333335,50.0,16.666666666666668,10.0
154,50.0,50.0,154,434,3.3333333333333335,50.0,16.666666666666668,10.0
155,50.0,50.0,155,437,3.3333333333333335,50.0,16.666666666666668,10.0
156,50.0,50.0,156,440,16.666666666666668,10.0,3.3333333333333335,50.0
157,50.0,50.0,157,443,16.666666666666668,10.0,3.3333333333333335,50.0
158,50.0,50.0,158,446,3.3333333333333335,50.0,16.666666666666668,10.0
159,50.0,50.0,159,448,-2.5,-5.0,-2.5,-5.0
160,50.0,50.0,160,450,-5.0,-10.0,-5.0,-10.0
161,50.0,50.0,161,453,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
162,50.0,50.0,162,455,-5.0,-10.0,-5.0,-10.0
163,50.0,50.0,163,458,3.3333333333333335,50.0,16.666666666666668,10.0
164,50.0,50.0,164,461,16.666666666666668,10.0,3.3333333333333335,50.0
165,50.0,50.0,165,464,3.3333333333333335,50.0,16.666666666666668,10.0
166,50.0,50.0,166,467,3.3333333333333335,50.0,16.666666666666668,10.0
167,50.0,50.0,167,470,3.3333333333333335,50.0,16.666666666666668,10.0
168,50.0,50.0,168,473,3.3333333333333335,50.0,16.666666666666668,10.0
169,50.0,50.0,169,476,16.666666666666668,10.0,3.3333333333333335,50.0
170,50.0,50.0,170,479,16.666666666666668,10.0,3.3333333333333335,50.0
171,50.0,50.0,171,482,16.666666666666668,10.0,3.3333333333333335,50.0
172,50.0,50.0,172,484,-5.0,-10.0,-5.0,-10.0
173,50.0,50.0,173,486,-5.0,-10.0,-5.0,-10.0
174,50.0,50.0,174,489,16.666666666666668,10.0,3.3333333333333335,50.0
175,50.0,50.0,175,492,3.3333333333333335,50.0,16.666666666666668,10.0
176,50.0,50.0,176,494,25.0,10.0,5.0,50.0
177,50.0,50.0,177,497,16.666666666666668,10.0,3.3333333333333335,50.0
178,50.0,50.0,178,499,-2.5,-5.0,-2.5,-5.0
179,50.0,50.0,179,502,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
180,50.0,50.0,180,505,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
181,50.0,50.0,181,507,-5.0,-10.0,-5.0,-10.0
182,50.0,50.0,182,509,5.0,50.0,25.0,10.0
183,50.0,50.0,183,512,3.3333333333333335,50.0,16.666666666666668,10.0
184,50.0,50.0,184,515,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
185,50.0,50.0,185,518,3.3333333333333335,50.0,16.666666666666668,10.0
186,50.0,50.0,186,521,16.666666666666668,10.0,3.3333333333333335,50.0
187,50.0,50.0,187,524,16.666666666666668,10.0,3.3333333333333335,50.0
188,50.0,50.0,188,527,3.3333333333333335,50.0,16.666666666666668,10.0
189,50.0,50.0,189,530,16.666666666666668,10.0,3.3333333333333335,50.0
190,50.0,50.0,190,533,3.3333333333333335,50.0,16.666666666666668,10.0
191,50.0,50.0,191,535,-5.0,-10.0,-5.0,-10.0
192,50.0,50.0,192,538,16.666666666666668,10.0,3.3333333333333335,50.0
193,50.0,50.0,193,541,16.666666666666668,10.0,3.3333333333333335,50.0
194,50.0,50.0,194,544,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
195,50.0,50.0,195,547,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
196,50.0,50.0,196,550,3.3333333333333335,50.0,16.666666666666668,10.0
197,50.0,50.0,197,553,16.666666666666668,10.0,3.3333333333333335,50.0
198,50.0,50.0,198,556,16.666666666666668,10.0,3.3333333333333335,50.0
199,50.0,50.0,199,559,16.666666666666668,10.0,3.3333333333333335,50.0
200,50.0,50.0,200,562,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
201,50.0,50.0,201,565,3.3333333333333335,50.0,16.666666666666668,10.0
202,50.0,50.0,202,568,16.666666666666668,10.0,3.3333333333333335,50.0
203,50.0,50.0,203,571,16.666666666666668,10.0,3.3333333333333335,50.0
204,50.0,50.0,204,574,16.666666666666668,10.0,3.3333333333333335,50.0
205,50.0,50.0,205,577,16.666666666666668,10.0,3.3333333333333335,50.0
206,50.0,50.0,206,579,-5.0,-10.0,-5.0,-10.0
207,50.0,50.0,207,582,16.666666666666668,10.0,3.3333333333333335,50.0
208,50.0,50.0,208,585,3.3333333333333335,50.0,16.666666666666668,10.0
209,50.0,50.0,209,588,16.666666666666668,10.0,3.3333333333333335,50.0
210,50.0,50.0,210,591,3.3333333333333335,50.0,16.666666666666668,10.0
211,50.0,50.0,211,594,3.3333333333333335,50.0,16.666666666666668,10.0
212,50.0,50.0,212,597,3.3333333333333335,50.0,16.666666666666668,10.0
213,50.0,50.0,213,600,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
214,50.0,50.0,214,603,16.666666666666668,10.0,3.3333333333333335,50.0
215,50.0,50.0,215,605,25.0,10.0,5.0,50.0
216,50.0,50.0,216,608,16.666666666666668,10.0,3.3333333333333335,50.0
217,50.0,50.0,217,611,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
218,50.0,50.0,218,614,3.3333333333333335,50.0,16.666666666666668,10.0
219,50.0,50.0,219,617,16.666666666666668,10.0,3.3333333333333335,50.0
220,50.0,50.0,220,620,3.3333333333333335,50.0,16.666666666666668,10.0
221,50.0,50.0,221,623,3.3333333333333335,50.0,16.666666666666668,10.0
222,50.0,50.0,222,626,3.3333333333333335,50.0,16.666666666666668,10.0
223,50.0,50.0,223,629,3.3333333333333335,50.0,16.666666666666668,10.0
224,50.0,50.0,224,632,16.666666666666668,10.0,3.3333333333333335,50.0
225,50.0,50.0,225,635,16.666666666666668,10.0,3.3333333333333335,50.0
226,50.0,50.0,226,638,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
227,50.0,50.0,227,641,3.3333333333333335,50.0,16.666666666666668,10.0
228,50.0,50.0,228,644,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
229,50.0,50.0,229,646,25.0,10.0,5.0,50.0
230,50.0,50.0,230,649,3.3333333333333335,50.0,16.666666666666668,10.0
231,50.0,50.0,231,652,3.3333333333333335,50.0,16.666666666666668,10.0
232,50.0,50.0,232,655,3.3333333333333335,50.0,16.666666666666668,10.0
233,50.0,50.0,233,658,16.666666666666668,10.0,3.3333333333333335,50.0
234,50.0,50.0,234,661,16.666666666666668,10.0,3.3333333333333335,50.0
235,50.0,50.0,235,664,3.3333333333333335,50.0,16.666666666666668,10.0
236,50.0,50.0,236,667,3.3333333333333335,50.0,16.666666666666668,10.0
237,50.0,50.0,237,670,16.666666666666668,10.0,3.3333333333333335,50.0
238,50.0,50.0,238,673,16.666666666666668,10.0,3.3333333333333335,50.0
239,50.0,50.0,239,676,3.3333333333333335,50.0,16.666666666666668,10.0
240,50.0,50.0,240,679,16.666666666666668,10.0,3.3333333333333335,50.0
241,50.0,50.0,241,681,-5.0,-10.0,-5.0,-10.0
242,50.0,50.0,242,684,3.3333333333333335,50.0,16.666666666666668,10.0
243,50.0,50.0,243,687,16.666666666666668,10.0,3.3333333333333335,50.0
244,50.0,50.0,244,690,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
245,50.0,50.0,245,693,16.666666666666668,10.0,3.3333333333333335,50.0
246,50.0,50.0,246,696,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
247,50.0,50.0,247,699,16.666666666666668,10.0,3.3333333333333335,50.0
248,50.0,50.0,248,702,3.3333333333333335,50.0,16.666666666666668,10.0
249,50.0,50.0,249,705,16.666666666666668,10.0,3.3333333333333335,50.0
250,50.0,50.0,250,708,3.3333333333333335,50.0,16.666666666666668,10.0
251,50.0,50.0,251,711,16.666666666666668,10.0,3.3333333333333335,50.0
252,50.0,50.0,252,714,16.666666666666668,10.0,3.3333333333333335,50.0
253,50.0,50.0,253,717,3.3333333333333335,50.0,16.666666666666668,10.0
254,50.0,50.0,254,719,5.0,50.0,25.0,10.0
255,50.0,50.0,255,722,3.3333333333333335,50.0,16.666666666666668,10.0
256,50.0,50.0,256,724,25.0,10.0,5.0,50.0
257,50.0,50.0,257,727,16.666666666666668,10.0,3.3333333333333335,50.0
258,50.0,50.0,258,730,3.3333333333333335,50.0,16.666666666666668,10.0
259,50.0,50.0,259,733,16.666666666666668,10.0,3.3333333333333335,50.0
260,50.0,50.0,260,736,3.3333333333333335,50.0,16.666666666666668,10.0
261,50.0,50.0,261,739,16.666666666666668,10.0,3.3333333333333335,50.0
262,50.0,50.0,262,742,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
263,50.0,50.0,263,745,3.3333333333333335,50.0,16.666666666666668,10.0
264,50.0,50.0,264,748,3.3333333333333335,50.0,16.666666666666668,10.0
265,50.0,50.0,265,751,3.3333333333333335,50.0,16.666666666666668,10.0
266,50.0,50.0,266,754,3.3333333333333335,50.0,16.666666666666668,10.0
267,50.0,50.0,267,757,16.666666666666668,10.0,3.3333333333333335,50.0
268,50.0,50.0,268,760,3.3333333333333335,50.0,16.666666666666668,10.0
269,50.0,50.0,269,763,16.666666666666668,10.0,3.3333333333333335,50.0
270,50.0,50.0,270,766,16.666666666666668,10.0,3.3333333333333335,50.0
271,50.0,50.0,271,768,-2.5,-5.0,-2.5,-5.0
272,50.0,50.0,272,771,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
273,50.0,50.0,273,774,3.3333333333333335,50.0,16.666666666666668,10.0
274,50.0,50.0,274,776,-5.0,-10.0,-5.0,-10.0
275,50.0,50.0,275,779,3.3333333333333335,50.0,16.666666666666668,10.0
276,50.0,50.0,276,782,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
277,50.0,50.0,277,784,-5.0,-10.0,-5.0,-10.0
278,50.0,50.0,278,786,-5.0,-10.0,-5.0,-10.0
279,50.0,50.0,279,788,5.0,50.0,25.0,10.0
280,50.0,50.0,280,791,3.3333333333333335,50.0,16.666666666666668,10.0
281,50.0,50.0,281,794,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
282,50.0,50.0,282,798,2.5,50.0,12.5,10.0
283,50.0,50.0,283,801,16.666666666666668,10.0,3.3333333333333335,50.0
284,50.0,50.0,284,804,3.3333333333333335,50.0,16.666666666666668,10.0
285,50.0,50.0,285,806,-5.0,-10.0,-5.0,-10.0
286,50.0,50.0,286,809,16.666666666666668,10.0,3.3333333333333335,50.0
287,50.0,50.0,287,812,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
288,50.0,50.0,288,815,16.666666666666668,10.0,3.3333333333333335,50.0
289,50.0,50.0,289,818,16.666666666666668,10.0,3.3333333333333335,50.0
290,50.0,50.0,290,821,16.666666666666668,10.0,3.3333333333333335,50.0
291,50.0,50.0,291,824,16.666666666666668,10.0,3.3333333333333335,50.0
292,50.0,50.0,292,827,16.666666666666668,10.0,3.3333333333333335,50.0
293,50.0,50.0,293,830,16.666666666666668,10.0,3.3333333333333335,50.0
294,50.0,50.0,294,833,3.3333333333333335,50.0,16.666666666666668,10.0
295,50.0,50.0,295,836,3.3333333333333335,50.0,16.666666666666668,10.0
296,50.0,50.0,296,839,16.666666666666668,10.0,3.3333333333333335,50.0
297,50.0,50.0,297,842,16.666666666666668,10.0,3.3333333333333335,50.0
298,50.0,50.0,298,845,16.666666666666668,10.0,3.3333333333333335,50.0
299,50.0,50.0,299,848,3.3333333333333335,50.0,16.666666666666668,10.0
300,50.0,50.0,300,851,3.3333333333333335,50.0,16.666666666666668,10.0
301,50.0,50.0,301,853,-2.5,-5.0,-2.5,-5.0
302,50.0,50.0,302,856,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
303,50.0,50.0,303,859,16.666666666666668,10.0,3.3333333333333335,50.0
304,50.0,50.0,304,862,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
305,50.0,50.0,305,865,16.666666666666668,10.0,3.3333333333333335,50.0
306,50.0,50.0,306,868,3.3333333333333335,50.0,16.666666666666668,10.0
307,50.0,50.0,307,871,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
308,50.0,50.0,308,874,16.666666666666668,10.0,3.3333333333333335,50.0
309,50.0,50.0,309,876,-2.5,-5.0,-2.5,-5.0
310,50.0,50.0,310,879,3.3333333333333335,50.0,16.666666666666668,10.0
311,50.0,50.0,311,882,16.666666666666668,10.0,3.3333333333333335,50.0
312,50.0,50.0,312,885,3.3333333333333335,50.0,16.666666666666668,10.0
313,50.0,50.0,313,887,5.0,50.0,25.0,10.0
314,50.0,50.0,314,890,3.3333333333333335,50.0,16.666666666666668,10.0
315,50.0,50.0,315,893,3.3333333333333335,50.0,16.666666666666668,10.0
316,50.0,50.0,316,896,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
317,50.0,50.0,317,899,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
318,50.0,50.0,318,902,16.666666666666668,10.0,3.3333333333333335,50.0
319,50.0,50.0,319,905,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
320,50.0,50.0,320,908,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
321,50.0,50.0,321,911,3.3333333333333335,50.0,16.666666666666668,10.0
322,50.0,50.0,322,914,16.666666666666668,10.0,3.3333333333333335,50.0
323,50.0,50.0,323,917,3.3333333333333335,50.0,16.666666666666668,10.0
324,50.0,50.0,324,920,3.3333333333333335,50.0,16.666666666666668,10.0
325,50.0,50.0,325,923,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
326,50.0,50.0,326,926,16.666666666666668,10.0,3.3333333333333335,50.0
327,50.0,50.0,327,929,16.666666666666668,10.0,3.3333333333333335,50.0
328,50.0,50.0,328,932,3.3333333333333335,50.0,16.666666666666668,10.0
329,50.0,50.0,329,935,16.666666666666668,10.0,3.3333333333333335,50.0
330,50.0,50.0,330,938,16.666666666666668,10.0,3.3333333333333335,50.0
331,50.0,50.0,331,941,3.3333333333333335,50.0,16.666666666666668,10.0
332,50.0,50.0,332,944,3.3333333333333335,50.0,16.666666666666668,10.0
333,50.0,50.0,333,947,16.666666666666668,10.0,3.3333333333333335,50.0
334,50.0,50.0,334,949,5.0,50.0,25.0,10.0
335,50.0,50.0,335,952,16.666666666666668,10.0,3.3333333333333335,50.0
336,50.0,50.0,336,955,3.3333333333333335,50.0,16.666666666666668,10.0
337,50.0,50.0,337,957,-2.5,-5.0,-2.5,-5.0
338,50.0,50.0,338,960,3.3333333333333335,50.0,16.666666666666668,10.0
339,50.0,50.0,339,963,3.3333333333333335,50.0,16.666666666666668,10.0
340,50.0,50.0,340,965,-2.5,-5.0,-2.5,-5.0
341,50.0,50.0,341,968,3.3333333333333335,50.0,16.666666666666668,10.0
342,50.0,50.0,342,971,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
343,50.0,50.0,343,974,16.666666666666668,10.0,3.3333333333333335,50.0
344,50.0,50.0,344,977,16.666666666666668,10.0,3.3333333333333335,50.0
345,50.0,50.0,345,980,16.666666666666668,10.0,3.3333333333333335,50.0
346,50.0,50.0,346,983,16.666666666666668,10.0,3.3333333333333335,50.0
347,50.0,50.0,347,986,16.666666666666668,10.0,3.3333333333333335,50.0
348,50.0,50.0,348,989,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
349,50.0,50.0,349,992,16.666666666666668,10.0,3.3333333333333335,50.0
350,50.0,50.0,350,995,3.3333333333333335,50.0,16.666666666666668,10.0
351,50.0,50.0,351,998,3.3333333333333335,50.0,16.666666666666668,10.0
352,50.0,50.0,352,1001,16.666666666666668,10.0,3.3333333333333335,50.0
353,50.0,50.0,353,1004,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
354,50.0,50.0,354,1007,16.666666666666668,10.0,3.3333333333333335,50.0
355,50.0,50.0,355,1010,3.3333333333333335,50.0,16.666666666666668,10.0
356,50.0,50.0,356,1013,-1.6666666666666667,-5.0,-1.6666666666666667,-5.0
357,50.0,50.0,357,1015,5.0,50.0,25.0,10.0
