last-path-return_agent_1,mean-path-return_agent_1,mean-path-return_agent_0,last-path-return_agent_0,total-samples,episodes,max-path-return_agent_0,episode_reward,max-path-return_agent_1
10.0,3.3333333333333335,16.666666666666668,50.0,952,378,50.0,378,50.0
-5.0,-2.5,-2.5,-5.0,954,379,50.0,379,50.0
-5.0,-2.5,-2.5,-5.0,956,380,50.0,380,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,959,381,50.0,381,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,962,382,50.0,382,50.0
-5.0,-2.5,-2.5,-5.0,964,383,50.0,383,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,967,384,50.0,384,50.0
-5.0,-2.5,-2.5,-5.0,969,385,50.0,385,50.0
-5.0,-2.5,-2.5,-5.0,971,386,50.0,386,50.0
50.0,25.0,5.0,10.0,973,387,50.0,387,50.0
-5.0,-2.5,-2.5,-5.0,975,388,50.0,388,50.0
-5.0,-2.5,-2.5,-5.0,977,389,50.0,389,50.0
-5.0,-2.5,-2.5,-5.0,979,390,50.0,390,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,982,391,50.0,391,50.0
-5.0,-2.5,-2.5,-5.0,984,392,50.0,392,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,987,393,50.0,393,50.0
-5.0,-2.5,-2.5,-5.0,989,394,50.0,394,50.0
-5.0,-2.5,-2.5,-5.0,991,395,50.0,395,50.0
-5.0,-2.5,-2.5,-5.0,993,396,50.0,396,50.0
50.0,25.0,5.0,10.0,995,397,50.0,397,50.0
-5.0,-2.5,-2.5,-5.0,997,398,50.0,398,50.0
-5.0,-2.5,-2.5,-5.0,999,399,50.0,399,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1002,400,50.0,400,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1005,401,50.0,401,50.0
50.0,25.0,5.0,10.0,1007,402,50.0,402,50.0
-5.0,-2.5,-2.5,-5.0,1009,403,50.0,403,50.0
-5.0,-2.5,-2.5,-5.0,1011,404,50.0,404,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1014,405,50.0,405,50.0
-5.0,-2.5,-2.5,-5.0,1016,406,50.0,406,50.0
-5.0,-2.5,-2.5,-5.0,1018,407,50.0,407,50.0
-5.0,-2.5,-2.5,-5.0,1020,408,50.0,408,50.0
-5.0,-2.5,-2.5,-5.0,1022,409,50.0,409,50.0
-5.0,-2.5,-2.5,-5.0,1024,410,50.0,410,50.0
-5.0,-2.5,-2.5,-5.0,1026,411,50.0,411,50.0
-5.0,-2.5,-2.5,-5.0,1028,412,50.0,412,50.0
-5.0,-2.5,-2.5,-5.0,1030,413,50.0,413,50.0
-5.0,-2.5,-2.5,-5.0,1032,414,50.0,414,50.0
-5.0,-2.5,-2.5,-5.0,1034,415,50.0,415,50.0
-5.0,-2.5,-2.5,-5.0,1036,416,50.0,416,50.0
-5.0,-2.5,-2.5,-5.0,1038,417,50.0,417,50.0
-5.0,-2.5,-2.5,-5.0,1040,418,50.0,418,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1043,419,50.0,419,50.0
-5.0,-2.5,-2.5,-5.0,1045,420,50.0,420,50.0
-5.0,-2.5,-2.5,-5.0,1047,421,50.0,421,50.0
-5.0,-2.5,-2.5,-5.0,1049,422,50.0,422,50.0
-5.0,-2.5,-2.5,-5.0,1051,423,50.0,423,50.0
-5.0,-2.5,-2.5,-5.0,1053,424,50.0,424,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1056,425,50.0,425,50.0
-5.0,-2.5,-2.5,-5.0,1058,426,50.0,426,50.0
-5.0,-2.5,-2.5,-5.0,1060,427,50.0,427,50.0
-5.0,-2.5,-2.5,-5.0,1062,428,50.0,428,50.0
-5.0,-2.5,-2.5,-5.0,1064,429,50.0,429,50.0
-5.0,-2.5,-2.5,-5.0,1066,430,50.0,430,50.0
50.0,25.0,5.0,10.0,1068,431,50.0,431,50.0
-5.0,-2.5,-2.5,-5.0,1070,432,50.0,432,50.0
-5.0,-2.5,-2.5,-5.0,1072,433,50.0,433,50.0
-5.0,-2.5,-2.5,-5.0,1074,434,50.0,434,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1077,435,50.0,435,50.0
-5.0,-2.5,-2.5,-5.0,1079,436,50.0,436,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1082,437,50.0,437,50.0
-5.0,-2.5,-2.5,-5.0,1084,438,50.0,438,50.0
-5.0,-2.5,-2.5,-5.0,1086,439,50.0,439,50.0
-5.0,-2.5,-2.5,-5.0,1088,440,50.0,440,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1091,441,50.0,441,50.0
-5.0,-2.5,-2.5,-5.0,1093,442,50.0,442,50.0
-5.0,-2.5,-2.5,-5.0,1095,443,50.0,443,50.0
-5.0,-2.5,-2.5,-5.0,1097,444,50.0,444,50.0
-5.0,-2.5,-2.5,-5.0,1099,445,50.0,445,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1102,446,50.0,446,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1105,447,50.0,447,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1108,448,50.0,448,50.0
-5.0,-2.5,-2.5,-5.0,1110,449,50.0,449,50.0
-5.0,-2.5,-2.5,-5.0,1112,450,50.0,450,50.0
-5.0,-2.5,-2.5,-5.0,1114,451,50.0,451,50.0
-5.0,-2.5,-2.5,-5.0,1116,452,50.0,452,50.0
-5.0,-2.5,-2.5,-5.0,1118,453,50.0,453,50.0
10.0,5.0,25.0,50.0,1120,454,50.0,454,50.0
-5.0,-2.5,-2.5,-5.0,1122,455,50.0,455,50.0
-5.0,-2.5,-2.5,-5.0,1124,456,50.0,456,50.0
-5.0,-2.5,-2.5,-5.0,1126,457,50.0,457,50.0
50.0,25.0,5.0,10.0,1128,458,50.0,458,50.0
-5.0,-2.5,-2.5,-5.0,1130,459,50.0,459,50.0
-5.0,-2.5,-2.5,-5.0,1132,460,50.0,460,50.0
-5.0,-2.5,-2.5,-5.0,1134,461,50.0,461,50.0
-5.0,-2.5,-2.5,-5.0,1136,462,50.0,462,50.0
-5.0,-2.5,-2.5,-5.0,1138,463,50.0,463,50.0
-5.0,-2.5,-2.5,-5.0,1140,464,50.0,464,50.0
-5.0,-2.5,-2.5,-5.0,1142,465,50.0,465,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1145,466,50.0,466,50.0
-5.0,-2.5,-2.5,-5.0,1147,467,50.0,467,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1150,468,50.0,468,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1153,469,50.0,469,50.0
-5.0,-2.5,-2.5,-5.0,1155,470,50.0,470,50.0
-5.0,-2.5,-2.5,-5.0,1157,471,50.0,471,50.0
-5.0,-2.5,-2.5,-5.0,1159,472,50.0,472,50.0
-5.0,-2.5,-2.5,-5.0,1161,473,50.0,473,50.0
-5.0,-2.5,-2.5,-5.0,1163,474,50.0,474,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1166,475,50.0,475,50.0
-5.0,-2.5,-2.5,-5.0,1168,476,50.0,476,50.0
-5.0,-2.5,-2.5,-5.0,1170,477,50.0,477,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1173,478,50.0,478,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1176,479,50.0,479,50.0
-5.0,-2.5,-2.5,-5.0,1178,480,50.0,480,50.0
-5.0,-2.5,-2.5,-5.0,1180,481,50.0,481,50.0
-5.0,-2.5,-2.5,-5.0,1182,482,50.0,482,50.0
-5.0,-2.5,-2.5,-5.0,1184,483,50.0,483,50.0
-5.0,-2.5,-2.5,-5.0,1186,484,50.0,484,50.0
-5.0,-2.5,-2.5,-5.0,1188,485,50.0,485,50.0
-5.0,-2.5,-2.5,-5.0,1190,486,50.0,486,50.0
-5.0,-2.5,-2.5,-5.0,1192,487,50.0,487,50.0
-5.0,-2.5,-2.5,-5.0,1194,488,50.0,488,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1197,489,50.0,489,50.0
50.0,25.0,5.0,10.0,1199,490,50.0,490,50.0
-5.0,-2.5,-2.5,-5.0,1201,491,50.0,491,50.0
50.0,25.0,5.0,10.0,1203,492,50.0,492,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1206,493,50.0,493,50.0
-5.0,-2.5,-2.5,-5.0,1208,494,50.0,494,50.0
-5.0,-2.5,-2.5,-5.0,1210,495,50.0,495,50.0
-5.0,-2.5,-2.5,-5.0,1212,496,50.0,496,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1215,497,50.0,497,50.0
-5.0,-2.5,-2.5,-5.0,1217,498,50.0,498,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1220,499,50.0,499,50.0
-5.0,-2.5,-2.5,-5.0,1222,500,50.0,500,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1225,501,50.0,501,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1228,502,50.0,502,50.0
-5.0,-2.5,-2.5,-5.0,1230,503,50.0,503,50.0
-5.0,-2.5,-2.5,-5.0,1232,504,50.0,504,50.0
-5.0,-2.5,-2.5,-5.0,1234,505,50.0,505,50.0
-5.0,-2.5,-2.5,-5.0,1236,506,50.0,506,50.0
-5.0,-2.5,-2.5,-5.0,1238,507,50.0,507,50.0
-5.0,-2.5,-2.5,-5.0,1240,508,50.0,508,50.0
-5.0,-2.5,-2.5,-5.0,1242,509,50.0,509,50.0
50.0,25.0,5.0,10.0,1244,510,50.0,510,50.0
-5.0,-2.5,-2.5,-5.0,1246,511,50.0,511,50.0
-5.0,-2.5,-2.5,-5.0,1248,512,50.0,512,50.0
10.0,5.0,25.0,50.0,1250,513,50.0,513,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1253,514,50.0,514,50.0
-5.0,-2.5,-2.5,-5.0,1255,515,50.0,515,50.0
-5.0,-2.5,-2.5,-5.0,1257,516,50.0,516,50.0
-5.0,-2.5,-2.5,-5.0,1259,517,50.0,517,50.0
-5.0,-2.5,-2.5,-5.0,1261,518,50.0,518,50.0
-5.0,-2.5,-2.5,-5.0,1263,519,50.0,519,50.0
-5.0,-2.5,-2.5,-5.0,1265,520,50.0,520,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1268,521,50.0,521,50.0
-5.0,-2.5,-2.5,-5.0,1270,522,50.0,522,50.0
-5.0,-2.5,-2.5,-5.0,1272,523,50.0,523,50.0
-5.0,-2.5,-2.5,-5.0,1274,524,50.0,524,50.0
-5.0,-2.5,-2.5,-5.0,1276,525,50.0,525,50.0
-5.0,-2.5,-2.5,-5.0,1278,526,50.0,526,50.0
10.0,5.0,25.0,50.0,1280,527,50.0,527,50.0
-5.0,-2.5,-2.5,-5.0,1282,528,50.0,528,50.0
10.0,5.0,25.0,50.0,1284,529,50.0,529,50.0
-5.0,-2.5,-2.5,-5.0,1286,530,50.0,530,50.0
-5.0,-2.5,-2.5,-5.0,1288,531,50.0,531,50.0
-5.0,-2.5,-2.5,-5.0,1290,532,50.0,532,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1293,533,50.0,533,50.0
10.0,5.0,25.0,50.0,1295,534,50.0,534,50.0
-5.0,-2.5,-2.5,-5.0,1297,535,50.0,535,50.0
10.0,5.0,25.0,50.0,1299,536,50.0,536,50.0
-5.0,-2.5,-2.5,-5.0,1301,537,50.0,537,50.0
-5.0,-2.5,-2.5,-5.0,1303,538,50.0,538,50.0
-5.0,-2.5,-2.5,-5.0,1305,539,50.0,539,50.0
-5.0,-2.5,-2.5,-5.0,1307,540,50.0,540,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1310,541,50.0,541,50.0
-5.0,-2.5,-2.5,-5.0,1312,542,50.0,542,50.0
50.0,25.0,5.0,10.0,1314,543,50.0,543,50.0
-5.0,-2.5,-2.5,-5.0,1316,544,50.0,544,50.0
-5.0,-2.5,-2.5,-5.0,1318,545,50.0,545,50.0
-5.0,-2.5,-2.5,-5.0,1320,546,50.0,546,50.0
-5.0,-2.5,-2.5,-5.0,1322,547,50.0,547,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1325,548,50.0,548,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1328,549,50.0,549,50.0
-5.0,-2.5,-2.5,-5.0,1330,550,50.0,550,50.0
-5.0,-2.5,-2.5,-5.0,1332,551,50.0,551,50.0
-5.0,-2.5,-2.5,-5.0,1334,552,50.0,552,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1337,553,50.0,553,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1340,554,50.0,554,50.0
-5.0,-2.5,-2.5,-5.0,1342,555,50.0,555,50.0
50.0,25.0,5.0,10.0,1344,556,50.0,556,50.0
10.0,5.0,25.0,50.0,1346,557,50.0,557,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1349,558,50.0,558,50.0
-5.0,-2.5,-2.5,-5.0,1351,559,50.0,559,50.0
-5.0,-2.5,-2.5,-5.0,1353,560,50.0,560,50.0
-5.0,-2.5,-2.5,-5.0,1355,561,50.0,561,50.0
-5.0,-2.5,-2.5,-5.0,1357,562,50.0,562,50.0
-5.0,-2.5,-2.5,-5.0,1359,563,50.0,563,50.0
-5.0,-2.5,-2.5,-5.0,1361,564,50.0,564,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1364,565,50.0,565,50.0
-5.0,-2.5,-2.5,-5.0,1366,566,50.0,566,50.0
-5.0,-2.5,-2.5,-5.0,1368,567,50.0,567,50.0
-5.0,-2.5,-2.5,-5.0,1370,568,50.0,568,50.0
-5.0,-2.5,-2.5,-5.0,1372,569,50.0,569,50.0
-5.0,-2.5,-2.5,-5.0,1374,570,50.0,570,50.0
-5.0,-2.5,-2.5,-5.0,1376,571,50.0,571,50.0
10.0,5.0,25.0,50.0,1378,572,50.0,572,50.0
-5.0,-2.5,-2.5,-5.0,1380,573,50.0,573,50.0
-5.0,-2.5,-2.5,-5.0,1382,574,50.0,574,50.0
-5.0,-2.5,-2.5,-5.0,1384,575,50.0,575,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1387,576,50.0,576,50.0
-5.0,-2.5,-2.5,-5.0,1389,577,50.0,577,50.0
-5.0,-2.5,-2.5,-5.0,1391,578,50.0,578,50.0
10.0,5.0,25.0,50.0,1393,579,50.0,579,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1396,580,50.0,580,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1399,581,50.0,581,50.0
-5.0,-2.5,-2.5,-5.0,1401,582,50.0,582,50.0
-5.0,-2.5,-2.5,-5.0,1403,583,50.0,583,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1406,584,50.0,584,50.0
10.0,5.0,25.0,50.0,1408,585,50.0,585,50.0
10.0,5.0,25.0,50.0,1410,586,50.0,586,50.0
-5.0,-2.5,-2.5,-5.0,1412,587,50.0,587,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1415,588,50.0,588,50.0
-5.0,-2.5,-2.5,-5.0,1417,589,50.0,589,50.0
-5.0,-2.5,-2.5,-5.0,1419,590,50.0,590,50.0
-5.0,-2.5,-2.5,-5.0,1421,591,50.0,591,50.0
-5.0,-2.5,-2.5,-5.0,1423,592,50.0,592,50.0
-5.0,-2.5,-2.5,-5.0,1425,593,50.0,593,50.0
-5.0,-2.5,-2.5,-5.0,1427,594,50.0,594,50.0
-5.0,-2.5,-2.5,-5.0,1429,595,50.0,595,50.0
-5.0,-2.5,-2.5,-5.0,1431,596,50.0,596,50.0
-5.0,-2.5,-2.5,-5.0,1433,597,50.0,597,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1436,598,50.0,598,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1439,599,50.0,599,50.0
-5.0,-2.5,-2.5,-5.0,1441,600,50.0,600,50.0
10.0,5.0,25.0,50.0,1443,601,50.0,601,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1446,602,50.0,602,50.0
-5.0,-2.5,-2.5,-5.0,1448,603,50.0,603,50.0
-10.0,-5.0,-5.0,-10.0,1450,604,50.0,604,50.0
-5.0,-2.5,-2.5,-5.0,1452,605,50.0,605,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1455,606,50.0,606,50.0
50.0,25.0,5.0,10.0,1457,607,50.0,607,50.0
-5.0,-2.5,-2.5,-5.0,1459,608,50.0,608,50.0
-5.0,-2.5,-2.5,-5.0,1461,609,50.0,609,50.0
-5.0,-2.5,-2.5,-5.0,1463,610,50.0,610,50.0
-5.0,-2.5,-2.5,-5.0,1465,611,50.0,611,50.0
10.0,5.0,25.0,50.0,1467,612,50.0,612,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1470,613,50.0,613,50.0
-5.0,-2.5,-2.5,-5.0,1472,614,50.0,614,50.0
-5.0,-2.5,-2.5,-5.0,1474,615,50.0,615,50.0
-5.0,-2.5,-2.5,-5.0,1476,616,50.0,616,50.0
-5.0,-2.5,-2.5,-5.0,1478,617,50.0,617,50.0
-5.0,-2.5,-2.5,-5.0,1480,618,50.0,618,50.0
-5.0,-2.5,-2.5,-5.0,1482,619,50.0,619,50.0
-5.0,-2.5,-2.5,-5.0,1484,620,50.0,620,50.0
-5.0,-2.5,-2.5,-5.0,1486,621,50.0,621,50.0
-5.0,-2.5,-2.5,-5.0,1488,622,50.0,622,50.0
-5.0,-2.5,-2.5,-5.0,1490,623,50.0,623,50.0
-5.0,-2.5,-2.5,-5.0,1492,624,50.0,624,50.0
10.0,5.0,25.0,50.0,1494,625,50.0,625,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1497,626,50.0,626,50.0
-5.0,-2.5,-2.5,-5.0,1499,627,50.0,627,50.0
-5.0,-2.5,-2.5,-5.0,1501,628,50.0,628,50.0
10.0,5.0,25.0,50.0,1503,629,50.0,629,50.0
-5.0,-2.5,-2.5,-5.0,1505,630,50.0,630,50.0
-5.0,-2.5,-2.5,-5.0,1507,631,50.0,631,50.0
-5.0,-2.5,-2.5,-5.0,1509,632,50.0,632,50.0
10.0,5.0,25.0,50.0,1511,633,50.0,633,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1514,634,50.0,634,50.0
-5.0,-2.5,-2.5,-5.0,1516,635,50.0,635,50.0
-5.0,-2.5,-2.5,-5.0,1518,636,50.0,636,50.0
-5.0,-2.5,-2.5,-5.0,1520,637,50.0,637,50.0
-5.0,-2.5,-2.5,-5.0,1522,638,50.0,638,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1525,639,50.0,639,50.0
-5.0,-2.5,-2.5,-5.0,1527,640,50.0,640,50.0
-5.0,-2.5,-2.5,-5.0,1529,641,50.0,641,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1532,642,50.0,642,50.0
-5.0,-2.5,-2.5,-5.0,1534,643,50.0,643,50.0
-5.0,-2.5,-2.5,-5.0,1536,644,50.0,644,50.0
-5.0,-2.5,-2.5,-5.0,1538,645,50.0,645,50.0
-5.0,-2.5,-2.5,-5.0,1540,646,50.0,646,50.0
-5.0,-2.5,-2.5,-5.0,1542,647,50.0,647,50.0
-5.0,-2.5,-2.5,-5.0,1544,648,50.0,648,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1547,649,50.0,649,50.0
-5.0,-2.5,-2.5,-5.0,1549,650,50.0,650,50.0
-5.0,-2.5,-2.5,-5.0,1551,651,50.0,651,50.0
50.0,25.0,5.0,10.0,1553,652,50.0,652,50.0
-5.0,-2.5,-2.5,-5.0,1555,653,50.0,653,50.0
-5.0,-2.5,-2.5,-5.0,1557,654,50.0,654,50.0
-5.0,-2.5,-2.5,-5.0,1559,655,50.0,655,50.0
-5.0,-2.5,-2.5,-5.0,1561,656,50.0,656,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1564,657,50.0,657,50.0
-5.0,-2.5,-2.5,-5.0,1566,658,50.0,658,50.0
-5.0,-2.5,-2.5,-5.0,1568,659,50.0,659,50.0
-5.0,-2.5,-2.5,-5.0,1570,660,50.0,660,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1573,661,50.0,661,50.0
-5.0,-2.5,-2.5,-5.0,1575,662,50.0,662,50.0
-5.0,-2.5,-2.5,-5.0,1577,663,50.0,663,50.0
-5.0,-2.5,-2.5,-5.0,1579,664,50.0,664,50.0
-5.0,-2.5,-2.5,-5.0,1581,665,50.0,665,50.0
-5.0,-2.5,-2.5,-5.0,1583,666,50.0,666,50.0
-5.0,-2.5,-2.5,-5.0,1585,667,50.0,667,50.0
-5.0,-2.5,-2.5,-5.0,1587,668,50.0,668,50.0
-5.0,-2.5,-2.5,-5.0,1589,669,50.0,669,50.0
-5.0,-2.5,-2.5,-5.0,1591,670,50.0,670,50.0
-5.0,-2.5,-2.5,-5.0,1593,671,50.0,671,50.0
-5.0,-2.5,-2.5,-5.0,1595,672,50.0,672,50.0
-5.0,-2.5,-2.5,-5.0,1597,673,50.0,673,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1600,674,50.0,674,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1603,675,50.0,675,50.0
-5.0,-2.5,-2.5,-5.0,1605,676,50.0,676,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1608,677,50.0,677,50.0
-5.0,-2.5,-2.5,-5.0,1610,678,50.0,678,50.0
-5.0,-2.5,-2.5,-5.0,1612,679,50.0,679,50.0
-5.0,-2.5,-2.5,-5.0,1614,680,50.0,680,50.0
-5.0,-2.5,-2.5,-5.0,1616,681,50.0,681,50.0
-5.0,-2.5,-2.5,-5.0,1618,682,50.0,682,50.0
-5.0,-2.5,-2.5,-5.0,1620,683,50.0,683,50.0
-5.0,-2.5,-2.5,-5.0,1622,684,50.0,684,50.0
-5.0,-2.5,-2.5,-5.0,1624,685,50.0,685,50.0
-5.0,-2.5,-2.5,-5.0,1626,686,50.0,686,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1629,687,50.0,687,50.0
-5.0,-2.5,-2.5,-5.0,1631,688,50.0,688,50.0
-5.0,-2.5,-2.5,-5.0,1633,689,50.0,689,50.0
50.0,25.0,5.0,10.0,1635,690,50.0,690,50.0
-5.0,-2.5,-2.5,-5.0,1637,691,50.0,691,50.0
-5.0,-2.5,-2.5,-5.0,1639,692,50.0,692,50.0
-5.0,-2.5,-2.5,-5.0,1641,693,50.0,693,50.0
-5.0,-2.5,-2.5,-5.0,1643,694,50.0,694,50.0
-5.0,-2.5,-2.5,-5.0,1645,695,50.0,695,50.0
-5.0,-2.5,-2.5,-5.0,1647,696,50.0,696,50.0
-5.0,-2.5,-2.5,-5.0,1649,697,50.0,697,50.0
-5.0,-2.5,-2.5,-5.0,1651,698,50.0,698,50.0
-5.0,-2.5,-2.5,-5.0,1653,699,50.0,699,50.0
-5.0,-2.5,-2.5,-5.0,1655,700,50.0,700,50.0
-5.0,-2.5,-2.5,-5.0,1657,701,50.0,701,50.0
-5.0,-2.5,-2.5,-5.0,1659,702,50.0,702,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1662,703,50.0,703,50.0
-5.0,-2.5,-2.5,-5.0,1664,704,50.0,704,50.0
-5.0,-2.5,-2.5,-5.0,1666,705,50.0,705,50.0
-5.0,-2.5,-2.5,-5.0,1668,706,50.0,706,50.0
10.0,5.0,25.0,50.0,1670,707,50.0,707,50.0
-5.0,-2.5,-2.5,-5.0,1672,708,50.0,708,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1675,709,50.0,709,50.0
-5.0,-2.5,-2.5,-5.0,1677,710,50.0,710,50.0
-5.0,-2.5,-2.5,-5.0,1679,711,50.0,711,50.0
-5.0,-2.5,-2.5,-5.0,1681,712,50.0,712,50.0
-5.0,-2.5,-2.5,-5.0,1683,713,50.0,713,50.0
-5.0,-2.5,-2.5,-5.0,1685,714,50.0,714,50.0
-5.0,-2.5,-2.5,-5.0,1687,715,50.0,715,50.0
-5.0,-2.5,-2.5,-5.0,1689,716,50.0,716,50.0
-5.0,-2.5,-2.5,-5.0,1691,717,50.0,717,50.0
-5.0,-2.5,-2.5,-5.0,1693,718,50.0,718,50.0
-5.0,-2.5,-2.5,-5.0,1695,719,50.0,719,50.0
-5.0,-2.5,-2.5,-5.0,1697,720,50.0,720,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1700,721,50.0,721,50.0
-5.0,-2.5,-2.5,-5.0,1702,722,50.0,722,50.0
-5.0,-2.5,-2.5,-5.0,1704,723,50.0,723,50.0
-5.0,-2.5,-2.5,-5.0,1706,724,50.0,724,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1709,725,50.0,725,50.0
-5.0,-2.5,-2.5,-5.0,1711,726,50.0,726,50.0
-5.0,-2.5,-2.5,-5.0,1713,727,50.0,727,50.0
-5.0,-2.5,-2.5,-5.0,1715,728,50.0,728,50.0
-5.0,-2.5,-2.5,-5.0,1717,729,50.0,729,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1720,730,50.0,730,50.0
-5.0,-2.5,-2.5,-5.0,1722,731,50.0,731,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1725,732,50.0,732,50.0
-5.0,-2.5,-2.5,-5.0,1727,733,50.0,733,50.0
-5.0,-2.5,-2.5,-5.0,1729,734,50.0,734,50.0
-5.0,-2.5,-2.5,-5.0,1731,735,50.0,735,50.0
10.0,5.0,25.0,50.0,1733,736,50.0,736,50.0
-5.0,-2.5,-2.5,-5.0,1735,737,50.0,737,50.0
-5.0,-2.5,-2.5,-5.0,1737,738,50.0,738,50.0
-5.0,-2.5,-2.5,-5.0,1739,739,50.0,739,50.0
-5.0,-2.5,-2.5,-5.0,1741,740,50.0,740,50.0
-5.0,-2.5,-2.5,-5.0,1743,741,50.0,741,50.0
-5.0,-2.5,-2.5,-5.0,1745,742,50.0,742,50.0
10.0,5.0,25.0,50.0,1747,743,50.0,743,50.0
-5.0,-2.5,-2.5,-5.0,1749,744,50.0,744,50.0
-5.0,-2.5,-2.5,-5.0,1751,745,50.0,745,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,1754,746,50.0,746,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,1757,747,50.0,747,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1760,748,50.0,748,50.0
-5.0,-2.5,-2.5,-5.0,1762,749,50.0,749,50.0
-5.0,-2.5,-2.5,-5.0,1764,750,50.0,750,50.0
50.0,25.0,5.0,10.0,1766,751,50.0,751,50.0
-5.0,-2.5,-2.5,-5.0,1768,752,50.0,752,50.0
-5.0,-2.5,-2.5,-5.0,1770,753,50.0,753,50.0
-5.0,-2.5,-2.5,-5.0,1772,754,50.0,754,50.0
-5.0,-2.5,-2.5,-5.0,1774,755,50.0,755,50.0
-5.0,-2.5,-2.5,-5.0,1776,756,50.0,756,50.0
-5.0,-2.5,-2.5,-5.0,1778,757,50.0,757,50.0
-5.0,-2.5,-2.5,-5.0,1780,758,50.0,758,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,1783,759,50.0,759,50.0
-5.0,-2.5,-2.5,-5.0,1785,760,50.0,760,50.0
-5.0,-2.5,-2.5,-5.0,1787,761,50.0,761,50.0
-5.0,-2.5,-2.5,-5.0,1789,762,50.0,762,50.0
-5.0,-2.5,-2.5,-5.0,1791,763,50.0,763,50.0
-5.0,-2.5,-2.5,-5.0,1793,764,50.0,764,50.0
