last-path-return_agent_1,mean-path-return_agent_1,mean-path-return_agent_0,last-path-return_agent_0,total-samples,episodes,max-path-return_agent_0,episode_reward,max-path-return_agent_1
50.0,16.666666666666668,3.3333333333333335,10.0,178,63,50.0,63,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,181,64,50.0,64,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,184,65,50.0,65,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,187,66,50.0,66,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,190,67,50.0,67,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,193,68,50.0,68,50.0
10.0,5.0,25.0,50.0,195,69,50.0,69,50.0
-10.0,-5.0,-5.0,-10.0,197,70,50.0,70,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,200,71,50.0,71,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,203,72,50.0,72,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,206,73,50.0,73,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,209,74,50.0,74,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,212,75,50.0,75,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,215,76,50.0,76,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,218,77,50.0,77,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,221,78,50.0,78,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,224,79,50.0,79,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,227,80,50.0,80,50.0
-5.0,-2.5,-2.5,-5.0,229,81,50.0,81,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,232,82,50.0,82,50.0
-5.0,-2.5,-2.5,-5.0,234,83,50.0,83,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,237,84,50.0,84,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,240,85,50.0,85,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,243,86,50.0,86,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,246,87,50.0,87,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,249,88,50.0,88,50.0
10.0,5.0,25.0,50.0,251,89,50.0,89,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,254,90,50.0,90,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,257,91,50.0,91,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,260,92,50.0,92,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,263,93,50.0,93,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,266,94,50.0,94,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,269,95,50.0,95,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,272,96,50.0,96,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,275,97,50.0,97,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,278,98,50.0,98,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,281,99,50.0,99,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,284,100,50.0,100,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,287,101,50.0,101,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,290,102,50.0,102,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,293,103,50.0,103,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,296,104,50.0,104,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,299,105,50.0,105,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,302,106,50.0,106,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,305,107,50.0,107,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,308,108,50.0,108,50.0
-10.0,-5.0,-5.0,-10.0,310,109,50.0,109,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,313,110,50.0,110,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,316,111,50.0,111,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,319,112,50.0,112,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,322,113,50.0,113,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,325,114,50.0,114,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,328,115,50.0,115,50.0
-5.0,-2.5,-2.5,-5.0,330,116,50.0,116,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,333,117,50.0,117,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,336,118,50.0,118,50.0
50.0,25.0,5.0,10.0,338,119,50.0,119,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,341,120,50.0,120,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,344,121,50.0,121,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,347,122,50.0,122,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,350,123,50.0,123,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,353,124,50.0,124,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,356,125,50.0,125,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,359,126,50.0,126,50.0
-5.0,-2.5,-2.5,-5.0,361,127,50.0,127,50.0
-10.0,-5.0,-5.0,-10.0,363,128,50.0,128,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,366,129,50.0,129,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,369,130,50.0,130,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,372,131,50.0,131,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,375,132,50.0,132,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,378,133,50.0,133,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,381,134,50.0,134,50.0
50.0,25.0,5.0,10.0,383,135,50.0,135,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,386,136,50.0,136,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,389,137,50.0,137,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,392,138,50.0,138,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,395,139,50.0,139,50.0
50.0,25.0,5.0,10.0,397,140,50.0,140,50.0
-10.0,-5.0,-5.0,-10.0,399,141,50.0,141,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,402,142,50.0,142,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,405,143,50.0,143,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,408,144,50.0,144,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,411,145,50.0,145,50.0
50.0,12.5,2.5,10.0,415,146,50.0,146,50.0
-5.0,-2.5,-2.5,-5.0,417,147,50.0,147,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,420,148,50.0,148,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,423,149,50.0,149,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,426,150,50.0,150,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,429,151,50.0,151,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,432,152,50.0,152,50.0
-10.0,-5.0,-5.0,-10.0,434,153,50.0,153,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,437,154,50.0,154,50.0
50.0,25.0,5.0,10.0,439,155,50.0,155,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,442,156,50.0,156,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,445,157,50.0,157,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,448,158,50.0,158,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,451,159,50.0,159,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,454,160,50.0,160,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,457,161,50.0,161,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,460,162,50.0,162,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,463,163,50.0,163,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,466,164,50.0,164,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,469,165,50.0,165,50.0
-5.0,-2.5,-2.5,-5.0,471,166,50.0,166,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,474,167,50.0,167,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,477,168,50.0,168,50.0
-5.0,-2.5,-2.5,-5.0,479,169,50.0,169,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,482,170,50.0,170,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,485,171,50.0,171,50.0
-10.0,-5.0,-5.0,-10.0,487,172,50.0,172,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,490,173,50.0,173,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,493,174,50.0,174,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,496,175,50.0,175,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,499,176,50.0,176,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,502,177,50.0,177,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,505,178,50.0,178,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,508,179,50.0,179,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,511,180,50.0,180,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,514,181,50.0,181,50.0
-5.0,-2.5,-2.5,-5.0,516,182,50.0,182,50.0
50.0,25.0,5.0,10.0,518,183,50.0,183,50.0
50.0,25.0,5.0,10.0,520,184,50.0,184,50.0
50.0,25.0,5.0,10.0,522,185,50.0,185,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,525,186,50.0,186,50.0
50.0,25.0,5.0,10.0,527,187,50.0,187,50.0
50.0,25.0,5.0,10.0,529,188,50.0,188,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,532,189,50.0,189,50.0
-5.0,-2.5,-2.5,-5.0,534,190,50.0,190,50.0
50.0,25.0,5.0,10.0,536,191,50.0,191,50.0
-5.0,-2.5,-2.5,-5.0,538,192,50.0,192,50.0
-5.0,-2.5,-2.5,-5.0,540,193,50.0,193,50.0
-5.0,-2.5,-2.5,-5.0,542,194,50.0,194,50.0
-5.0,-2.5,-2.5,-5.0,544,195,50.0,195,50.0
-5.0,-2.5,-2.5,-5.0,546,196,50.0,196,50.0
-5.0,-2.5,-2.5,-5.0,548,197,50.0,197,50.0
-5.0,-2.5,-2.5,-5.0,550,198,50.0,198,50.0
10.0,5.0,25.0,50.0,552,199,50.0,199,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,555,200,50.0,200,50.0
-5.0,-2.5,-2.5,-5.0,557,201,50.0,201,50.0
-5.0,-2.5,-2.5,-5.0,559,202,50.0,202,50.0
-5.0,-2.5,-2.5,-5.0,561,203,50.0,203,50.0
-5.0,-2.5,-2.5,-5.0,563,204,50.0,204,50.0
-5.0,-2.5,-2.5,-5.0,565,205,50.0,205,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,568,206,50.0,206,50.0
-5.0,-2.5,-2.5,-5.0,570,207,50.0,207,50.0
-5.0,-2.5,-2.5,-5.0,572,208,50.0,208,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,575,209,50.0,209,50.0
-5.0,-2.5,-2.5,-5.0,577,210,50.0,210,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,580,211,50.0,211,50.0
-5.0,-2.5,-2.5,-5.0,582,212,50.0,212,50.0
-5.0,-2.5,-2.5,-5.0,584,213,50.0,213,50.0
-5.0,-2.5,-2.5,-5.0,586,214,50.0,214,50.0
-5.0,-2.5,-2.5,-5.0,588,215,50.0,215,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,591,216,50.0,216,50.0
-5.0,-2.5,-2.5,-5.0,593,217,50.0,217,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,596,218,50.0,218,50.0
-5.0,-2.5,-2.5,-5.0,598,219,50.0,219,50.0
-5.0,-2.5,-2.5,-5.0,600,220,50.0,220,50.0
-5.0,-2.5,-2.5,-5.0,602,221,50.0,221,50.0
-5.0,-2.5,-2.5,-5.0,604,222,50.0,222,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,607,223,50.0,223,50.0
-5.0,-2.5,-2.5,-5.0,609,224,50.0,224,50.0
-5.0,-2.5,-2.5,-5.0,611,225,50.0,225,50.0
-5.0,-2.5,-2.5,-5.0,613,226,50.0,226,50.0
-5.0,-2.5,-2.5,-5.0,615,227,50.0,227,50.0
-5.0,-2.5,-2.5,-5.0,617,228,50.0,228,50.0
-5.0,-2.5,-2.5,-5.0,619,229,50.0,229,50.0
-5.0,-2.5,-2.5,-5.0,621,230,50.0,230,50.0
-5.0,-2.5,-2.5,-5.0,623,231,50.0,231,50.0
-5.0,-2.5,-2.5,-5.0,625,232,50.0,232,50.0
-5.0,-2.5,-2.5,-5.0,627,233,50.0,233,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,630,234,50.0,234,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,633,235,50.0,235,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,636,236,50.0,236,50.0
50.0,25.0,5.0,10.0,638,237,50.0,237,50.0
10.0,5.0,25.0,50.0,640,238,50.0,238,50.0
-5.0,-2.5,-2.5,-5.0,642,239,50.0,239,50.0
10.0,5.0,25.0,50.0,644,240,50.0,240,50.0
-5.0,-2.5,-2.5,-5.0,646,241,50.0,241,50.0
-5.0,-2.5,-2.5,-5.0,648,242,50.0,242,50.0
-5.0,-2.5,-2.5,-5.0,650,243,50.0,243,50.0
50.0,25.0,5.0,10.0,652,244,50.0,244,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,655,245,50.0,245,50.0
-5.0,-2.5,-2.5,-5.0,657,246,50.0,246,50.0
-5.0,-2.5,-2.5,-5.0,659,247,50.0,247,50.0
50.0,25.0,5.0,10.0,661,248,50.0,248,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,664,249,50.0,249,50.0
-5.0,-2.5,-2.5,-5.0,666,250,50.0,250,50.0
-5.0,-2.5,-2.5,-5.0,668,251,50.0,251,50.0
-5.0,-2.5,-2.5,-5.0,670,252,50.0,252,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,673,253,50.0,253,50.0
-5.0,-2.5,-2.5,-5.0,675,254,50.0,254,50.0
-5.0,-2.5,-2.5,-5.0,677,255,50.0,255,50.0
-5.0,-2.5,-2.5,-5.0,679,256,50.0,256,50.0
-5.0,-2.5,-2.5,-5.0,681,257,50.0,257,50.0
-5.0,-2.5,-2.5,-5.0,683,258,50.0,258,50.0
10.0,5.0,25.0,50.0,685,259,50.0,259,50.0
-5.0,-2.5,-2.5,-5.0,687,260,50.0,260,50.0
-5.0,-2.5,-2.5,-5.0,689,261,50.0,261,50.0
-5.0,-2.5,-2.5,-5.0,691,262,50.0,262,50.0
-5.0,-2.5,-2.5,-5.0,693,263,50.0,263,50.0
-5.0,-2.5,-2.5,-5.0,695,264,50.0,264,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,698,265,50.0,265,50.0
10.0,5.0,25.0,50.0,700,266,50.0,266,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,703,267,50.0,267,50.0
-5.0,-2.5,-2.5,-5.0,705,268,50.0,268,50.0
-5.0,-2.5,-2.5,-5.0,707,269,50.0,269,50.0
-5.0,-2.5,-2.5,-5.0,709,270,50.0,270,50.0
-5.0,-2.5,-2.5,-5.0,711,271,50.0,271,50.0
-5.0,-2.5,-2.5,-5.0,713,272,50.0,272,50.0
-5.0,-2.5,-2.5,-5.0,715,273,50.0,273,50.0
10.0,5.0,25.0,50.0,717,274,50.0,274,50.0
-5.0,-2.5,-2.5,-5.0,719,275,50.0,275,50.0
-5.0,-2.5,-2.5,-5.0,721,276,50.0,276,50.0
-5.0,-2.5,-2.5,-5.0,723,277,50.0,277,50.0
-5.0,-2.5,-2.5,-5.0,725,278,50.0,278,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,728,279,50.0,279,50.0
50.0,25.0,5.0,10.0,730,280,50.0,280,50.0
-5.0,-2.5,-2.5,-5.0,732,281,50.0,281,50.0
-5.0,-2.5,-2.5,-5.0,734,282,50.0,282,50.0
-5.0,-2.5,-2.5,-5.0,736,283,50.0,283,50.0
-5.0,-2.5,-2.5,-5.0,738,284,50.0,284,50.0
50.0,25.0,5.0,10.0,740,285,50.0,285,50.0
-5.0,-2.5,-2.5,-5.0,742,286,50.0,286,50.0
-5.0,-2.5,-2.5,-5.0,744,287,50.0,287,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,747,288,50.0,288,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,750,289,50.0,289,50.0
-5.0,-2.5,-2.5,-5.0,752,290,50.0,290,50.0
10.0,5.0,25.0,50.0,754,291,50.0,291,50.0
-5.0,-2.5,-2.5,-5.0,756,292,50.0,292,50.0
-5.0,-2.5,-2.5,-5.0,758,293,50.0,293,50.0
-5.0,-2.5,-2.5,-5.0,760,294,50.0,294,50.0
-5.0,-2.5,-2.5,-5.0,762,295,50.0,295,50.0
-5.0,-2.5,-2.5,-5.0,764,296,50.0,296,50.0
-5.0,-2.5,-2.5,-5.0,766,297,50.0,297,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,769,298,50.0,298,50.0
-5.0,-2.5,-2.5,-5.0,771,299,50.0,299,50.0
-5.0,-2.5,-2.5,-5.0,773,300,50.0,300,50.0
-5.0,-2.5,-2.5,-5.0,775,301,50.0,301,50.0
-5.0,-2.5,-2.5,-5.0,777,302,50.0,302,50.0
-5.0,-2.5,-2.5,-5.0,779,303,50.0,303,50.0
10.0,5.0,25.0,50.0,781,304,50.0,304,50.0
-5.0,-2.5,-2.5,-5.0,783,305,50.0,305,50.0
-5.0,-2.5,-2.5,-5.0,785,306,50.0,306,50.0
-5.0,-2.5,-2.5,-5.0,787,307,50.0,307,50.0
-5.0,-2.5,-2.5,-5.0,789,308,50.0,308,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,792,309,50.0,309,50.0
-5.0,-2.5,-2.5,-5.0,794,310,50.0,310,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,797,311,50.0,311,50.0
-5.0,-2.5,-2.5,-5.0,799,312,50.0,312,50.0
-5.0,-2.5,-2.5,-5.0,801,313,50.0,313,50.0
-5.0,-2.5,-2.5,-5.0,803,314,50.0,314,50.0
10.0,5.0,25.0,50.0,805,315,50.0,315,50.0
-5.0,-2.5,-2.5,-5.0,807,316,50.0,316,50.0
-5.0,-2.5,-2.5,-5.0,809,317,50.0,317,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,812,318,50.0,318,50.0
10.0,5.0,25.0,50.0,814,319,50.0,319,50.0
-5.0,-2.5,-2.5,-5.0,816,320,50.0,320,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,819,321,50.0,321,50.0
-5.0,-2.5,-2.5,-5.0,821,322,50.0,322,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,824,323,50.0,323,50.0
10.0,5.0,25.0,50.0,826,324,50.0,324,50.0
-5.0,-2.5,-2.5,-5.0,828,325,50.0,325,50.0
50.0,25.0,5.0,10.0,830,326,50.0,326,50.0
-5.0,-2.5,-2.5,-5.0,832,327,50.0,327,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,835,328,50.0,328,50.0
-5.0,-2.5,-2.5,-5.0,837,329,50.0,329,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,840,330,50.0,330,50.0
-5.0,-2.5,-2.5,-5.0,842,331,50.0,331,50.0
-5.0,-2.5,-2.5,-5.0,844,332,50.0,332,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,847,333,50.0,333,50.0
-5.0,-2.5,-2.5,-5.0,849,334,50.0,334,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,852,335,50.0,335,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,855,336,50.0,336,50.0
-5.0,-2.5,-2.5,-5.0,857,337,50.0,337,50.0
10.0,5.0,25.0,50.0,859,338,50.0,338,50.0
-5.0,-2.5,-2.5,-5.0,861,339,50.0,339,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,864,340,50.0,340,50.0
-5.0,-2.5,-2.5,-5.0,866,341,50.0,341,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,869,342,50.0,342,50.0
10.0,5.0,25.0,50.0,871,343,50.0,343,50.0
-5.0,-2.5,-2.5,-5.0,873,344,50.0,344,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,876,345,50.0,345,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,879,346,50.0,346,50.0
-5.0,-2.5,-2.5,-5.0,881,347,50.0,347,50.0
-5.0,-1.6666666666666667,-1.6666666666666667,-5.0,884,348,50.0,348,50.0
-5.0,-2.5,-2.5,-5.0,886,349,50.0,349,50.0
50.0,25.0,5.0,10.0,888,350,50.0,350,50.0
-5.0,-2.5,-2.5,-5.0,890,351,50.0,351,50.0
-5.0,-2.5,-2.5,-5.0,892,352,50.0,352,50.0
-5.0,-2.5,-2.5,-5.0,894,353,50.0,353,50.0
-5.0,-2.5,-2.5,-5.0,896,354,50.0,354,50.0
10.0,5.0,25.0,50.0,898,355,50.0,355,50.0
-5.0,-2.5,-2.5,-5.0,900,356,50.0,356,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,903,357,50.0,357,50.0
-5.0,-2.5,-2.5,-5.0,905,358,50.0,358,50.0
-5.0,-2.5,-2.5,-5.0,907,359,50.0,359,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,910,360,50.0,360,50.0
-5.0,-2.5,-2.5,-5.0,912,361,50.0,361,50.0
-5.0,-2.5,-2.5,-5.0,914,362,50.0,362,50.0
-5.0,-2.5,-2.5,-5.0,916,363,50.0,363,50.0
-5.0,-2.5,-2.5,-5.0,918,364,50.0,364,50.0
-5.0,-2.5,-2.5,-5.0,920,365,50.0,365,50.0
-5.0,-2.5,-2.5,-5.0,922,366,50.0,366,50.0
50.0,16.666666666666668,3.3333333333333335,10.0,925,367,50.0,367,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,928,368,50.0,368,50.0
-5.0,-2.5,-2.5,-5.0,930,369,50.0,369,50.0
-5.0,-2.5,-2.5,-5.0,932,370,50.0,370,50.0
-5.0,-2.5,-2.5,-5.0,934,371,50.0,371,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,937,372,50.0,372,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,940,373,50.0,373,50.0
10.0,3.3333333333333335,16.666666666666668,50.0,943,374,50.0,374,50.0
-5.0,-2.5,-2.5,-5.0,945,375,50.0,375,50.0
-5.0,-2.5,-2.5,-5.0,947,376,50.0,376,50.0
-5.0,-2.5,-2.5,-5.0,949,377,50.0,377,50.0
