mean-path-return_agent_1,last-path-return_agent_1,total-samples,mean-episode_cost_agent_0,episodes,max-path-return_agent_1,mean-path-return_agent_0,episode_reward,last-path-return_agent_0,mean-episode_cost_agent_1,max-path-return_agent_0
16.666666666666668,50.0,163,0.0,57,50.0,3.3333333333333335,57,10.0,0.0,50.0
16.666666666666668,50.0,166,0.0,58,50.0,3.3333333333333335,58,10.0,0.0,50.0
16.666666666666668,50.0,169,0.0,59,50.0,3.3333333333333335,59,10.0,0.0,50.0
16.666666666666668,50.0,172,0.0,60,50.0,3.3333333333333335,60,10.0,0.0,50.0
16.666666666666668,50.0,175,6.666666666666667,61,50.0,3.3333333333333335,61,10.0,0.0,50.0
16.666666666666668,50.0,178,0.0,62,50.0,3.3333333333333335,62,10.0,0.0,50.0
16.666666666666668,50.0,181,0.0,63,50.0,3.3333333333333335,63,10.0,0.0,50.0
3.3333333333333335,10.0,184,0.0,64,50.0,16.666666666666668,64,50.0,0.0,50.0
25.0,50.0,186,5.0,65,50.0,5.0,65,10.0,0.0,50.0
-5.0,-10.0,188,25.0,66,50.0,-5.0,66,-10.0,25.0,50.0
16.666666666666668,50.0,191,0.0,67,50.0,3.3333333333333335,67,10.0,0.0,50.0
3.3333333333333335,10.0,194,3.3333333333333335,68,50.0,16.666666666666668,68,50.0,0.0,50.0
-1.6666666666666667,-5.0,197,16.666666666666668,69,50.0,-1.6666666666666667,69,-5.0,16.666666666666668,50.0
5.0,10.0,199,0.0,70,50.0,25.0,70,50.0,0.0,50.0
5.0,10.0,201,0.0,71,50.0,25.0,71,50.0,0.0,50.0
16.666666666666668,50.0,204,0.0,72,50.0,3.3333333333333335,72,10.0,0.0,50.0
16.666666666666668,50.0,207,0.0,73,50.0,3.3333333333333335,73,10.0,0.0,50.0
3.3333333333333335,10.0,210,0.0,74,50.0,16.666666666666668,74,50.0,3.3333333333333335,50.0
16.666666666666668,50.0,213,0.0,75,50.0,3.3333333333333335,75,10.0,0.0,50.0
16.666666666666668,50.0,216,0.0,76,50.0,3.3333333333333335,76,10.0,0.0,50.0
16.666666666666668,50.0,219,0.0,77,50.0,3.3333333333333335,77,10.0,0.0,50.0
16.666666666666668,50.0,222,0.0,78,50.0,3.3333333333333335,78,10.0,0.0,50.0
3.3333333333333335,10.0,225,0.0,79,50.0,16.666666666666668,79,50.0,6.666666666666667,50.0
3.3333333333333335,10.0,228,0.0,80,50.0,16.666666666666668,80,50.0,0.0,50.0
-5.0,-10.0,230,25.0,81,50.0,-5.0,81,-10.0,25.0,50.0
16.666666666666668,50.0,233,0.0,82,50.0,3.3333333333333335,82,10.0,0.0,50.0
-1.6666666666666667,-5.0,236,16.666666666666668,83,50.0,-1.6666666666666667,83,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,239,0.0,84,50.0,16.666666666666668,84,50.0,0.0,50.0
16.666666666666668,50.0,242,0.0,85,50.0,3.3333333333333335,85,10.0,0.0,50.0
16.666666666666668,50.0,245,0.0,86,50.0,3.3333333333333335,86,10.0,0.0,50.0
3.3333333333333335,10.0,248,0.0,87,50.0,16.666666666666668,87,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,251,0.0,88,50.0,16.666666666666668,88,50.0,0.0,50.0
-1.6666666666666667,-5.0,254,16.666666666666668,89,50.0,-1.6666666666666667,89,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,257,0.0,90,50.0,16.666666666666668,90,50.0,0.0,50.0
-5.0,-10.0,259,25.0,91,50.0,-5.0,91,-10.0,25.0,50.0
25.0,50.0,261,0.0,92,50.0,5.0,92,10.0,0.0,50.0
-1.6666666666666667,-5.0,264,16.666666666666668,93,50.0,-1.6666666666666667,93,-5.0,16.666666666666668,50.0
-1.6666666666666667,-5.0,267,20.0,94,50.0,-1.6666666666666667,94,-5.0,20.0,50.0
16.666666666666668,50.0,270,0.0,95,50.0,3.3333333333333335,95,10.0,0.0,50.0
16.666666666666668,50.0,273,6.666666666666667,96,50.0,3.3333333333333335,96,10.0,0.0,50.0
-1.6666666666666667,-5.0,276,16.666666666666668,97,50.0,-1.6666666666666667,97,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,279,0.0,98,50.0,16.666666666666668,98,50.0,0.0,50.0
16.666666666666668,50.0,282,0.0,99,50.0,3.3333333333333335,99,10.0,0.0,50.0
3.3333333333333335,10.0,285,0.0,100,50.0,16.666666666666668,100,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,288,0.0,101,50.0,16.666666666666668,101,50.0,0.0,50.0
3.3333333333333335,10.0,291,0.0,102,50.0,16.666666666666668,102,50.0,0.0,50.0
-2.5,-5.0,293,25.0,103,50.0,-2.5,103,-5.0,25.0,50.0
-2.5,-5.0,295,25.0,104,50.0,-2.5,104,-5.0,25.0,50.0
16.666666666666668,50.0,298,0.0,105,50.0,3.3333333333333335,105,10.0,0.0,50.0
16.666666666666668,50.0,301,0.0,106,50.0,3.3333333333333335,106,10.0,0.0,50.0
-5.0,-10.0,303,25.0,107,50.0,-5.0,107,-10.0,25.0,50.0
3.3333333333333335,10.0,306,0.0,108,50.0,16.666666666666668,108,50.0,0.0,50.0
3.3333333333333335,10.0,309,0.0,109,50.0,16.666666666666668,109,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,312,0.0,110,50.0,16.666666666666668,110,50.0,0.0,50.0
16.666666666666668,50.0,315,6.666666666666667,111,50.0,3.3333333333333335,111,10.0,0.0,50.0
3.3333333333333335,10.0,318,0.0,112,50.0,16.666666666666668,112,50.0,0.0,50.0
-1.6666666666666667,-5.0,321,16.666666666666668,113,50.0,-1.6666666666666667,113,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,324,0.0,114,50.0,16.666666666666668,114,50.0,6.666666666666667,50.0
3.3333333333333335,10.0,327,0.0,115,50.0,16.666666666666668,115,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,330,0.0,116,50.0,16.666666666666668,116,50.0,0.0,50.0
-5.0,-10.0,332,25.0,117,50.0,-5.0,117,-10.0,25.0,50.0
3.3333333333333335,10.0,335,0.0,118,50.0,16.666666666666668,118,50.0,0.0,50.0
3.3333333333333335,10.0,338,0.0,119,50.0,16.666666666666668,119,50.0,0.0,50.0
-1.6666666666666667,-5.0,341,16.666666666666668,120,50.0,-1.6666666666666667,120,-5.0,16.666666666666668,50.0
-5.0,-10.0,343,25.0,121,50.0,-5.0,121,-10.0,25.0,50.0
5.0,10.0,345,0.0,122,50.0,25.0,122,50.0,0.0,50.0
3.3333333333333335,10.0,348,0.0,123,50.0,16.666666666666668,123,50.0,0.0,50.0
16.666666666666668,50.0,351,0.0,124,50.0,3.3333333333333335,124,10.0,0.0,50.0
3.3333333333333335,10.0,354,0.0,125,50.0,16.666666666666668,125,50.0,0.0,50.0
-1.6666666666666667,-5.0,357,16.666666666666668,126,50.0,-1.6666666666666667,126,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,360,0.0,127,50.0,16.666666666666668,127,50.0,0.0,50.0
3.3333333333333335,10.0,363,0.0,128,50.0,16.666666666666668,128,50.0,6.666666666666667,50.0
3.3333333333333335,10.0,366,0.0,129,50.0,16.666666666666668,129,50.0,0.0,50.0
16.666666666666668,50.0,369,0.0,130,50.0,3.3333333333333335,130,10.0,0.0,50.0
3.3333333333333335,10.0,372,0.0,131,50.0,16.666666666666668,131,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,375,0.0,132,50.0,16.666666666666668,132,50.0,0.0,50.0
25.0,50.0,377,0.0,133,50.0,5.0,133,10.0,0.0,50.0
3.3333333333333335,10.0,380,0.0,134,50.0,16.666666666666668,134,50.0,0.0,50.0
3.3333333333333335,10.0,383,0.0,135,50.0,16.666666666666668,135,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,386,0.0,136,50.0,16.666666666666668,136,50.0,3.3333333333333335,50.0
-1.6666666666666667,-5.0,389,16.666666666666668,137,50.0,-1.6666666666666667,137,-5.0,16.666666666666668,50.0
16.666666666666668,50.0,392,0.0,138,50.0,3.3333333333333335,138,10.0,0.0,50.0
-1.6666666666666667,-5.0,395,16.666666666666668,139,50.0,-1.6666666666666667,139,-5.0,16.666666666666668,50.0
16.666666666666668,50.0,398,0.0,140,50.0,3.3333333333333335,140,10.0,0.0,50.0
-5.0,-10.0,400,25.0,141,50.0,-5.0,141,-10.0,25.0,50.0
16.666666666666668,50.0,403,0.0,142,50.0,3.3333333333333335,142,10.0,0.0,50.0
-2.5,-5.0,405,25.0,143,50.0,-2.5,143,-5.0,25.0,50.0
16.666666666666668,50.0,408,6.666666666666667,144,50.0,3.3333333333333335,144,10.0,0.0,50.0
3.3333333333333335,10.0,411,0.0,145,50.0,16.666666666666668,145,50.0,0.0,50.0
-1.6666666666666667,-5.0,414,16.666666666666668,146,50.0,-1.6666666666666667,146,-5.0,16.666666666666668,50.0
16.666666666666668,50.0,417,0.0,147,50.0,3.3333333333333335,147,10.0,0.0,50.0
-1.6666666666666667,-5.0,420,16.666666666666668,148,50.0,-1.6666666666666667,148,-5.0,16.666666666666668,50.0
25.0,50.0,422,0.0,149,50.0,5.0,149,10.0,0.0,50.0
-2.5,-5.0,424,25.0,150,50.0,-2.5,150,-5.0,25.0,50.0
16.666666666666668,50.0,427,0.0,151,50.0,3.3333333333333335,151,10.0,0.0,50.0
-1.6666666666666667,-5.0,430,16.666666666666668,152,50.0,-1.6666666666666667,152,-5.0,16.666666666666668,50.0
25.0,50.0,432,0.0,153,50.0,5.0,153,10.0,0.0,50.0
16.666666666666668,50.0,435,0.0,154,50.0,3.3333333333333335,154,10.0,0.0,50.0
16.666666666666668,50.0,438,0.0,155,50.0,3.3333333333333335,155,10.0,0.0,50.0
3.3333333333333335,10.0,441,0.0,156,50.0,16.666666666666668,156,50.0,0.0,50.0
3.3333333333333335,10.0,444,0.0,157,50.0,16.666666666666668,157,50.0,0.0,50.0
3.3333333333333335,10.0,447,0.0,158,50.0,16.666666666666668,158,50.0,0.0,50.0
16.666666666666668,50.0,450,3.3333333333333335,159,50.0,3.3333333333333335,159,10.0,0.0,50.0
3.3333333333333335,10.0,453,0.0,160,50.0,16.666666666666668,160,50.0,0.0,50.0
16.666666666666668,50.0,456,3.3333333333333335,161,50.0,3.3333333333333335,161,10.0,0.0,50.0
16.666666666666668,50.0,459,0.0,162,50.0,3.3333333333333335,162,10.0,0.0,50.0
-5.0,-10.0,461,25.0,163,50.0,-5.0,163,-10.0,25.0,50.0
-1.6666666666666667,-5.0,464,16.666666666666668,164,50.0,-1.6666666666666667,164,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,467,0.0,165,50.0,16.666666666666668,165,50.0,0.0,50.0
16.666666666666668,50.0,470,6.666666666666667,166,50.0,3.3333333333333335,166,10.0,0.0,50.0
3.3333333333333335,10.0,473,0.0,167,50.0,16.666666666666668,167,50.0,0.0,50.0
3.3333333333333335,10.0,476,0.0,168,50.0,16.666666666666668,168,50.0,0.0,50.0
-1.6666666666666667,-5.0,479,16.666666666666668,169,50.0,-1.6666666666666667,169,-5.0,16.666666666666668,50.0
-5.0,-10.0,481,25.0,170,50.0,-5.0,170,-10.0,25.0,50.0
16.666666666666668,50.0,484,0.0,171,50.0,3.3333333333333335,171,10.0,0.0,50.0
-1.6666666666666667,-5.0,487,16.666666666666668,172,50.0,-1.6666666666666667,172,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,490,0.0,173,50.0,16.666666666666668,173,50.0,0.0,50.0
-1.6666666666666667,-5.0,493,16.666666666666668,174,50.0,-1.6666666666666667,174,-5.0,16.666666666666668,50.0
3.3333333333333335,10.0,496,0.0,175,50.0,16.666666666666668,175,50.0,3.3333333333333335,50.0
3.3333333333333335,10.0,499,0.0,176,50.0,16.666666666666668,176,50.0,0.0,50.0
5.0,10.0,501,0.0,177,50.0,25.0,177,50.0,0.0,50.0
3.3333333333333335,10.0,504,0.0,178,50.0,16.666666666666668,178,50.0,0.0,50.0
16.666666666666668,50.0,507,0.0,179,50.0,3.3333333333333335,179,10.0,0.0,50.0
5.0,10.0,509,0.0,180,50.0,25.0,180,50.0,0.0,50.0
