total-samples,mean-path-return_agent_0,max-path-return_agent_0,episode_reward,last-path-return_agent_0,mean-path-return_agent_1,episodes,max-path-return_agent_1,last-path-return_agent_1
195,16.666666666666668,50.0,71,50.0,3.3333333333333335,71,50.0,10.0
197,25.0,50.0,72,50.0,5.0,72,50.0,10.0
199,-2.5,50.0,73,-5.0,-2.5,73,50.0,-5.0
202,-1.6666666666666667,50.0,74,-5.0,-1.6666666666666667,74,50.0,-5.0
205,16.666666666666668,50.0,75,50.0,3.3333333333333335,75,50.0,10.0
208,3.3333333333333335,50.0,76,10.0,16.666666666666668,76,50.0,50.0
211,-1.6666666666666667,50.0,77,-5.0,-1.6666666666666667,77,50.0,-5.0
213,5.0,50.0,78,10.0,25.0,78,50.0,50.0
216,-1.6666666666666667,50.0,79,-5.0,-1.6666666666666667,79,50.0,-5.0
219,-1.6666666666666667,50.0,80,-5.0,-1.6666666666666667,80,50.0,-5.0
221,5.0,50.0,81,10.0,25.0,81,50.0,50.0
224,-1.6666666666666667,50.0,82,-5.0,-1.6666666666666667,82,50.0,-5.0
227,3.3333333333333335,50.0,83,10.0,16.666666666666668,83,50.0,50.0
229,-5.0,50.0,84,-10.0,-5.0,84,50.0,-10.0
231,-5.0,50.0,85,-10.0,-5.0,85,50.0,-10.0
234,3.3333333333333335,50.0,86,10.0,16.666666666666668,86,50.0,50.0
237,3.3333333333333335,50.0,87,10.0,16.666666666666668,87,50.0,50.0
240,16.666666666666668,50.0,88,50.0,3.3333333333333335,88,50.0,10.0
243,-1.6666666666666667,50.0,89,-5.0,-1.6666666666666667,89,50.0,-5.0
246,16.666666666666668,50.0,90,50.0,3.3333333333333335,90,50.0,10.0
249,-1.6666666666666667,50.0,91,-5.0,-1.6666666666666667,91,50.0,-5.0
251,25.0,50.0,92,50.0,5.0,92,50.0,10.0
253,-2.5,50.0,93,-5.0,-2.5,93,50.0,-5.0
256,16.666666666666668,50.0,94,50.0,3.3333333333333335,94,50.0,10.0
259,16.666666666666668,50.0,95,50.0,3.3333333333333335,95,50.0,10.0
262,3.3333333333333335,50.0,96,10.0,16.666666666666668,96,50.0,50.0
265,16.666666666666668,50.0,97,50.0,3.3333333333333335,97,50.0,10.0
267,-2.5,50.0,98,-5.0,-2.5,98,50.0,-5.0
270,16.666666666666668,50.0,99,50.0,3.3333333333333335,99,50.0,10.0
273,-1.6666666666666667,50.0,100,-5.0,-1.6666666666666667,100,50.0,-5.0
276,3.3333333333333335,50.0,101,10.0,16.666666666666668,101,50.0,50.0
278,-2.5,50.0,102,-5.0,-2.5,102,50.0,-5.0
281,3.3333333333333335,50.0,103,10.0,16.666666666666668,103,50.0,50.0
284,3.3333333333333335,50.0,104,10.0,16.666666666666668,104,50.0,50.0
286,25.0,50.0,105,50.0,5.0,105,50.0,10.0
289,3.3333333333333335,50.0,106,10.0,16.666666666666668,106,50.0,50.0
292,16.666666666666668,50.0,107,50.0,3.3333333333333335,107,50.0,10.0
295,16.666666666666668,50.0,108,50.0,3.3333333333333335,108,50.0,10.0
298,-1.6666666666666667,50.0,109,-5.0,-1.6666666666666667,109,50.0,-5.0
301,16.666666666666668,50.0,110,50.0,3.3333333333333335,110,50.0,10.0
304,3.3333333333333335,50.0,111,10.0,16.666666666666668,111,50.0,50.0
307,3.3333333333333335,50.0,112,10.0,16.666666666666668,112,50.0,50.0
310,3.3333333333333335,50.0,113,10.0,16.666666666666668,113,50.0,50.0
313,16.666666666666668,50.0,114,50.0,3.3333333333333335,114,50.0,10.0
316,-1.6666666666666667,50.0,115,-5.0,-1.6666666666666667,115,50.0,-5.0
319,-1.6666666666666667,50.0,116,-5.0,-1.6666666666666667,116,50.0,-5.0
322,3.3333333333333335,50.0,117,10.0,16.666666666666668,117,50.0,50.0
325,16.666666666666668,50.0,118,50.0,3.3333333333333335,118,50.0,10.0
327,5.0,50.0,119,10.0,25.0,119,50.0,50.0
330,16.666666666666668,50.0,120,50.0,3.3333333333333335,120,50.0,10.0
333,-1.6666666666666667,50.0,121,-5.0,-1.6666666666666667,121,50.0,-5.0
336,16.666666666666668,50.0,122,50.0,3.3333333333333335,122,50.0,10.0
339,16.666666666666668,50.0,123,50.0,3.3333333333333335,123,50.0,10.0
342,16.666666666666668,50.0,124,50.0,3.3333333333333335,124,50.0,10.0
345,3.3333333333333335,50.0,125,10.0,16.666666666666668,125,50.0,50.0
348,16.666666666666668,50.0,126,50.0,3.3333333333333335,126,50.0,10.0
351,3.3333333333333335,50.0,127,10.0,16.666666666666668,127,50.0,50.0
354,16.666666666666668,50.0,128,50.0,3.3333333333333335,128,50.0,10.0
357,16.666666666666668,50.0,129,50.0,3.3333333333333335,129,50.0,10.0
359,-2.5,50.0,130,-5.0,-2.5,130,50.0,-5.0
361,-2.5,50.0,131,-5.0,-2.5,131,50.0,-5.0
364,3.3333333333333335,50.0,132,10.0,16.666666666666668,132,50.0,50.0
367,16.666666666666668,50.0,133,50.0,3.3333333333333335,133,50.0,10.0
370,16.666666666666668,50.0,134,50.0,3.3333333333333335,134,50.0,10.0
372,-5.0,50.0,135,-10.0,-5.0,135,50.0,-10.0
375,16.666666666666668,50.0,136,50.0,3.3333333333333335,136,50.0,10.0
378,3.3333333333333335,50.0,137,10.0,16.666666666666668,137,50.0,50.0
381,-1.6666666666666667,50.0,138,-5.0,-1.6666666666666667,138,50.0,-5.0
384,3.3333333333333335,50.0,139,10.0,16.666666666666668,139,50.0,50.0
387,-1.6666666666666667,50.0,140,-5.0,-1.6666666666666667,140,50.0,-5.0
389,-2.5,50.0,141,-5.0,-2.5,141,50.0,-5.0
392,-1.6666666666666667,50.0,142,-5.0,-1.6666666666666667,142,50.0,-5.0
395,3.3333333333333335,50.0,143,10.0,16.666666666666668,143,50.0,50.0
398,3.3333333333333335,50.0,144,10.0,16.666666666666668,144,50.0,50.0
401,3.3333333333333335,50.0,145,10.0,16.666666666666668,145,50.0,50.0
404,3.3333333333333335,50.0,146,10.0,16.666666666666668,146,50.0,50.0
407,-1.6666666666666667,50.0,147,-5.0,-1.6666666666666667,147,50.0,-5.0
410,16.666666666666668,50.0,148,50.0,3.3333333333333335,148,50.0,10.0
413,3.3333333333333335,50.0,149,10.0,16.666666666666668,149,50.0,50.0
416,16.666666666666668,50.0,150,50.0,3.3333333333333335,150,50.0,10.0
419,3.3333333333333335,50.0,151,10.0,16.666666666666668,151,50.0,50.0
422,3.3333333333333335,50.0,152,10.0,16.666666666666668,152,50.0,50.0
425,-1.6666666666666667,50.0,153,-5.0,-1.6666666666666667,153,50.0,-5.0
428,16.666666666666668,50.0,154,50.0,3.3333333333333335,154,50.0,10.0
431,3.3333333333333335,50.0,155,10.0,16.666666666666668,155,50.0,50.0
434,3.3333333333333335,50.0,156,10.0,16.666666666666668,156,50.0,50.0
437,-1.6666666666666667,50.0,157,-5.0,-1.6666666666666667,157,50.0,-5.0
440,-1.6666666666666667,50.0,158,-5.0,-1.6666666666666667,158,50.0,-5.0
443,3.3333333333333335,50.0,159,10.0,16.666666666666668,159,50.0,50.0
446,16.666666666666668,50.0,160,50.0,3.3333333333333335,160,50.0,10.0
449,3.3333333333333335,50.0,161,10.0,16.666666666666668,161,50.0,50.0
452,3.3333333333333335,50.0,162,10.0,16.666666666666668,162,50.0,50.0
455,-1.6666666666666667,50.0,163,-5.0,-1.6666666666666667,163,50.0,-5.0
458,-1.6666666666666667,50.0,164,-5.0,-1.6666666666666667,164,50.0,-5.0
461,3.3333333333333335,50.0,165,10.0,16.666666666666668,165,50.0,50.0
464,16.666666666666668,50.0,166,50.0,3.3333333333333335,166,50.0,10.0
467,3.3333333333333335,50.0,167,10.0,16.666666666666668,167,50.0,50.0
469,-5.0,50.0,168,-10.0,-5.0,168,50.0,-10.0
472,3.3333333333333335,50.0,169,10.0,16.666666666666668,169,50.0,50.0
475,16.666666666666668,50.0,170,50.0,3.3333333333333335,170,50.0,10.0
478,3.3333333333333335,50.0,171,10.0,16.666666666666668,171,50.0,50.0
481,3.3333333333333335,50.0,172,10.0,16.666666666666668,172,50.0,50.0
483,5.0,50.0,173,10.0,25.0,173,50.0,50.0
486,3.3333333333333335,50.0,174,10.0,16.666666666666668,174,50.0,50.0
489,-1.6666666666666667,50.0,175,-5.0,-1.6666666666666667,175,50.0,-5.0
492,3.3333333333333335,50.0,176,10.0,16.666666666666668,176,50.0,50.0
495,-1.6666666666666667,50.0,177,-5.0,-1.6666666666666667,177,50.0,-5.0
498,16.666666666666668,50.0,178,50.0,3.3333333333333335,178,50.0,10.0
501,-1.6666666666666667,50.0,179,-5.0,-1.6666666666666667,179,50.0,-5.0
504,3.3333333333333335,50.0,180,10.0,16.666666666666668,180,50.0,50.0
507,-1.6666666666666667,50.0,181,-5.0,-1.6666666666666667,181,50.0,-5.0
510,3.3333333333333335,50.0,182,10.0,16.666666666666668,182,50.0,50.0
513,16.666666666666668,50.0,183,50.0,3.3333333333333335,183,50.0,10.0
516,3.3333333333333335,50.0,184,10.0,16.666666666666668,184,50.0,50.0
519,-1.6666666666666667,50.0,185,-5.0,-1.6666666666666667,185,50.0,-5.0
522,3.3333333333333335,50.0,186,10.0,16.666666666666668,186,50.0,50.0
525,3.3333333333333335,50.0,187,10.0,16.666666666666668,187,50.0,50.0
528,3.3333333333333335,50.0,188,10.0,16.666666666666668,188,50.0,50.0
531,3.3333333333333335,50.0,189,10.0,16.666666666666668,189,50.0,50.0
534,16.666666666666668,50.0,190,50.0,3.3333333333333335,190,50.0,10.0
537,16.666666666666668,50.0,191,50.0,3.3333333333333335,191,50.0,10.0
540,3.3333333333333335,50.0,192,10.0,16.666666666666668,192,50.0,50.0
543,16.666666666666668,50.0,193,50.0,3.3333333333333335,193,50.0,10.0
546,3.3333333333333335,50.0,194,10.0,16.666666666666668,194,50.0,50.0
549,3.3333333333333335,50.0,195,10.0,16.666666666666668,195,50.0,50.0
552,3.3333333333333335,50.0,196,10.0,16.666666666666668,196,50.0,50.0
554,-5.0,50.0,197,-10.0,-5.0,197,50.0,-10.0
557,-1.6666666666666667,50.0,198,-5.0,-1.6666666666666667,198,50.0,-5.0
560,3.3333333333333335,50.0,199,10.0,16.666666666666668,199,50.0,50.0
563,16.666666666666668,50.0,200,50.0,3.3333333333333335,200,50.0,10.0
566,3.3333333333333335,50.0,201,10.0,16.666666666666668,201,50.0,50.0
569,16.666666666666668,50.0,202,50.0,3.3333333333333335,202,50.0,10.0
571,-2.5,50.0,203,-5.0,-2.5,203,50.0,-5.0
574,3.3333333333333335,50.0,204,10.0,16.666666666666668,204,50.0,50.0
577,16.666666666666668,50.0,205,50.0,3.3333333333333335,205,50.0,10.0
580,16.666666666666668,50.0,206,50.0,3.3333333333333335,206,50.0,10.0
582,25.0,50.0,207,50.0,5.0,207,50.0,10.0
585,-1.6666666666666667,50.0,208,-5.0,-1.6666666666666667,208,50.0,-5.0
588,16.666666666666668,50.0,209,50.0,3.3333333333333335,209,50.0,10.0
591,-1.6666666666666667,50.0,210,-5.0,-1.6666666666666667,210,50.0,-5.0
594,-1.6666666666666667,50.0,211,-5.0,-1.6666666666666667,211,50.0,-5.0
597,16.666666666666668,50.0,212,50.0,3.3333333333333335,212,50.0,10.0
599,-2.5,50.0,213,-5.0,-2.5,213,50.0,-5.0
602,-1.6666666666666667,50.0,214,-5.0,-1.6666666666666667,214,50.0,-5.0
605,3.3333333333333335,50.0,215,10.0,16.666666666666668,215,50.0,50.0
608,-1.6666666666666667,50.0,216,-5.0,-1.6666666666666667,216,50.0,-5.0
611,3.3333333333333335,50.0,217,10.0,16.666666666666668,217,50.0,50.0
614,3.3333333333333335,50.0,218,10.0,16.666666666666668,218,50.0,50.0
617,3.3333333333333335,50.0,219,10.0,16.666666666666668,219,50.0,50.0
620,-1.6666666666666667,50.0,220,-5.0,-1.6666666666666667,220,50.0,-5.0
623,16.666666666666668,50.0,221,50.0,3.3333333333333335,221,50.0,10.0
626,16.666666666666668,50.0,222,50.0,3.3333333333333335,222,50.0,10.0
628,25.0,50.0,223,50.0,5.0,223,50.0,10.0
631,3.3333333333333335,50.0,224,10.0,16.666666666666668,224,50.0,50.0
634,3.3333333333333335,50.0,225,10.0,16.666666666666668,225,50.0,50.0
637,-1.6666666666666667,50.0,226,-5.0,-1.6666666666666667,226,50.0,-5.0
640,3.3333333333333335,50.0,227,10.0,16.666666666666668,227,50.0,50.0
643,-1.6666666666666667,50.0,228,-5.0,-1.6666666666666667,228,50.0,-5.0
646,3.3333333333333335,50.0,229,10.0,16.666666666666668,229,50.0,50.0
649,-1.6666666666666667,50.0,230,-5.0,-1.6666666666666667,230,50.0,-5.0
652,3.3333333333333335,50.0,231,10.0,16.666666666666668,231,50.0,50.0
655,16.666666666666668,50.0,232,50.0,3.3333333333333335,232,50.0,10.0
658,16.666666666666668,50.0,233,50.0,3.3333333333333335,233,50.0,10.0
660,-2.5,50.0,234,-5.0,-2.5,234,50.0,-5.0
663,16.666666666666668,50.0,235,50.0,3.3333333333333335,235,50.0,10.0
666,-1.6666666666666667,50.0,236,-5.0,-1.6666666666666667,236,50.0,-5.0
669,16.666666666666668,50.0,237,50.0,3.3333333333333335,237,50.0,10.0
672,3.3333333333333335,50.0,238,10.0,16.666666666666668,238,50.0,50.0
675,16.666666666666668,50.0,239,50.0,3.3333333333333335,239,50.0,10.0
678,-1.6666666666666667,50.0,240,-5.0,-1.6666666666666667,240,50.0,-5.0
682,2.5,50.0,241,10.0,12.5,241,50.0,50.0
685,3.3333333333333335,50.0,242,10.0,16.666666666666668,242,50.0,50.0
688,-1.6666666666666667,50.0,243,-5.0,-1.6666666666666667,243,50.0,-5.0
690,25.0,50.0,244,50.0,5.0,244,50.0,10.0
693,3.3333333333333335,50.0,245,10.0,16.666666666666668,245,50.0,50.0
696,16.666666666666668,50.0,246,50.0,3.3333333333333335,246,50.0,10.0
699,16.666666666666668,50.0,247,50.0,3.3333333333333335,247,50.0,10.0
702,-1.6666666666666667,50.0,248,-5.0,-1.6666666666666667,248,50.0,-5.0
705,3.3333333333333335,50.0,249,10.0,16.666666666666668,249,50.0,50.0
707,-2.5,50.0,250,-5.0,-2.5,250,50.0,-5.0
710,16.666666666666668,50.0,251,50.0,3.3333333333333335,251,50.0,10.0
713,16.666666666666668,50.0,252,50.0,3.3333333333333335,252,50.0,10.0
716,-1.6666666666666667,50.0,253,-5.0,-1.6666666666666667,253,50.0,-5.0
718,5.0,50.0,254,10.0,25.0,254,50.0,50.0
720,5.0,50.0,255,10.0,25.0,255,50.0,50.0
723,3.3333333333333335,50.0,256,10.0,16.666666666666668,256,50.0,50.0
726,3.3333333333333335,50.0,257,10.0,16.666666666666668,257,50.0,50.0
729,16.666666666666668,50.0,258,50.0,3.3333333333333335,258,50.0,10.0
732,3.3333333333333335,50.0,259,10.0,16.666666666666668,259,50.0,50.0
735,16.666666666666668,50.0,260,50.0,3.3333333333333335,260,50.0,10.0
738,-1.6666666666666667,50.0,261,-5.0,-1.6666666666666667,261,50.0,-5.0
740,5.0,50.0,262,10.0,25.0,262,50.0,50.0
743,3.3333333333333335,50.0,263,10.0,16.666666666666668,263,50.0,50.0
745,5.0,50.0,264,10.0,25.0,264,50.0,50.0
747,-2.5,50.0,265,-5.0,-2.5,265,50.0,-5.0
750,-1.6666666666666667,50.0,266,-5.0,-1.6666666666666667,266,50.0,-5.0
753,16.666666666666668,50.0,267,50.0,3.3333333333333335,267,50.0,10.0
756,3.3333333333333335,50.0,268,10.0,16.666666666666668,268,50.0,50.0
759,3.3333333333333335,50.0,269,10.0,16.666666666666668,269,50.0,50.0
762,16.666666666666668,50.0,270,50.0,3.3333333333333335,270,50.0,10.0
765,16.666666666666668,50.0,271,50.0,3.3333333333333335,271,50.0,10.0
768,16.666666666666668,50.0,272,50.0,3.3333333333333335,272,50.0,10.0
771,16.666666666666668,50.0,273,50.0,3.3333333333333335,273,50.0,10.0
774,16.666666666666668,50.0,274,50.0,3.3333333333333335,274,50.0,10.0
777,16.666666666666668,50.0,275,50.0,3.3333333333333335,275,50.0,10.0
780,3.3333333333333335,50.0,276,10.0,16.666666666666668,276,50.0,50.0
783,16.666666666666668,50.0,277,50.0,3.3333333333333335,277,50.0,10.0
786,3.3333333333333335,50.0,278,10.0,16.666666666666668,278,50.0,50.0
789,16.666666666666668,50.0,279,50.0,3.3333333333333335,279,50.0,10.0
792,3.3333333333333335,50.0,280,10.0,16.666666666666668,280,50.0,50.0
795,-1.6666666666666667,50.0,281,-5.0,-1.6666666666666667,281,50.0,-5.0
798,-1.6666666666666667,50.0,282,-5.0,-1.6666666666666667,282,50.0,-5.0
801,16.666666666666668,50.0,283,50.0,3.3333333333333335,283,50.0,10.0
804,-1.6666666666666667,50.0,284,-5.0,-1.6666666666666667,284,50.0,-5.0
807,-1.6666666666666667,50.0,285,-5.0,-1.6666666666666667,285,50.0,-5.0
810,-1.6666666666666667,50.0,286,-5.0,-1.6666666666666667,286,50.0,-5.0
812,-5.0,50.0,287,-10.0,-5.0,287,50.0,-10.0
815,16.666666666666668,50.0,288,50.0,3.3333333333333335,288,50.0,10.0
818,3.3333333333333335,50.0,289,10.0,16.666666666666668,289,50.0,50.0
821,3.3333333333333335,50.0,290,10.0,16.666666666666668,290,50.0,50.0
824,16.666666666666668,50.0,291,50.0,3.3333333333333335,291,50.0,10.0
827,3.3333333333333335,50.0,292,10.0,16.666666666666668,292,50.0,50.0
830,3.3333333333333335,50.0,293,10.0,16.666666666666668,293,50.0,50.0
833,16.666666666666668,50.0,294,50.0,3.3333333333333335,294,50.0,10.0
836,16.666666666666668,50.0,295,50.0,3.3333333333333335,295,50.0,10.0
839,-1.6666666666666667,50.0,296,-5.0,-1.6666666666666667,296,50.0,-5.0
842,-1.6666666666666667,50.0,297,-5.0,-1.6666666666666667,297,50.0,-5.0
845,16.666666666666668,50.0,298,50.0,3.3333333333333335,298,50.0,10.0
848,16.666666666666668,50.0,299,50.0,3.3333333333333335,299,50.0,10.0
850,-2.5,50.0,300,-5.0,-2.5,300,50.0,-5.0
853,16.666666666666668,50.0,301,50.0,3.3333333333333335,301,50.0,10.0
856,16.666666666666668,50.0,302,50.0,3.3333333333333335,302,50.0,10.0
858,-5.0,50.0,303,-10.0,-5.0,303,50.0,-10.0
861,16.666666666666668,50.0,304,50.0,3.3333333333333335,304,50.0,10.0
863,-2.5,50.0,305,-5.0,-2.5,305,50.0,-5.0
866,16.666666666666668,50.0,306,50.0,3.3333333333333335,306,50.0,10.0
869,3.3333333333333335,50.0,307,10.0,16.666666666666668,307,50.0,50.0
871,-2.5,50.0,308,-5.0,-2.5,308,50.0,-5.0
874,3.3333333333333335,50.0,309,10.0,16.666666666666668,309,50.0,50.0
877,16.666666666666668,50.0,310,50.0,3.3333333333333335,310,50.0,10.0
880,16.666666666666668,50.0,311,50.0,3.3333333333333335,311,50.0,10.0
883,3.3333333333333335,50.0,312,10.0,16.666666666666668,312,50.0,50.0
886,16.666666666666668,50.0,313,50.0,3.3333333333333335,313,50.0,10.0
889,3.3333333333333335,50.0,314,10.0,16.666666666666668,314,50.0,50.0
892,3.3333333333333335,50.0,315,10.0,16.666666666666668,315,50.0,50.0
895,-1.6666666666666667,50.0,316,-5.0,-1.6666666666666667,316,50.0,-5.0
898,3.3333333333333335,50.0,317,10.0,16.666666666666668,317,50.0,50.0
901,3.3333333333333335,50.0,318,10.0,16.666666666666668,318,50.0,50.0
904,16.666666666666668,50.0,319,50.0,3.3333333333333335,319,50.0,10.0
906,-2.5,50.0,320,-5.0,-2.5,320,50.0,-5.0
909,-1.6666666666666667,50.0,321,-5.0,-1.6666666666666667,321,50.0,-5.0
912,16.666666666666668,50.0,322,50.0,3.3333333333333335,322,50.0,10.0
915,16.666666666666668,50.0,323,50.0,3.3333333333333335,323,50.0,10.0
917,25.0,50.0,324,50.0,5.0,324,50.0,10.0
920,-1.6666666666666667,50.0,325,-5.0,-1.6666666666666667,325,50.0,-5.0
923,3.3333333333333335,50.0,326,10.0,16.666666666666668,326,50.0,50.0
925,-2.5,50.0,327,-5.0,-2.5,327,50.0,-5.0
927,25.0,50.0,328,50.0,5.0,328,50.0,10.0
930,3.3333333333333335,50.0,329,10.0,16.666666666666668,329,50.0,50.0
933,16.666666666666668,50.0,330,50.0,3.3333333333333335,330,50.0,10.0
936,16.666666666666668,50.0,331,50.0,3.3333333333333335,331,50.0,10.0
939,3.3333333333333335,50.0,332,10.0,16.666666666666668,332,50.0,50.0
942,3.3333333333333335,50.0,333,10.0,16.666666666666668,333,50.0,50.0
944,-2.5,50.0,334,-5.0,-2.5,334,50.0,-5.0
947,3.3333333333333335,50.0,335,10.0,16.666666666666668,335,50.0,50.0
950,3.3333333333333335,50.0,336,10.0,16.666666666666668,336,50.0,50.0
952,-5.0,50.0,337,-10.0,-5.0,337,50.0,-10.0
955,16.666666666666668,50.0,338,50.0,3.3333333333333335,338,50.0,10.0
958,3.3333333333333335,50.0,339,10.0,16.666666666666668,339,50.0,50.0
961,16.666666666666668,50.0,340,50.0,3.3333333333333335,340,50.0,10.0
964,3.3333333333333335,50.0,341,10.0,16.666666666666668,341,50.0,50.0
966,5.0,50.0,342,10.0,25.0,342,50.0,50.0
968,5.0,50.0,343,10.0,25.0,343,50.0,50.0
971,16.666666666666668,50.0,344,50.0,3.3333333333333335,344,50.0,10.0
974,3.3333333333333335,50.0,345,10.0,16.666666666666668,345,50.0,50.0
977,16.666666666666668,50.0,346,50.0,3.3333333333333335,346,50.0,10.0
980,-1.6666666666666667,50.0,347,-5.0,-1.6666666666666667,347,50.0,-5.0
983,16.666666666666668,50.0,348,50.0,3.3333333333333335,348,50.0,10.0
986,16.666666666666668,50.0,349,50.0,3.3333333333333335,349,50.0,10.0
988,-2.5,50.0,350,-5.0,-2.5,350,50.0,-5.0
991,3.3333333333333335,50.0,351,10.0,16.666666666666668,351,50.0,50.0
994,16.666666666666668,50.0,352,50.0,3.3333333333333335,352,50.0,10.0
997,16.666666666666668,50.0,353,50.0,3.3333333333333335,353,50.0,10.0
1000,3.3333333333333335,50.0,354,10.0,16.666666666666668,354,50.0,50.0
1003,16.666666666666668,50.0,355,50.0,3.3333333333333335,355,50.0,10.0
1006,16.666666666666668,50.0,356,50.0,3.3333333333333335,356,50.0,10.0
