last-path-return_agent_1,last-path-return_agent_0,episode_reward,mean-path-return_agent_0,episodes,max-path-return_agent_0,total-samples,max-path-return_agent_1,mean-path-return_agent_1
50.0,10.0,154,3.3333333333333335,154,50.0,439,50.0,16.666666666666668
-5.0,-5.0,155,-2.5,155,50.0,441,50.0,-2.5
10.0,50.0,156,16.666666666666668,156,50.0,444,50.0,3.3333333333333335
50.0,10.0,157,3.3333333333333335,157,50.0,447,50.0,16.666666666666668
-10.0,-10.0,158,-5.0,158,50.0,449,50.0,-5.0
10.0,50.0,159,16.666666666666668,159,50.0,452,50.0,3.3333333333333335
-5.0,-5.0,160,-1.6666666666666667,160,50.0,455,50.0,-1.6666666666666667
-5.0,-5.0,161,-1.6666666666666667,161,50.0,458,50.0,-1.6666666666666667
10.0,50.0,162,16.666666666666668,162,50.0,461,50.0,3.3333333333333335
50.0,10.0,163,3.3333333333333335,163,50.0,464,50.0,16.666666666666668
10.0,50.0,164,16.666666666666668,164,50.0,467,50.0,3.3333333333333335
50.0,10.0,165,3.3333333333333335,165,50.0,470,50.0,16.666666666666668
-5.0,-5.0,166,-1.6666666666666667,166,50.0,473,50.0,-1.6666666666666667
50.0,10.0,167,3.3333333333333335,167,50.0,476,50.0,16.666666666666668
50.0,10.0,168,3.3333333333333335,168,50.0,479,50.0,16.666666666666668
-5.0,-5.0,169,-1.6666666666666667,169,50.0,482,50.0,-1.6666666666666667
-10.0,-10.0,170,-5.0,170,50.0,484,50.0,-5.0
-5.0,-5.0,171,-1.6666666666666667,171,50.0,487,50.0,-1.6666666666666667
10.0,50.0,172,16.666666666666668,172,50.0,490,50.0,3.3333333333333335
10.0,50.0,173,16.666666666666668,173,50.0,493,50.0,3.3333333333333335
50.0,10.0,174,3.3333333333333335,174,50.0,496,50.0,16.666666666666668
-5.0,-5.0,175,-1.6666666666666667,175,50.0,499,50.0,-1.6666666666666667
50.0,10.0,176,3.3333333333333335,176,50.0,502,50.0,16.666666666666668
10.0,50.0,177,16.666666666666668,177,50.0,505,50.0,3.3333333333333335
50.0,10.0,178,3.3333333333333335,178,50.0,508,50.0,16.666666666666668
10.0,50.0,179,16.666666666666668,179,50.0,511,50.0,3.3333333333333335
10.0,50.0,180,16.666666666666668,180,50.0,514,50.0,3.3333333333333335
10.0,50.0,181,16.666666666666668,181,50.0,517,50.0,3.3333333333333335
-5.0,-5.0,182,-1.6666666666666667,182,50.0,520,50.0,-1.6666666666666667
10.0,50.0,183,16.666666666666668,183,50.0,523,50.0,3.3333333333333335
50.0,10.0,184,5.0,184,50.0,525,50.0,25.0
10.0,50.0,185,16.666666666666668,185,50.0,528,50.0,3.3333333333333335
50.0,10.0,186,3.3333333333333335,186,50.0,531,50.0,16.666666666666668
50.0,10.0,187,3.3333333333333335,187,50.0,534,50.0,16.666666666666668
10.0,50.0,188,16.666666666666668,188,50.0,537,50.0,3.3333333333333335
-5.0,-5.0,189,-1.6666666666666667,189,50.0,540,50.0,-1.6666666666666667
50.0,10.0,190,3.3333333333333335,190,50.0,543,50.0,16.666666666666668
10.0,50.0,191,16.666666666666668,191,50.0,546,50.0,3.3333333333333335
-5.0,-5.0,192,-2.5,192,50.0,548,50.0,-2.5
-5.0,-5.0,193,-1.6666666666666667,193,50.0,551,50.0,-1.6666666666666667
10.0,50.0,194,25.0,194,50.0,553,50.0,5.0
10.0,50.0,195,16.666666666666668,195,50.0,556,50.0,3.3333333333333335
10.0,50.0,196,16.666666666666668,196,50.0,559,50.0,3.3333333333333335
-5.0,-5.0,197,-1.6666666666666667,197,50.0,562,50.0,-1.6666666666666667
-5.0,-5.0,198,-1.6666666666666667,198,50.0,565,50.0,-1.6666666666666667
50.0,10.0,199,3.3333333333333335,199,50.0,568,50.0,16.666666666666668
10.0,50.0,200,16.666666666666668,200,50.0,571,50.0,3.3333333333333335
-5.0,-5.0,201,-1.6666666666666667,201,50.0,574,50.0,-1.6666666666666667
-5.0,-5.0,202,-1.6666666666666667,202,50.0,577,50.0,-1.6666666666666667
-5.0,-5.0,203,-2.5,203,50.0,579,50.0,-2.5
50.0,10.0,204,5.0,204,50.0,581,50.0,25.0
50.0,10.0,205,3.3333333333333335,205,50.0,584,50.0,16.666666666666668
50.0,10.0,206,5.0,206,50.0,586,50.0,25.0
50.0,10.0,207,5.0,207,50.0,588,50.0,25.0
50.0,10.0,208,3.3333333333333335,208,50.0,591,50.0,16.666666666666668
50.0,10.0,209,3.3333333333333335,209,50.0,594,50.0,16.666666666666668
50.0,10.0,210,3.3333333333333335,210,50.0,597,50.0,16.666666666666668
10.0,50.0,211,16.666666666666668,211,50.0,600,50.0,3.3333333333333335
10.0,50.0,212,16.666666666666668,212,50.0,603,50.0,3.3333333333333335
-5.0,-5.0,213,-1.6666666666666667,213,50.0,606,50.0,-1.6666666666666667
50.0,10.0,214,3.3333333333333335,214,50.0,609,50.0,16.666666666666668
50.0,10.0,215,3.3333333333333335,215,50.0,612,50.0,16.666666666666668
50.0,10.0,216,5.0,216,50.0,614,50.0,25.0
50.0,10.0,217,3.3333333333333335,217,50.0,617,50.0,16.666666666666668
10.0,50.0,218,16.666666666666668,218,50.0,620,50.0,3.3333333333333335
50.0,10.0,219,3.3333333333333335,219,50.0,623,50.0,16.666666666666668
50.0,10.0,220,3.3333333333333335,220,50.0,626,50.0,16.666666666666668
50.0,10.0,221,3.3333333333333335,221,50.0,629,50.0,16.666666666666668
50.0,10.0,222,3.3333333333333335,222,50.0,632,50.0,16.666666666666668
50.0,10.0,223,3.3333333333333335,223,50.0,635,50.0,16.666666666666668
50.0,10.0,224,3.3333333333333335,224,50.0,638,50.0,16.666666666666668
50.0,10.0,225,3.3333333333333335,225,50.0,641,50.0,16.666666666666668
50.0,10.0,226,5.0,226,50.0,643,50.0,25.0
50.0,10.0,227,5.0,227,50.0,645,50.0,25.0
-5.0,-5.0,228,-2.5,228,50.0,647,50.0,-2.5
50.0,10.0,229,5.0,229,50.0,649,50.0,25.0
50.0,10.0,230,3.3333333333333335,230,50.0,652,50.0,16.666666666666668
50.0,10.0,231,3.3333333333333335,231,50.0,655,50.0,16.666666666666668
50.0,10.0,232,3.3333333333333335,232,50.0,658,50.0,16.666666666666668
-5.0,-5.0,233,-1.6666666666666667,233,50.0,661,50.0,-1.6666666666666667
-5.0,-5.0,234,-2.5,234,50.0,663,50.0,-2.5
50.0,10.0,235,5.0,235,50.0,665,50.0,25.0
50.0,10.0,236,5.0,236,50.0,667,50.0,25.0
50.0,10.0,237,5.0,237,50.0,669,50.0,25.0
50.0,10.0,238,3.3333333333333335,238,50.0,672,50.0,16.666666666666668
50.0,10.0,239,5.0,239,50.0,674,50.0,25.0
50.0,10.0,240,5.0,240,50.0,676,50.0,25.0
50.0,10.0,241,5.0,241,50.0,678,50.0,25.0
50.0,10.0,242,3.3333333333333335,242,50.0,681,50.0,16.666666666666668
10.0,50.0,243,16.666666666666668,243,50.0,684,50.0,3.3333333333333335
10.0,50.0,244,16.666666666666668,244,50.0,687,50.0,3.3333333333333335
50.0,10.0,245,5.0,245,50.0,689,50.0,25.0
50.0,10.0,246,5.0,246,50.0,691,50.0,25.0
50.0,10.0,247,3.3333333333333335,247,50.0,694,50.0,16.666666666666668
50.0,10.0,248,5.0,248,50.0,696,50.0,25.0
50.0,10.0,249,5.0,249,50.0,698,50.0,25.0
50.0,10.0,250,5.0,250,50.0,700,50.0,25.0
50.0,10.0,251,5.0,251,50.0,702,50.0,25.0
50.0,10.0,252,5.0,252,50.0,704,50.0,25.0
50.0,10.0,253,3.3333333333333335,253,50.0,707,50.0,16.666666666666668
50.0,10.0,254,5.0,254,50.0,709,50.0,25.0
10.0,50.0,255,16.666666666666668,255,50.0,712,50.0,3.3333333333333335
50.0,10.0,256,3.3333333333333335,256,50.0,715,50.0,16.666666666666668
50.0,10.0,257,5.0,257,50.0,717,50.0,25.0
50.0,10.0,258,5.0,258,50.0,719,50.0,25.0
50.0,10.0,259,5.0,259,50.0,721,50.0,25.0
50.0,10.0,260,3.3333333333333335,260,50.0,724,50.0,16.666666666666668
50.0,10.0,261,5.0,261,50.0,726,50.0,25.0
10.0,50.0,262,16.666666666666668,262,50.0,729,50.0,3.3333333333333335
50.0,10.0,263,5.0,263,50.0,731,50.0,25.0
50.0,10.0,264,5.0,264,50.0,733,50.0,25.0
50.0,10.0,265,5.0,265,50.0,735,50.0,25.0
10.0,50.0,266,16.666666666666668,266,50.0,738,50.0,3.3333333333333335
10.0,50.0,267,16.666666666666668,267,50.0,741,50.0,3.3333333333333335
50.0,10.0,268,5.0,268,50.0,743,50.0,25.0
50.0,10.0,269,3.3333333333333335,269,50.0,746,50.0,16.666666666666668
50.0,10.0,270,5.0,270,50.0,748,50.0,25.0
50.0,10.0,271,5.0,271,50.0,750,50.0,25.0
10.0,50.0,272,16.666666666666668,272,50.0,753,50.0,3.3333333333333335
50.0,10.0,273,5.0,273,50.0,755,50.0,25.0
50.0,10.0,274,5.0,274,50.0,757,50.0,25.0
50.0,10.0,275,5.0,275,50.0,759,50.0,25.0
50.0,10.0,276,3.3333333333333335,276,50.0,762,50.0,16.666666666666668
10.0,50.0,277,16.666666666666668,277,50.0,765,50.0,3.3333333333333335
50.0,10.0,278,5.0,278,50.0,767,50.0,25.0
50.0,10.0,279,3.3333333333333335,279,50.0,770,50.0,16.666666666666668
10.0,50.0,280,16.666666666666668,280,50.0,773,50.0,3.3333333333333335
50.0,10.0,281,3.3333333333333335,281,50.0,776,50.0,16.666666666666668
50.0,10.0,282,5.0,282,50.0,778,50.0,25.0
50.0,10.0,283,5.0,283,50.0,780,50.0,25.0
50.0,10.0,284,5.0,284,50.0,782,50.0,25.0
10.0,50.0,285,16.666666666666668,285,50.0,785,50.0,3.3333333333333335
50.0,10.0,286,5.0,286,50.0,787,50.0,25.0
10.0,50.0,287,16.666666666666668,287,50.0,790,50.0,3.3333333333333335
50.0,10.0,288,5.0,288,50.0,792,50.0,25.0
50.0,10.0,289,3.3333333333333335,289,50.0,795,50.0,16.666666666666668
50.0,10.0,290,3.3333333333333335,290,50.0,798,50.0,16.666666666666668
50.0,10.0,291,3.3333333333333335,291,50.0,801,50.0,16.666666666666668
50.0,10.0,292,5.0,292,50.0,803,50.0,25.0
50.0,10.0,293,3.3333333333333335,293,50.0,806,50.0,16.666666666666668
50.0,10.0,294,5.0,294,50.0,808,50.0,25.0
50.0,10.0,295,5.0,295,50.0,810,50.0,25.0
50.0,10.0,296,5.0,296,50.0,812,50.0,25.0
50.0,10.0,297,5.0,297,50.0,814,50.0,25.0
50.0,10.0,298,5.0,298,50.0,816,50.0,25.0
50.0,10.0,299,3.3333333333333335,299,50.0,819,50.0,16.666666666666668
50.0,10.0,300,3.3333333333333335,300,50.0,822,50.0,16.666666666666668
50.0,10.0,301,5.0,301,50.0,824,50.0,25.0
50.0,10.0,302,5.0,302,50.0,826,50.0,25.0
50.0,10.0,303,3.3333333333333335,303,50.0,829,50.0,16.666666666666668
50.0,10.0,304,3.3333333333333335,304,50.0,832,50.0,16.666666666666668
50.0,10.0,305,3.3333333333333335,305,50.0,835,50.0,16.666666666666668
50.0,10.0,306,5.0,306,50.0,837,50.0,25.0
50.0,10.0,307,5.0,307,50.0,839,50.0,25.0
50.0,10.0,308,5.0,308,50.0,841,50.0,25.0
50.0,10.0,309,5.0,309,50.0,843,50.0,25.0
50.0,10.0,310,5.0,310,50.0,845,50.0,25.0
10.0,50.0,311,16.666666666666668,311,50.0,848,50.0,3.3333333333333335
50.0,10.0,312,5.0,312,50.0,850,50.0,25.0
10.0,50.0,313,16.666666666666668,313,50.0,853,50.0,3.3333333333333335
50.0,10.0,314,5.0,314,50.0,855,50.0,25.0
50.0,10.0,315,5.0,315,50.0,857,50.0,25.0
10.0,50.0,316,16.666666666666668,316,50.0,860,50.0,3.3333333333333335
50.0,10.0,317,5.0,317,50.0,862,50.0,25.0
50.0,10.0,318,3.3333333333333335,318,50.0,865,50.0,16.666666666666668
50.0,10.0,319,3.3333333333333335,319,50.0,868,50.0,16.666666666666668
50.0,10.0,320,5.0,320,50.0,870,50.0,25.0
50.0,10.0,321,5.0,321,50.0,872,50.0,25.0
50.0,10.0,322,5.0,322,50.0,874,50.0,25.0
50.0,10.0,323,5.0,323,50.0,876,50.0,25.0
-5.0,-5.0,324,-1.6666666666666667,324,50.0,879,50.0,-1.6666666666666667
50.0,10.0,325,3.3333333333333335,325,50.0,882,50.0,16.666666666666668
50.0,10.0,326,5.0,326,50.0,884,50.0,25.0
50.0,10.0,327,3.3333333333333335,327,50.0,887,50.0,16.666666666666668
50.0,10.0,328,5.0,328,50.0,889,50.0,25.0
-5.0,-5.0,329,-2.5,329,50.0,891,50.0,-2.5
-5.0,-5.0,330,-2.5,330,50.0,893,50.0,-2.5
10.0,50.0,331,16.666666666666668,331,50.0,896,50.0,3.3333333333333335
50.0,10.0,332,5.0,332,50.0,898,50.0,25.0
50.0,10.0,333,3.3333333333333335,333,50.0,901,50.0,16.666666666666668
10.0,50.0,334,16.666666666666668,334,50.0,904,50.0,3.3333333333333335
50.0,10.0,335,3.3333333333333335,335,50.0,907,50.0,16.666666666666668
50.0,10.0,336,3.3333333333333335,336,50.0,910,50.0,16.666666666666668
50.0,10.0,337,3.3333333333333335,337,50.0,913,50.0,16.666666666666668
50.0,10.0,338,5.0,338,50.0,915,50.0,25.0
10.0,50.0,339,16.666666666666668,339,50.0,918,50.0,3.3333333333333335
50.0,10.0,340,3.3333333333333335,340,50.0,921,50.0,16.666666666666668
50.0,10.0,341,5.0,341,50.0,923,50.0,25.0
50.0,10.0,342,3.3333333333333335,342,50.0,926,50.0,16.666666666666668
50.0,10.0,343,5.0,343,50.0,928,50.0,25.0
50.0,10.0,344,5.0,344,50.0,930,50.0,25.0
50.0,10.0,345,5.0,345,50.0,932,50.0,25.0
50.0,10.0,346,3.3333333333333335,346,50.0,935,50.0,16.666666666666668
50.0,10.0,347,5.0,347,50.0,937,50.0,25.0
50.0,10.0,348,5.0,348,50.0,939,50.0,25.0
50.0,10.0,349,3.3333333333333335,349,50.0,942,50.0,16.666666666666668
50.0,10.0,350,5.0,350,50.0,944,50.0,25.0
50.0,10.0,351,3.3333333333333335,351,50.0,947,50.0,16.666666666666668
50.0,10.0,352,5.0,352,50.0,949,50.0,25.0
50.0,10.0,353,5.0,353,50.0,951,50.0,25.0
50.0,10.0,354,5.0,354,50.0,953,50.0,25.0
50.0,10.0,355,3.3333333333333335,355,50.0,956,50.0,16.666666666666668
10.0,50.0,356,16.666666666666668,356,50.0,959,50.0,3.3333333333333335
50.0,10.0,357,3.3333333333333335,357,50.0,962,50.0,16.666666666666668
10.0,50.0,358,16.666666666666668,358,50.0,965,50.0,3.3333333333333335
50.0,10.0,359,5.0,359,50.0,967,50.0,25.0
50.0,10.0,360,5.0,360,50.0,969,50.0,25.0
50.0,10.0,361,3.3333333333333335,361,50.0,972,50.0,16.666666666666668
50.0,10.0,362,5.0,362,50.0,974,50.0,25.0
50.0,10.0,363,5.0,363,50.0,976,50.0,25.0
50.0,10.0,364,5.0,364,50.0,978,50.0,25.0
50.0,10.0,365,5.0,365,50.0,980,50.0,25.0
50.0,10.0,366,5.0,366,50.0,982,50.0,25.0
50.0,10.0,367,3.3333333333333335,367,50.0,985,50.0,16.666666666666668
50.0,10.0,368,5.0,368,50.0,987,50.0,25.0
50.0,10.0,369,3.3333333333333335,369,50.0,990,50.0,16.666666666666668
50.0,10.0,370,5.0,370,50.0,992,50.0,25.0
50.0,10.0,371,5.0,371,50.0,994,50.0,25.0
50.0,10.0,372,5.0,372,50.0,996,50.0,25.0
50.0,10.0,373,3.3333333333333335,373,50.0,999,50.0,16.666666666666668
