mean-path-return_agent_0,last-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_0,episodes,mean-path-return_agent_1,max-path-return_agent_1,episode_reward,total-samples
3.3333333333333335,10.0,50.0,10.0,1,16.666666666666668,50.0,1,3
16.666666666666668,50.0,10.0,50.0,2,3.3333333333333335,50.0,2,6
-1.6666666666666667,-5.0,-5.0,50.0,3,-1.6666666666666667,50.0,3,9
16.666666666666668,50.0,10.0,50.0,4,3.3333333333333335,50.0,4,12
5.0,10.0,50.0,50.0,5,25.0,50.0,5,14
3.3333333333333335,10.0,50.0,50.0,6,16.666666666666668,50.0,6,17
-1.6666666666666667,-5.0,-5.0,50.0,7,-1.6666666666666667,50.0,7,20
3.3333333333333335,10.0,50.0,50.0,8,16.666666666666668,50.0,8,23
3.3333333333333335,10.0,50.0,50.0,9,16.666666666666668,50.0,9,26
-2.5,-5.0,-5.0,50.0,10,-2.5,50.0,10,28
25.0,50.0,10.0,50.0,11,5.0,50.0,11,30
-1.6666666666666667,-5.0,-5.0,50.0,12,-1.6666666666666667,50.0,12,33
-1.6666666666666667,-5.0,-5.0,50.0,13,-1.6666666666666667,50.0,13,36
16.666666666666668,50.0,10.0,50.0,14,3.3333333333333335,50.0,14,39
16.666666666666668,50.0,10.0,50.0,15,3.3333333333333335,50.0,15,42
3.3333333333333335,10.0,50.0,50.0,16,16.666666666666668,50.0,16,45
16.666666666666668,50.0,10.0,50.0,17,3.3333333333333335,50.0,17,48
16.666666666666668,50.0,10.0,50.0,18,3.3333333333333335,50.0,18,51
16.666666666666668,50.0,10.0,50.0,19,3.3333333333333335,50.0,19,54
3.3333333333333335,10.0,50.0,50.0,20,16.666666666666668,50.0,20,57
16.666666666666668,50.0,10.0,50.0,21,3.3333333333333335,50.0,21,60
3.3333333333333335,10.0,50.0,50.0,22,16.666666666666668,50.0,22,63
3.3333333333333335,10.0,50.0,50.0,23,16.666666666666668,50.0,23,66
2.5,10.0,50.0,50.0,24,12.5,50.0,24,70
3.3333333333333335,10.0,50.0,50.0,25,16.666666666666668,50.0,25,73
3.3333333333333335,10.0,50.0,50.0,26,16.666666666666668,50.0,26,76
3.3333333333333335,10.0,50.0,50.0,27,16.666666666666668,50.0,27,79
25.0,50.0,10.0,50.0,28,5.0,50.0,28,81
25.0,50.0,10.0,50.0,29,5.0,50.0,29,83
16.666666666666668,50.0,10.0,50.0,30,3.3333333333333335,50.0,30,86
-1.6666666666666667,-5.0,-5.0,50.0,31,-1.6666666666666667,50.0,31,89
16.666666666666668,50.0,10.0,50.0,32,3.3333333333333335,50.0,32,92
3.3333333333333335,10.0,50.0,50.0,33,16.666666666666668,50.0,33,95
16.666666666666668,50.0,10.0,50.0,34,3.3333333333333335,50.0,34,98
5.0,10.0,50.0,50.0,35,25.0,50.0,35,100
16.666666666666668,50.0,10.0,50.0,36,3.3333333333333335,50.0,36,103
25.0,50.0,10.0,50.0,37,5.0,50.0,37,105
-1.6666666666666667,-5.0,-5.0,50.0,38,-1.6666666666666667,50.0,38,108
25.0,50.0,10.0,50.0,39,5.0,50.0,39,110
16.666666666666668,50.0,10.0,50.0,40,3.3333333333333335,50.0,40,113
-2.5,-5.0,-5.0,50.0,41,-2.5,50.0,41,115
3.3333333333333335,10.0,50.0,50.0,42,16.666666666666668,50.0,42,118
5.0,10.0,50.0,50.0,43,25.0,50.0,43,120
-5.0,-10.0,-10.0,50.0,44,-5.0,50.0,44,122
16.666666666666668,50.0,10.0,50.0,45,3.3333333333333335,50.0,45,125
3.3333333333333335,10.0,50.0,50.0,46,16.666666666666668,50.0,46,128
3.3333333333333335,10.0,50.0,50.0,47,16.666666666666668,50.0,47,131
16.666666666666668,50.0,10.0,50.0,48,3.3333333333333335,50.0,48,134
16.666666666666668,50.0,10.0,50.0,49,3.3333333333333335,50.0,49,137
3.3333333333333335,10.0,50.0,50.0,50,16.666666666666668,50.0,50,140
3.3333333333333335,10.0,50.0,50.0,51,16.666666666666668,50.0,51,143
