mean-episode_cost_agent_1,max-path-return_agent_0,last-path-return_agent_1,episodes,mean-episode_cost_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_0,episode_reward,mean-path-return_agent_1,total-samples
0.0,50.0,50.0,121,0.0,10.0,50.0,3.3333333333333335,121,16.666666666666668,344
25.0,50.0,-10.0,122,25.0,-10.0,50.0,-5.0,122,-5.0,346
6.666666666666667,50.0,10.0,123,3.3333333333333335,50.0,50.0,16.666666666666668,123,3.3333333333333335,349
0.0,50.0,50.0,124,0.0,10.0,50.0,3.3333333333333335,124,16.666666666666668,352
0.0,50.0,10.0,125,0.0,50.0,50.0,16.666666666666668,125,3.3333333333333335,355
0.0,50.0,50.0,126,0.0,10.0,50.0,3.3333333333333335,126,16.666666666666668,358
25.0,50.0,-10.0,127,25.0,-10.0,50.0,-5.0,127,-5.0,360
0.0,50.0,10.0,128,0.0,50.0,50.0,16.666666666666668,128,3.3333333333333335,363
25.0,50.0,-10.0,129,25.0,-10.0,50.0,-5.0,129,-5.0,365
0.0,50.0,50.0,130,0.0,10.0,50.0,3.3333333333333335,130,16.666666666666668,368
0.0,50.0,10.0,131,0.0,50.0,50.0,16.666666666666668,131,3.3333333333333335,371
0.0,50.0,10.0,132,0.0,50.0,50.0,16.666666666666668,132,3.3333333333333335,374
0.0,50.0,10.0,133,0.0,50.0,50.0,25.0,133,5.0,376
0.0,50.0,10.0,134,0.0,50.0,50.0,16.666666666666668,134,3.3333333333333335,379
0.0,50.0,50.0,135,0.0,10.0,50.0,3.3333333333333335,135,16.666666666666668,382
25.0,50.0,-10.0,136,25.0,-10.0,50.0,-5.0,136,-5.0,384
0.0,50.0,50.0,137,3.3333333333333335,10.0,50.0,3.3333333333333335,137,16.666666666666668,387
0.0,50.0,50.0,138,0.0,10.0,50.0,3.3333333333333335,138,16.666666666666668,390
0.0,50.0,10.0,139,0.0,50.0,50.0,25.0,139,5.0,392
0.0,50.0,10.0,140,0.0,50.0,50.0,25.0,140,5.0,394
0.0,50.0,50.0,141,0.0,10.0,50.0,3.3333333333333335,141,16.666666666666668,397
20.0,50.0,-5.0,142,20.0,-5.0,50.0,-1.6666666666666667,142,-1.6666666666666667,400
0.0,50.0,10.0,143,0.0,50.0,50.0,16.666666666666668,143,3.3333333333333335,403
0.0,50.0,10.0,144,0.0,50.0,50.0,16.666666666666668,144,3.3333333333333335,406
0.0,50.0,50.0,145,0.0,10.0,50.0,3.3333333333333335,145,16.666666666666668,409
0.0,50.0,50.0,146,0.0,10.0,50.0,3.3333333333333335,146,16.666666666666668,412
0.0,50.0,50.0,147,0.0,10.0,50.0,3.3333333333333335,147,16.666666666666668,415
0.0,50.0,10.0,148,0.0,50.0,50.0,16.666666666666668,148,3.3333333333333335,418
3.3333333333333335,50.0,10.0,149,0.0,50.0,50.0,16.666666666666668,149,3.3333333333333335,421
0.0,50.0,10.0,150,0.0,50.0,50.0,16.666666666666668,150,3.3333333333333335,424
0.0,50.0,10.0,151,0.0,50.0,50.0,16.666666666666668,151,3.3333333333333335,427
0.0,50.0,50.0,152,0.0,10.0,50.0,3.3333333333333335,152,16.666666666666668,430
16.666666666666668,50.0,-5.0,153,16.666666666666668,-5.0,50.0,-1.6666666666666667,153,-1.6666666666666667,433
0.0,50.0,50.0,154,6.666666666666667,10.0,50.0,3.3333333333333335,154,16.666666666666668,436
25.0,50.0,-10.0,155,25.0,-10.0,50.0,-5.0,155,-5.0,438
16.666666666666668,50.0,-5.0,156,16.666666666666668,-5.0,50.0,-1.6666666666666667,156,-1.6666666666666667,441
0.0,50.0,50.0,157,0.0,10.0,50.0,3.3333333333333335,157,16.666666666666668,444
0.0,50.0,50.0,158,0.0,10.0,50.0,3.3333333333333335,158,16.666666666666668,447
16.666666666666668,50.0,-5.0,159,16.666666666666668,-5.0,50.0,-1.6666666666666667,159,-1.6666666666666667,450
0.0,50.0,10.0,160,0.0,50.0,50.0,16.666666666666668,160,3.3333333333333335,453
0.0,50.0,50.0,161,0.0,10.0,50.0,3.3333333333333335,161,16.666666666666668,456
0.0,50.0,10.0,162,0.0,50.0,50.0,16.666666666666668,162,3.3333333333333335,459
25.0,50.0,-10.0,163,25.0,-10.0,50.0,-5.0,163,-5.0,461
0.0,50.0,50.0,164,0.0,10.0,50.0,3.3333333333333335,164,16.666666666666668,464
0.0,50.0,10.0,165,0.0,50.0,50.0,16.666666666666668,165,3.3333333333333335,467
0.0,50.0,50.0,166,3.3333333333333335,10.0,50.0,3.3333333333333335,166,16.666666666666668,470
16.666666666666668,50.0,-5.0,167,16.666666666666668,-5.0,50.0,-1.6666666666666667,167,-1.6666666666666667,473
0.0,50.0,50.0,168,0.0,10.0,50.0,3.3333333333333335,168,16.666666666666668,476
0.0,50.0,50.0,169,0.0,10.0,50.0,5.0,169,25.0,478
0.0,50.0,50.0,170,6.666666666666667,10.0,50.0,3.3333333333333335,170,16.666666666666668,481
0.0,50.0,50.0,171,0.0,10.0,50.0,3.3333333333333335,171,16.666666666666668,484
0.0,50.0,10.0,172,0.0,50.0,50.0,16.666666666666668,172,3.3333333333333335,487
6.666666666666667,50.0,10.0,173,0.0,50.0,50.0,16.666666666666668,173,3.3333333333333335,490
0.0,50.0,10.0,174,0.0,50.0,50.0,16.666666666666668,174,3.3333333333333335,493
16.666666666666668,50.0,-5.0,175,16.666666666666668,-5.0,50.0,-1.6666666666666667,175,-1.6666666666666667,496
16.666666666666668,50.0,-5.0,176,16.666666666666668,-5.0,50.0,-1.6666666666666667,176,-1.6666666666666667,499
6.666666666666667,50.0,10.0,177,0.0,50.0,50.0,16.666666666666668,177,3.3333333333333335,502
25.0,50.0,-5.0,178,25.0,-5.0,50.0,-2.5,178,-2.5,504
0.0,50.0,50.0,179,0.0,10.0,50.0,3.3333333333333335,179,16.666666666666668,507
0.0,50.0,10.0,180,0.0,50.0,50.0,16.666666666666668,180,3.3333333333333335,510
25.0,50.0,-5.0,181,25.0,-5.0,50.0,-2.5,181,-2.5,512
0.0,50.0,10.0,182,0.0,50.0,50.0,16.666666666666668,182,3.3333333333333335,515
0.0,50.0,50.0,183,0.0,10.0,50.0,3.3333333333333335,183,16.666666666666668,518
0.0,50.0,50.0,184,0.0,10.0,50.0,3.3333333333333335,184,16.666666666666668,521
0.0,50.0,50.0,185,0.0,10.0,50.0,3.3333333333333335,185,16.666666666666668,524
25.0,50.0,-5.0,186,25.0,-5.0,50.0,-2.5,186,-2.5,526
0.0,50.0,10.0,187,0.0,50.0,50.0,16.666666666666668,187,3.3333333333333335,529
0.0,50.0,10.0,188,0.0,50.0,50.0,16.666666666666668,188,3.3333333333333335,532
0.0,50.0,50.0,189,0.0,10.0,50.0,3.3333333333333335,189,16.666666666666668,535
0.0,50.0,10.0,190,0.0,50.0,50.0,16.666666666666668,190,3.3333333333333335,538
0.0,50.0,50.0,191,0.0,10.0,50.0,3.3333333333333335,191,16.666666666666668,541
16.666666666666668,50.0,-5.0,192,16.666666666666668,-5.0,50.0,-1.6666666666666667,192,-1.6666666666666667,544
0.0,50.0,50.0,193,0.0,10.0,50.0,3.3333333333333335,193,16.666666666666668,547
16.666666666666668,50.0,-5.0,194,16.666666666666668,-5.0,50.0,-1.6666666666666667,194,-1.6666666666666667,550
0.0,50.0,50.0,195,0.0,10.0,50.0,3.3333333333333335,195,16.666666666666668,553
0.0,50.0,10.0,196,0.0,50.0,50.0,16.666666666666668,196,3.3333333333333335,556
0.0,50.0,50.0,197,0.0,10.0,50.0,5.0,197,25.0,558
0.0,50.0,10.0,198,0.0,50.0,50.0,16.666666666666668,198,3.3333333333333335,561
0.0,50.0,50.0,199,0.0,10.0,50.0,3.3333333333333335,199,16.666666666666668,564
16.666666666666668,50.0,-5.0,200,16.666666666666668,-5.0,50.0,-1.6666666666666667,200,-1.6666666666666667,567
0.0,50.0,50.0,201,0.0,10.0,50.0,3.3333333333333335,201,16.666666666666668,570
0.0,50.0,50.0,202,6.666666666666667,10.0,50.0,3.3333333333333335,202,16.666666666666668,573
0.0,50.0,50.0,203,0.0,10.0,50.0,3.3333333333333335,203,16.666666666666668,576
3.3333333333333335,50.0,10.0,204,0.0,50.0,50.0,16.666666666666668,204,3.3333333333333335,579
0.0,50.0,10.0,205,0.0,50.0,50.0,25.0,205,5.0,581
0.0,50.0,10.0,206,0.0,50.0,50.0,25.0,206,5.0,583
16.666666666666668,50.0,-5.0,207,16.666666666666668,-5.0,50.0,-1.6666666666666667,207,-1.6666666666666667,586
