total-samples,mean-path-return_agent_0,max-path-return_agent_1,episode_reward,mean-path-return_agent_1,last-path-return_agent_0,max-path-return_agent_0,last-path-return_agent_1,episodes
397,3.3333333333333335,50.0,140,16.666666666666668,10.0,50.0,50.0,140
400,16.666666666666668,50.0,141,3.3333333333333335,50.0,50.0,10.0,141
402,-5.0,50.0,142,-5.0,-10.0,50.0,-10.0,142
405,3.3333333333333335,50.0,143,16.666666666666668,10.0,50.0,50.0,143
408,16.666666666666668,50.0,144,3.3333333333333335,50.0,50.0,10.0,144
411,3.3333333333333335,50.0,145,16.666666666666668,10.0,50.0,50.0,145
414,-1.6666666666666667,50.0,146,-1.6666666666666667,-5.0,50.0,-5.0,146
417,-1.6666666666666667,50.0,147,-1.6666666666666667,-5.0,50.0,-5.0,147
420,16.666666666666668,50.0,148,3.3333333333333335,50.0,50.0,10.0,148
423,16.666666666666668,50.0,149,3.3333333333333335,50.0,50.0,10.0,149
425,-2.5,50.0,150,-2.5,-5.0,50.0,-5.0,150
428,3.3333333333333335,50.0,151,16.666666666666668,10.0,50.0,50.0,151
431,16.666666666666668,50.0,152,3.3333333333333335,50.0,50.0,10.0,152
434,3.3333333333333335,50.0,153,16.666666666666668,10.0,50.0,50.0,153
437,16.666666666666668,50.0,154,3.3333333333333335,50.0,50.0,10.0,154
440,16.666666666666668,50.0,155,3.3333333333333335,50.0,50.0,10.0,155
443,3.3333333333333335,50.0,156,16.666666666666668,10.0,50.0,50.0,156
445,-5.0,50.0,157,-5.0,-10.0,50.0,-10.0,157
448,3.3333333333333335,50.0,158,16.666666666666668,10.0,50.0,50.0,158
451,16.666666666666668,50.0,159,3.3333333333333335,50.0,50.0,10.0,159
454,16.666666666666668,50.0,160,3.3333333333333335,50.0,50.0,10.0,160
456,5.0,50.0,161,25.0,10.0,50.0,50.0,161
459,-1.6666666666666667,50.0,162,-1.6666666666666667,-5.0,50.0,-5.0,162
462,3.3333333333333335,50.0,163,16.666666666666668,10.0,50.0,50.0,163
464,-2.5,50.0,164,-2.5,-5.0,50.0,-5.0,164
467,16.666666666666668,50.0,165,3.3333333333333335,50.0,50.0,10.0,165
470,16.666666666666668,50.0,166,3.3333333333333335,50.0,50.0,10.0,166
473,-1.6666666666666667,50.0,167,-1.6666666666666667,-5.0,50.0,-5.0,167
475,-2.5,50.0,168,-2.5,-5.0,50.0,-5.0,168
478,16.666666666666668,50.0,169,3.3333333333333335,50.0,50.0,10.0,169
481,-1.6666666666666667,50.0,170,-1.6666666666666667,-5.0,50.0,-5.0,170
484,-1.6666666666666667,50.0,171,-1.6666666666666667,-5.0,50.0,-5.0,171
487,16.666666666666668,50.0,172,3.3333333333333335,50.0,50.0,10.0,172
490,3.3333333333333335,50.0,173,16.666666666666668,10.0,50.0,50.0,173
493,-1.6666666666666667,50.0,174,-1.6666666666666667,-5.0,50.0,-5.0,174
496,3.3333333333333335,50.0,175,16.666666666666668,10.0,50.0,50.0,175
499,16.666666666666668,50.0,176,3.3333333333333335,50.0,50.0,10.0,176
502,16.666666666666668,50.0,177,3.3333333333333335,50.0,50.0,10.0,177
505,16.666666666666668,50.0,178,3.3333333333333335,50.0,50.0,10.0,178
508,-1.6666666666666667,50.0,179,-1.6666666666666667,-5.0,50.0,-5.0,179
511,16.666666666666668,50.0,180,3.3333333333333335,50.0,50.0,10.0,180
514,16.666666666666668,50.0,181,3.3333333333333335,50.0,50.0,10.0,181
517,3.3333333333333335,50.0,182,16.666666666666668,10.0,50.0,50.0,182
520,16.666666666666668,50.0,183,3.3333333333333335,50.0,50.0,10.0,183
523,3.3333333333333335,50.0,184,16.666666666666668,10.0,50.0,50.0,184
525,5.0,50.0,185,25.0,10.0,50.0,50.0,185
528,3.3333333333333335,50.0,186,16.666666666666668,10.0,50.0,50.0,186
531,-1.6666666666666667,50.0,187,-1.6666666666666667,-5.0,50.0,-5.0,187
534,16.666666666666668,50.0,188,3.3333333333333335,50.0,50.0,10.0,188
537,16.666666666666668,50.0,189,3.3333333333333335,50.0,50.0,10.0,189
540,3.3333333333333335,50.0,190,16.666666666666668,10.0,50.0,50.0,190
542,-2.5,50.0,191,-2.5,-5.0,50.0,-5.0,191
545,16.666666666666668,50.0,192,3.3333333333333335,50.0,50.0,10.0,192
548,3.3333333333333335,50.0,193,16.666666666666668,10.0,50.0,50.0,193
550,25.0,50.0,194,5.0,50.0,50.0,10.0,194
553,3.3333333333333335,50.0,195,16.666666666666668,10.0,50.0,50.0,195
556,16.666666666666668,50.0,196,3.3333333333333335,50.0,50.0,10.0,196
559,16.666666666666668,50.0,197,3.3333333333333335,50.0,50.0,10.0,197
561,-5.0,50.0,198,-5.0,-10.0,50.0,-10.0,198
564,-1.6666666666666667,50.0,199,-1.6666666666666667,-5.0,50.0,-5.0,199
567,16.666666666666668,50.0,200,3.3333333333333335,50.0,50.0,10.0,200
570,16.666666666666668,50.0,201,3.3333333333333335,50.0,50.0,10.0,201
573,3.3333333333333335,50.0,202,16.666666666666668,10.0,50.0,50.0,202
577,2.5,50.0,203,12.5,10.0,50.0,50.0,203
580,3.3333333333333335,50.0,204,16.666666666666668,10.0,50.0,50.0,204
583,3.3333333333333335,50.0,205,16.666666666666668,10.0,50.0,50.0,205
585,-2.5,50.0,206,-2.5,-5.0,50.0,-5.0,206
588,-1.6666666666666667,50.0,207,-1.6666666666666667,-5.0,50.0,-5.0,207
591,16.666666666666668,50.0,208,3.3333333333333335,50.0,50.0,10.0,208
594,16.666666666666668,50.0,209,3.3333333333333335,50.0,50.0,10.0,209
597,16.666666666666668,50.0,210,3.3333333333333335,50.0,50.0,10.0,210
600,-1.6666666666666667,50.0,211,-1.6666666666666667,-5.0,50.0,-5.0,211
603,16.666666666666668,50.0,212,3.3333333333333335,50.0,50.0,10.0,212
606,16.666666666666668,50.0,213,3.3333333333333335,50.0,50.0,10.0,213
608,25.0,50.0,214,5.0,50.0,50.0,10.0,214
611,16.666666666666668,50.0,215,3.3333333333333335,50.0,50.0,10.0,215
614,16.666666666666668,50.0,216,3.3333333333333335,50.0,50.0,10.0,216
616,25.0,50.0,217,5.0,50.0,50.0,10.0,217
619,16.666666666666668,50.0,218,3.3333333333333335,50.0,50.0,10.0,218
622,16.666666666666668,50.0,219,3.3333333333333335,50.0,50.0,10.0,219
625,16.666666666666668,50.0,220,3.3333333333333335,50.0,50.0,10.0,220
628,16.666666666666668,50.0,221,3.3333333333333335,50.0,50.0,10.0,221
631,16.666666666666668,50.0,222,3.3333333333333335,50.0,50.0,10.0,222
634,3.3333333333333335,50.0,223,16.666666666666668,10.0,50.0,50.0,223
637,-1.6666666666666667,50.0,224,-1.6666666666666667,-5.0,50.0,-5.0,224
640,16.666666666666668,50.0,225,3.3333333333333335,50.0,50.0,10.0,225
643,16.666666666666668,50.0,226,3.3333333333333335,50.0,50.0,10.0,226
646,16.666666666666668,50.0,227,3.3333333333333335,50.0,50.0,10.0,227
649,-1.6666666666666667,50.0,228,-1.6666666666666667,-5.0,50.0,-5.0,228
652,16.666666666666668,50.0,229,3.3333333333333335,50.0,50.0,10.0,229
655,16.666666666666668,50.0,230,3.3333333333333335,50.0,50.0,10.0,230
658,16.666666666666668,50.0,231,3.3333333333333335,50.0,50.0,10.0,231
661,16.666666666666668,50.0,232,3.3333333333333335,50.0,50.0,10.0,232
664,-1.6666666666666667,50.0,233,-1.6666666666666667,-5.0,50.0,-5.0,233
667,16.666666666666668,50.0,234,3.3333333333333335,50.0,50.0,10.0,234
669,25.0,50.0,235,5.0,50.0,50.0,10.0,235
671,25.0,50.0,236,5.0,50.0,50.0,10.0,236
673,25.0,50.0,237,5.0,50.0,50.0,10.0,237
675,25.0,50.0,238,5.0,50.0,50.0,10.0,238
677,25.0,50.0,239,5.0,50.0,50.0,10.0,239
680,16.666666666666668,50.0,240,3.3333333333333335,50.0,50.0,10.0,240
682,25.0,50.0,241,5.0,50.0,50.0,10.0,241
684,25.0,50.0,242,5.0,50.0,50.0,10.0,242
686,25.0,50.0,243,5.0,50.0,50.0,10.0,243
688,25.0,50.0,244,5.0,50.0,50.0,10.0,244
691,16.666666666666668,50.0,245,3.3333333333333335,50.0,50.0,10.0,245
693,25.0,50.0,246,5.0,50.0,50.0,10.0,246
695,25.0,50.0,247,5.0,50.0,50.0,10.0,247
697,25.0,50.0,248,5.0,50.0,50.0,10.0,248
699,25.0,50.0,249,5.0,50.0,50.0,10.0,249
701,25.0,50.0,250,5.0,50.0,50.0,10.0,250
704,16.666666666666668,50.0,251,3.3333333333333335,50.0,50.0,10.0,251
706,25.0,50.0,252,5.0,50.0,50.0,10.0,252
708,25.0,50.0,253,5.0,50.0,50.0,10.0,253
710,25.0,50.0,254,5.0,50.0,50.0,10.0,254
713,16.666666666666668,50.0,255,3.3333333333333335,50.0,50.0,10.0,255
715,25.0,50.0,256,5.0,50.0,50.0,10.0,256
717,25.0,50.0,257,5.0,50.0,50.0,10.0,257
719,-2.5,50.0,258,-2.5,-5.0,50.0,-5.0,258
721,25.0,50.0,259,5.0,50.0,50.0,10.0,259
723,25.0,50.0,260,5.0,50.0,50.0,10.0,260
726,16.666666666666668,50.0,261,3.3333333333333335,50.0,50.0,10.0,261
729,16.666666666666668,50.0,262,3.3333333333333335,50.0,50.0,10.0,262
731,25.0,50.0,263,5.0,50.0,50.0,10.0,263
734,16.666666666666668,50.0,264,3.3333333333333335,50.0,50.0,10.0,264
736,25.0,50.0,265,5.0,50.0,50.0,10.0,265
738,25.0,50.0,266,5.0,50.0,50.0,10.0,266
740,-5.0,50.0,267,-5.0,-10.0,50.0,-10.0,267
743,16.666666666666668,50.0,268,3.3333333333333335,50.0,50.0,10.0,268
745,25.0,50.0,269,5.0,50.0,50.0,10.0,269
747,25.0,50.0,270,5.0,50.0,50.0,10.0,270
750,16.666666666666668,50.0,271,3.3333333333333335,50.0,50.0,10.0,271
753,-1.6666666666666667,50.0,272,-1.6666666666666667,-5.0,50.0,-5.0,272
756,3.3333333333333335,50.0,273,16.666666666666668,10.0,50.0,50.0,273
758,25.0,50.0,274,5.0,50.0,50.0,10.0,274
760,25.0,50.0,275,5.0,50.0,50.0,10.0,275
763,16.666666666666668,50.0,276,3.3333333333333335,50.0,50.0,10.0,276
765,25.0,50.0,277,5.0,50.0,50.0,10.0,277
767,5.0,50.0,278,25.0,10.0,50.0,50.0,278
769,25.0,50.0,279,5.0,50.0,50.0,10.0,279
771,25.0,50.0,280,5.0,50.0,50.0,10.0,280
773,25.0,50.0,281,5.0,50.0,50.0,10.0,281
775,25.0,50.0,282,5.0,50.0,50.0,10.0,282
777,-2.5,50.0,283,-2.5,-5.0,50.0,-5.0,283
780,-1.6666666666666667,50.0,284,-1.6666666666666667,-5.0,50.0,-5.0,284
782,25.0,50.0,285,5.0,50.0,50.0,10.0,285
785,16.666666666666668,50.0,286,3.3333333333333335,50.0,50.0,10.0,286
788,3.3333333333333335,50.0,287,16.666666666666668,10.0,50.0,50.0,287
790,25.0,50.0,288,5.0,50.0,50.0,10.0,288
793,16.666666666666668,50.0,289,3.3333333333333335,50.0,50.0,10.0,289
795,25.0,50.0,290,5.0,50.0,50.0,10.0,290
797,25.0,50.0,291,5.0,50.0,50.0,10.0,291
799,25.0,50.0,292,5.0,50.0,50.0,10.0,292
802,16.666666666666668,50.0,293,3.3333333333333335,50.0,50.0,10.0,293
804,25.0,50.0,294,5.0,50.0,50.0,10.0,294
806,25.0,50.0,295,5.0,50.0,50.0,10.0,295
808,25.0,50.0,296,5.0,50.0,50.0,10.0,296
810,25.0,50.0,297,5.0,50.0,50.0,10.0,297
812,-2.5,50.0,298,-2.5,-5.0,50.0,-5.0,298
815,-1.6666666666666667,50.0,299,-1.6666666666666667,-5.0,50.0,-5.0,299
817,25.0,50.0,300,5.0,50.0,50.0,10.0,300
819,25.0,50.0,301,5.0,50.0,50.0,10.0,301
821,25.0,50.0,302,5.0,50.0,50.0,10.0,302
824,16.666666666666668,50.0,303,3.3333333333333335,50.0,50.0,10.0,303
826,25.0,50.0,304,5.0,50.0,50.0,10.0,304
828,25.0,50.0,305,5.0,50.0,50.0,10.0,305
831,3.3333333333333335,50.0,306,16.666666666666668,10.0,50.0,50.0,306
833,25.0,50.0,307,5.0,50.0,50.0,10.0,307
835,25.0,50.0,308,5.0,50.0,50.0,10.0,308
838,3.3333333333333335,50.0,309,16.666666666666668,10.0,50.0,50.0,309
840,-2.5,50.0,310,-2.5,-5.0,50.0,-5.0,310
842,25.0,50.0,311,5.0,50.0,50.0,10.0,311
845,16.666666666666668,50.0,312,3.3333333333333335,50.0,50.0,10.0,312
847,25.0,50.0,313,5.0,50.0,50.0,10.0,313
849,-2.5,50.0,314,-2.5,-5.0,50.0,-5.0,314
851,25.0,50.0,315,5.0,50.0,50.0,10.0,315
853,25.0,50.0,316,5.0,50.0,50.0,10.0,316
856,16.666666666666668,50.0,317,3.3333333333333335,50.0,50.0,10.0,317
858,25.0,50.0,318,5.0,50.0,50.0,10.0,318
861,16.666666666666668,50.0,319,3.3333333333333335,50.0,50.0,10.0,319
863,25.0,50.0,320,5.0,50.0,50.0,10.0,320
865,25.0,50.0,321,5.0,50.0,50.0,10.0,321
867,25.0,50.0,322,5.0,50.0,50.0,10.0,322
869,-2.5,50.0,323,-2.5,-5.0,50.0,-5.0,323
872,-1.6666666666666667,50.0,324,-1.6666666666666667,-5.0,50.0,-5.0,324
874,25.0,50.0,325,5.0,50.0,50.0,10.0,325
876,25.0,50.0,326,5.0,50.0,50.0,10.0,326
878,25.0,50.0,327,5.0,50.0,50.0,10.0,327
880,-2.5,50.0,328,-2.5,-5.0,50.0,-5.0,328
883,3.3333333333333335,50.0,329,16.666666666666668,10.0,50.0,50.0,329
885,25.0,50.0,330,5.0,50.0,50.0,10.0,330
887,25.0,50.0,331,5.0,50.0,50.0,10.0,331
890,16.666666666666668,50.0,332,3.3333333333333335,50.0,50.0,10.0,332
892,25.0,50.0,333,5.0,50.0,50.0,10.0,333
895,16.666666666666668,50.0,334,3.3333333333333335,50.0,50.0,10.0,334
897,-2.5,50.0,335,-2.5,-5.0,50.0,-5.0,335
899,25.0,50.0,336,5.0,50.0,50.0,10.0,336
901,-2.5,50.0,337,-2.5,-5.0,50.0,-5.0,337
903,25.0,50.0,338,5.0,50.0,50.0,10.0,338
906,16.666666666666668,50.0,339,3.3333333333333335,50.0,50.0,10.0,339
909,16.666666666666668,50.0,340,3.3333333333333335,50.0,50.0,10.0,340
911,25.0,50.0,341,5.0,50.0,50.0,10.0,341
914,3.3333333333333335,50.0,342,16.666666666666668,10.0,50.0,50.0,342
916,25.0,50.0,343,5.0,50.0,50.0,10.0,343
919,3.3333333333333335,50.0,344,16.666666666666668,10.0,50.0,50.0,344
922,16.666666666666668,50.0,345,3.3333333333333335,50.0,50.0,10.0,345
926,2.5,50.0,346,12.5,10.0,50.0,50.0,346
928,25.0,50.0,347,5.0,50.0,50.0,10.0,347
930,25.0,50.0,348,5.0,50.0,50.0,10.0,348
932,25.0,50.0,349,5.0,50.0,50.0,10.0,349
935,16.666666666666668,50.0,350,3.3333333333333335,50.0,50.0,10.0,350
938,-1.6666666666666667,50.0,351,-1.6666666666666667,-5.0,50.0,-5.0,351
941,16.666666666666668,50.0,352,3.3333333333333335,50.0,50.0,10.0,352
944,16.666666666666668,50.0,353,3.3333333333333335,50.0,50.0,10.0,353
946,-5.0,50.0,354,-5.0,-10.0,50.0,-10.0,354
949,16.666666666666668,50.0,355,3.3333333333333335,50.0,50.0,10.0,355
952,16.666666666666668,50.0,356,3.3333333333333335,50.0,50.0,10.0,356
954,25.0,50.0,357,5.0,50.0,50.0,10.0,357
957,16.666666666666668,50.0,358,3.3333333333333335,50.0,50.0,10.0,358
959,25.0,50.0,359,5.0,50.0,50.0,10.0,359
961,-2.5,50.0,360,-2.5,-5.0,50.0,-5.0,360
963,5.0,50.0,361,25.0,10.0,50.0,50.0,361
965,-2.5,50.0,362,-2.5,-5.0,50.0,-5.0,362
967,25.0,50.0,363,5.0,50.0,50.0,10.0,363
969,25.0,50.0,364,5.0,50.0,50.0,10.0,364
971,25.0,50.0,365,5.0,50.0,50.0,10.0,365
973,-2.5,50.0,366,-2.5,-5.0,50.0,-5.0,366
975,25.0,50.0,367,5.0,50.0,50.0,10.0,367
977,25.0,50.0,368,5.0,50.0,50.0,10.0,368
980,16.666666666666668,50.0,369,3.3333333333333335,50.0,50.0,10.0,369
982,25.0,50.0,370,5.0,50.0,50.0,10.0,370
984,25.0,50.0,371,5.0,50.0,50.0,10.0,371
987,-1.6666666666666667,50.0,372,-1.6666666666666667,-5.0,50.0,-5.0,372
989,25.0,50.0,373,5.0,50.0,50.0,10.0,373
991,25.0,50.0,374,5.0,50.0,50.0,10.0,374
993,25.0,50.0,375,5.0,50.0,50.0,10.0,375
995,25.0,50.0,376,5.0,50.0,50.0,10.0,376
997,-2.5,50.0,377,-2.5,-5.0,50.0,-5.0,377
1000,3.3333333333333335,50.0,378,16.666666666666668,10.0,50.0,50.0,378
