mean-path-return_agent_1,last-path-return_agent_0,last-path-return_agent_1,mean-episode_cost_agent_0,total-samples,mean-path-return_agent_0,mean-episode_cost_agent_1,max-path-return_agent_1,episodes,episode_reward,max-path-return_agent_0
-5.0,-10.0,-10.0,25.0,156,-5.0,25.0,50.0,56,56,50.0
25.0,10.0,50.0,0.0,158,5.0,0.0,50.0,57,57,50.0
-5.0,-10.0,-10.0,25.0,160,-5.0,25.0,50.0,58,58,50.0
-5.0,-10.0,-10.0,25.0,162,-5.0,25.0,50.0,59,59,50.0
25.0,10.0,50.0,5.0,164,5.0,0.0,50.0,60,60,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,167,-1.6666666666666667,16.666666666666668,50.0,61,61,50.0
16.666666666666668,10.0,50.0,0.0,170,3.3333333333333335,0.0,50.0,62,62,50.0
16.666666666666668,10.0,50.0,0.0,173,3.3333333333333335,0.0,50.0,63,63,50.0
16.666666666666668,10.0,50.0,0.0,176,3.3333333333333335,0.0,50.0,64,64,50.0
3.3333333333333335,50.0,10.0,0.0,179,16.666666666666668,0.0,50.0,65,65,50.0
3.3333333333333335,50.0,10.0,0.0,182,16.666666666666668,0.0,50.0,66,66,50.0
16.666666666666668,10.0,50.0,0.0,185,3.3333333333333335,0.0,50.0,67,67,50.0
16.666666666666668,10.0,50.0,0.0,188,3.3333333333333335,0.0,50.0,68,68,50.0
25.0,10.0,50.0,0.0,190,5.0,0.0,50.0,69,69,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,193,-1.6666666666666667,16.666666666666668,50.0,70,70,50.0
3.3333333333333335,50.0,10.0,0.0,196,16.666666666666668,0.0,50.0,71,71,50.0
16.666666666666668,10.0,50.0,0.0,199,3.3333333333333335,0.0,50.0,72,72,50.0
16.666666666666668,10.0,50.0,0.0,202,3.3333333333333335,3.3333333333333335,50.0,73,73,50.0
16.666666666666668,10.0,50.0,0.0,205,3.3333333333333335,0.0,50.0,74,74,50.0
5.0,50.0,10.0,0.0,207,25.0,0.0,50.0,75,75,50.0
16.666666666666668,10.0,50.0,0.0,210,3.3333333333333335,0.0,50.0,76,76,50.0
16.666666666666668,10.0,50.0,0.0,213,3.3333333333333335,0.0,50.0,77,77,50.0
3.3333333333333335,50.0,10.0,0.0,216,16.666666666666668,0.0,50.0,78,78,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,219,-1.6666666666666667,16.666666666666668,50.0,79,79,50.0
3.3333333333333335,50.0,10.0,0.0,222,16.666666666666668,6.666666666666667,50.0,80,80,50.0
16.666666666666668,10.0,50.0,0.0,225,3.3333333333333335,0.0,50.0,81,81,50.0
16.666666666666668,10.0,50.0,0.0,228,3.3333333333333335,0.0,50.0,82,82,50.0
16.666666666666668,10.0,50.0,6.666666666666667,231,3.3333333333333335,0.0,50.0,83,83,50.0
-2.5,-5.0,-5.0,25.0,233,-2.5,25.0,50.0,84,84,50.0
16.666666666666668,10.0,50.0,0.0,236,3.3333333333333335,0.0,50.0,85,85,50.0
3.3333333333333335,50.0,10.0,0.0,239,16.666666666666668,0.0,50.0,86,86,50.0
16.666666666666668,10.0,50.0,3.3333333333333335,242,3.3333333333333335,0.0,50.0,87,87,50.0
16.666666666666668,10.0,50.0,0.0,245,3.3333333333333335,0.0,50.0,88,88,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,248,-1.6666666666666667,16.666666666666668,50.0,89,89,50.0
3.3333333333333335,50.0,10.0,0.0,251,16.666666666666668,0.0,50.0,90,90,50.0
16.666666666666668,10.0,50.0,0.0,254,3.3333333333333335,0.0,50.0,91,91,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,257,-1.6666666666666667,16.666666666666668,50.0,92,92,50.0
5.0,50.0,10.0,0.0,259,25.0,0.0,50.0,93,93,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,262,-1.6666666666666667,16.666666666666668,50.0,94,94,50.0
3.3333333333333335,50.0,10.0,0.0,265,16.666666666666668,6.666666666666667,50.0,95,95,50.0
-2.5,-5.0,-5.0,25.0,267,-2.5,25.0,50.0,96,96,50.0
5.0,50.0,10.0,0.0,269,25.0,0.0,50.0,97,97,50.0
16.666666666666668,10.0,50.0,0.0,272,3.3333333333333335,0.0,50.0,98,98,50.0
16.666666666666668,10.0,50.0,3.3333333333333335,275,3.3333333333333335,0.0,50.0,99,99,50.0
16.666666666666668,10.0,50.0,6.666666666666667,278,3.3333333333333335,0.0,50.0,100,100,50.0
3.3333333333333335,50.0,10.0,0.0,281,16.666666666666668,0.0,50.0,101,101,50.0
16.666666666666668,10.0,50.0,0.0,284,3.3333333333333335,0.0,50.0,102,102,50.0
5.0,50.0,10.0,0.0,286,25.0,0.0,50.0,103,103,50.0
16.666666666666668,10.0,50.0,0.0,289,3.3333333333333335,0.0,50.0,104,104,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,292,-1.6666666666666667,16.666666666666668,50.0,105,105,50.0
5.0,50.0,10.0,0.0,294,25.0,0.0,50.0,106,106,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,297,-1.6666666666666667,16.666666666666668,50.0,107,107,50.0
16.666666666666668,10.0,50.0,0.0,300,3.3333333333333335,0.0,50.0,108,108,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,303,-1.6666666666666667,16.666666666666668,50.0,109,109,50.0
3.3333333333333335,50.0,10.0,0.0,306,16.666666666666668,0.0,50.0,110,110,50.0
5.0,50.0,10.0,0.0,308,25.0,0.0,50.0,111,111,50.0
-5.0,-10.0,-10.0,25.0,310,-5.0,25.0,50.0,112,112,50.0
25.0,10.0,50.0,0.0,312,5.0,0.0,50.0,113,113,50.0
16.666666666666668,10.0,50.0,0.0,315,3.3333333333333335,0.0,50.0,114,114,50.0
16.666666666666668,10.0,50.0,0.0,318,3.3333333333333335,0.0,50.0,115,115,50.0
16.666666666666668,10.0,50.0,0.0,321,3.3333333333333335,0.0,50.0,116,116,50.0
3.3333333333333335,50.0,10.0,0.0,324,16.666666666666668,0.0,50.0,117,117,50.0
3.3333333333333335,50.0,10.0,0.0,327,16.666666666666668,0.0,50.0,118,118,50.0
3.3333333333333335,50.0,10.0,0.0,330,16.666666666666668,0.0,50.0,119,119,50.0
3.3333333333333335,50.0,10.0,0.0,333,16.666666666666668,0.0,50.0,120,120,50.0
16.666666666666668,10.0,50.0,0.0,336,3.3333333333333335,0.0,50.0,121,121,50.0
-2.5,-5.0,-5.0,25.0,338,-2.5,25.0,50.0,122,122,50.0
16.666666666666668,10.0,50.0,0.0,341,3.3333333333333335,0.0,50.0,123,123,50.0
3.3333333333333335,50.0,10.0,0.0,344,16.666666666666668,6.666666666666667,50.0,124,124,50.0
3.3333333333333335,50.0,10.0,0.0,347,16.666666666666668,6.666666666666667,50.0,125,125,50.0
3.3333333333333335,50.0,10.0,0.0,350,16.666666666666668,3.3333333333333335,50.0,126,126,50.0
3.3333333333333335,50.0,10.0,0.0,353,16.666666666666668,6.666666666666667,50.0,127,127,50.0
3.3333333333333335,50.0,10.0,0.0,356,16.666666666666668,0.0,50.0,128,128,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,359,-1.6666666666666667,16.666666666666668,50.0,129,129,50.0
16.666666666666668,10.0,50.0,0.0,362,3.3333333333333335,0.0,50.0,130,130,50.0
-5.0,-10.0,-10.0,25.0,364,-5.0,25.0,50.0,131,131,50.0
16.666666666666668,10.0,50.0,6.666666666666667,367,3.3333333333333335,0.0,50.0,132,132,50.0
-5.0,-10.0,-10.0,25.0,369,-5.0,25.0,50.0,133,133,50.0
16.666666666666668,10.0,50.0,0.0,372,3.3333333333333335,0.0,50.0,134,134,50.0
5.0,50.0,10.0,0.0,374,25.0,0.0,50.0,135,135,50.0
3.3333333333333335,50.0,10.0,0.0,377,16.666666666666668,6.666666666666667,50.0,136,136,50.0
16.666666666666668,10.0,50.0,3.3333333333333335,380,3.3333333333333335,0.0,50.0,137,137,50.0
16.666666666666668,10.0,50.0,0.0,383,3.3333333333333335,0.0,50.0,138,138,50.0
3.3333333333333335,50.0,10.0,0.0,386,16.666666666666668,3.3333333333333335,50.0,139,139,50.0
3.3333333333333335,50.0,10.0,0.0,389,16.666666666666668,0.0,50.0,140,140,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,392,-1.6666666666666667,16.666666666666668,50.0,141,141,50.0
16.666666666666668,10.0,50.0,0.0,395,3.3333333333333335,0.0,50.0,142,142,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,398,-1.6666666666666667,16.666666666666668,50.0,143,143,50.0
16.666666666666668,10.0,50.0,0.0,401,3.3333333333333335,0.0,50.0,144,144,50.0
3.3333333333333335,50.0,10.0,0.0,404,16.666666666666668,0.0,50.0,145,145,50.0
16.666666666666668,10.0,50.0,0.0,407,3.3333333333333335,0.0,50.0,146,146,50.0
3.3333333333333335,50.0,10.0,0.0,410,16.666666666666668,0.0,50.0,147,147,50.0
16.666666666666668,10.0,50.0,0.0,413,3.3333333333333335,0.0,50.0,148,148,50.0
3.3333333333333335,50.0,10.0,0.0,416,16.666666666666668,3.3333333333333335,50.0,149,149,50.0
16.666666666666668,10.0,50.0,0.0,419,3.3333333333333335,0.0,50.0,150,150,50.0
16.666666666666668,10.0,50.0,0.0,422,3.3333333333333335,0.0,50.0,151,151,50.0
3.3333333333333335,50.0,10.0,0.0,425,16.666666666666668,0.0,50.0,152,152,50.0
-2.5,-5.0,-5.0,25.0,427,-2.5,25.0,50.0,153,153,50.0
16.666666666666668,10.0,50.0,0.0,430,3.3333333333333335,0.0,50.0,154,154,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,433,-1.6666666666666667,16.666666666666668,50.0,155,155,50.0
-2.5,-5.0,-5.0,25.0,435,-2.5,25.0,50.0,156,156,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,438,-1.6666666666666667,16.666666666666668,50.0,157,157,50.0
-2.5,-5.0,-5.0,25.0,440,-2.5,25.0,50.0,158,158,50.0
16.666666666666668,10.0,50.0,0.0,443,3.3333333333333335,0.0,50.0,159,159,50.0
3.3333333333333335,50.0,10.0,0.0,446,16.666666666666668,0.0,50.0,160,160,50.0
3.3333333333333335,50.0,10.0,0.0,449,16.666666666666668,0.0,50.0,161,161,50.0
16.666666666666668,10.0,50.0,0.0,452,3.3333333333333335,0.0,50.0,162,162,50.0
25.0,10.0,50.0,0.0,454,5.0,0.0,50.0,163,163,50.0
3.3333333333333335,50.0,10.0,0.0,457,16.666666666666668,0.0,50.0,164,164,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,460,-1.6666666666666667,16.666666666666668,50.0,165,165,50.0
16.666666666666668,10.0,50.0,0.0,463,3.3333333333333335,0.0,50.0,166,166,50.0
3.3333333333333335,50.0,10.0,0.0,466,16.666666666666668,0.0,50.0,167,167,50.0
16.666666666666668,10.0,50.0,0.0,469,3.3333333333333335,0.0,50.0,168,168,50.0
-5.0,-10.0,-10.0,25.0,471,-5.0,25.0,50.0,169,169,50.0
16.666666666666668,10.0,50.0,3.3333333333333335,474,3.3333333333333335,0.0,50.0,170,170,50.0
16.666666666666668,10.0,50.0,0.0,477,3.3333333333333335,0.0,50.0,171,171,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,480,-1.6666666666666667,16.666666666666668,50.0,172,172,50.0
16.666666666666668,10.0,50.0,0.0,483,3.3333333333333335,0.0,50.0,173,173,50.0
3.3333333333333335,50.0,10.0,0.0,486,16.666666666666668,0.0,50.0,174,174,50.0
3.3333333333333335,50.0,10.0,0.0,489,16.666666666666668,0.0,50.0,175,175,50.0
3.3333333333333335,50.0,10.0,0.0,492,16.666666666666668,6.666666666666667,50.0,176,176,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,495,-1.6666666666666667,16.666666666666668,50.0,177,177,50.0
16.666666666666668,10.0,50.0,0.0,498,3.3333333333333335,0.0,50.0,178,178,50.0
16.666666666666668,10.0,50.0,0.0,501,3.3333333333333335,0.0,50.0,179,179,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,504,-1.6666666666666667,16.666666666666668,50.0,180,180,50.0
-1.6666666666666667,-5.0,-5.0,16.666666666666668,507,-1.6666666666666667,16.666666666666668,50.0,181,181,50.0
