max-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,episodes,mean-path-return_agent_0,last-path-return_agent_0,episode_reward,last-path-return_agent_1,total-samples
10.0,50.0,16.666666666666668,1,3.3333333333333335,10.0,1,50.0,3
50.0,50.0,3.3333333333333335,2,16.666666666666668,50.0,2,10.0,6
50.0,50.0,-1.6666666666666667,3,-1.6666666666666667,-5.0,3,-5.0,9
50.0,50.0,3.3333333333333335,4,16.666666666666668,50.0,4,10.0,12
50.0,50.0,16.666666666666668,5,3.3333333333333335,10.0,5,50.0,15
50.0,50.0,3.3333333333333335,6,16.666666666666668,50.0,6,10.0,18
50.0,50.0,3.3333333333333335,7,16.666666666666668,50.0,7,10.0,21
50.0,50.0,3.3333333333333335,8,16.666666666666668,50.0,8,10.0,24
50.0,50.0,-5.0,9,-5.0,-10.0,9,-10.0,26
50.0,50.0,16.666666666666668,10,3.3333333333333335,10.0,10,50.0,29
50.0,50.0,16.666666666666668,11,3.3333333333333335,10.0,11,50.0,32
50.0,50.0,3.3333333333333335,12,16.666666666666668,50.0,12,10.0,35
50.0,50.0,16.666666666666668,13,3.3333333333333335,10.0,13,50.0,38
50.0,50.0,3.3333333333333335,14,16.666666666666668,50.0,14,10.0,41
50.0,50.0,3.3333333333333335,15,16.666666666666668,50.0,15,10.0,44
50.0,50.0,-5.0,16,-5.0,-10.0,16,-10.0,46
50.0,50.0,-1.6666666666666667,17,-1.6666666666666667,-5.0,17,-5.0,49
50.0,50.0,16.666666666666668,18,3.3333333333333335,10.0,18,50.0,52
50.0,50.0,3.3333333333333335,19,16.666666666666668,50.0,19,10.0,55
50.0,50.0,-1.6666666666666667,20,-1.6666666666666667,-5.0,20,-5.0,58
50.0,50.0,16.666666666666668,21,3.3333333333333335,10.0,21,50.0,61
50.0,50.0,3.3333333333333335,22,16.666666666666668,50.0,22,10.0,64
50.0,50.0,3.3333333333333335,23,16.666666666666668,50.0,23,10.0,67
50.0,50.0,-1.6666666666666667,24,-1.6666666666666667,-5.0,24,-5.0,70
50.0,50.0,3.3333333333333335,25,16.666666666666668,50.0,25,10.0,73
50.0,50.0,3.3333333333333335,26,16.666666666666668,50.0,26,10.0,76
50.0,50.0,3.3333333333333335,27,16.666666666666668,50.0,27,10.0,79
50.0,50.0,3.3333333333333335,28,16.666666666666668,50.0,28,10.0,82
50.0,50.0,3.3333333333333335,29,16.666666666666668,50.0,29,10.0,85
50.0,50.0,3.3333333333333335,30,16.666666666666668,50.0,30,10.0,88
50.0,50.0,3.3333333333333335,31,16.666666666666668,50.0,31,10.0,91
50.0,50.0,3.3333333333333335,32,16.666666666666668,50.0,32,10.0,94
50.0,50.0,3.3333333333333335,33,16.666666666666668,50.0,33,10.0,97
50.0,50.0,-1.6666666666666667,34,-1.6666666666666667,-5.0,34,-5.0,100
50.0,50.0,16.666666666666668,35,3.3333333333333335,10.0,35,50.0,103
50.0,50.0,16.666666666666668,36,3.3333333333333335,10.0,36,50.0,106
50.0,50.0,-1.6666666666666667,37,-1.6666666666666667,-5.0,37,-5.0,109
50.0,50.0,16.666666666666668,38,3.3333333333333335,10.0,38,50.0,112
50.0,50.0,3.3333333333333335,39,16.666666666666668,50.0,39,10.0,115
50.0,50.0,16.666666666666668,40,3.3333333333333335,10.0,40,50.0,118
50.0,50.0,16.666666666666668,41,3.3333333333333335,10.0,41,50.0,121
50.0,50.0,3.3333333333333335,42,16.666666666666668,50.0,42,10.0,124
50.0,50.0,5.0,43,25.0,50.0,43,10.0,126
50.0,50.0,-1.6666666666666667,44,-1.6666666666666667,-5.0,44,-5.0,129
50.0,50.0,16.666666666666668,45,3.3333333333333335,10.0,45,50.0,132
50.0,50.0,16.666666666666668,46,3.3333333333333335,10.0,46,50.0,135
50.0,50.0,3.3333333333333335,47,16.666666666666668,50.0,47,10.0,138
50.0,50.0,25.0,48,5.0,10.0,48,50.0,140
50.0,50.0,5.0,49,25.0,50.0,49,10.0,142
50.0,50.0,-2.5,50,-2.5,-5.0,50,-5.0,144
50.0,50.0,3.3333333333333335,51,16.666666666666668,50.0,51,10.0,147
50.0,50.0,-1.6666666666666667,52,-1.6666666666666667,-5.0,52,-5.0,150
50.0,50.0,-1.6666666666666667,53,-1.6666666666666667,-5.0,53,-5.0,153
50.0,50.0,-1.6666666666666667,54,-1.6666666666666667,-5.0,54,-5.0,156
50.0,50.0,-1.6666666666666667,55,-1.6666666666666667,-5.0,55,-5.0,159
50.0,50.0,16.666666666666668,56,3.3333333333333335,10.0,56,50.0,162
50.0,50.0,3.3333333333333335,57,16.666666666666668,50.0,57,10.0,165
50.0,50.0,-1.6666666666666667,58,-1.6666666666666667,-5.0,58,-5.0,168
50.0,50.0,16.666666666666668,59,3.3333333333333335,10.0,59,50.0,171
50.0,50.0,3.3333333333333335,60,16.666666666666668,50.0,60,10.0,174
50.0,50.0,-1.6666666666666667,61,-1.6666666666666667,-5.0,61,-5.0,177
50.0,50.0,16.666666666666668,62,3.3333333333333335,10.0,62,50.0,180
50.0,50.0,3.3333333333333335,63,16.666666666666668,50.0,63,10.0,183
50.0,50.0,16.666666666666668,64,3.3333333333333335,10.0,64,50.0,186
50.0,50.0,3.3333333333333335,65,16.666666666666668,50.0,65,10.0,189
50.0,50.0,16.666666666666668,66,3.3333333333333335,10.0,66,50.0,192
50.0,50.0,-1.6666666666666667,67,-1.6666666666666667,-5.0,67,-5.0,195
50.0,50.0,3.3333333333333335,68,16.666666666666668,50.0,68,10.0,198
50.0,50.0,-5.0,69,-5.0,-10.0,69,-10.0,200
50.0,50.0,16.666666666666668,70,3.3333333333333335,10.0,70,50.0,203
50.0,50.0,3.3333333333333335,71,16.666666666666668,50.0,71,10.0,206
50.0,50.0,5.0,72,25.0,50.0,72,10.0,208
50.0,50.0,16.666666666666668,73,3.3333333333333335,10.0,73,50.0,211
50.0,50.0,3.3333333333333335,74,16.666666666666668,50.0,74,10.0,214
50.0,50.0,-1.6666666666666667,75,-1.6666666666666667,-5.0,75,-5.0,217
50.0,50.0,-5.0,76,-5.0,-10.0,76,-10.0,219
50.0,50.0,16.666666666666668,77,3.3333333333333335,10.0,77,50.0,222
50.0,50.0,16.666666666666668,78,3.3333333333333335,10.0,78,50.0,225
50.0,50.0,3.3333333333333335,79,16.666666666666668,50.0,79,10.0,228
50.0,50.0,16.666666666666668,80,3.3333333333333335,10.0,80,50.0,231
50.0,50.0,16.666666666666668,81,3.3333333333333335,10.0,81,50.0,234
50.0,50.0,3.3333333333333335,82,16.666666666666668,50.0,82,10.0,237
50.0,50.0,16.666666666666668,83,3.3333333333333335,10.0,83,50.0,240
50.0,50.0,-5.0,84,-5.0,-10.0,84,-10.0,242
50.0,50.0,3.3333333333333335,85,16.666666666666668,50.0,85,10.0,245
50.0,50.0,16.666666666666668,86,3.3333333333333335,10.0,86,50.0,248
50.0,50.0,5.0,87,25.0,50.0,87,10.0,250
50.0,50.0,16.666666666666668,88,3.3333333333333335,10.0,88,50.0,253
50.0,50.0,16.666666666666668,89,3.3333333333333335,10.0,89,50.0,256
50.0,50.0,16.666666666666668,90,3.3333333333333335,10.0,90,50.0,259
50.0,50.0,-1.6666666666666667,91,-1.6666666666666667,-5.0,91,-5.0,262
50.0,50.0,16.666666666666668,92,3.3333333333333335,10.0,92,50.0,265
50.0,50.0,16.666666666666668,93,3.3333333333333335,10.0,93,50.0,268
50.0,50.0,16.666666666666668,94,3.3333333333333335,10.0,94,50.0,271
50.0,50.0,3.3333333333333335,95,16.666666666666668,50.0,95,10.0,274
50.0,50.0,3.3333333333333335,96,16.666666666666668,50.0,96,10.0,277
50.0,50.0,-1.6666666666666667,97,-1.6666666666666667,-5.0,97,-5.0,280
50.0,50.0,16.666666666666668,98,3.3333333333333335,10.0,98,50.0,283
50.0,50.0,3.3333333333333335,99,16.666666666666668,50.0,99,10.0,286
50.0,50.0,16.666666666666668,100,3.3333333333333335,10.0,100,50.0,289
50.0,50.0,16.666666666666668,101,3.3333333333333335,10.0,101,50.0,292
50.0,50.0,-1.6666666666666667,102,-1.6666666666666667,-5.0,102,-5.0,295
50.0,50.0,-2.5,103,-2.5,-5.0,103,-5.0,297
50.0,50.0,16.666666666666668,104,3.3333333333333335,10.0,104,50.0,300
50.0,50.0,3.3333333333333335,105,16.666666666666668,50.0,105,10.0,303
50.0,50.0,16.666666666666668,106,3.3333333333333335,10.0,106,50.0,306
50.0,50.0,3.3333333333333335,107,16.666666666666668,50.0,107,10.0,309
50.0,50.0,16.666666666666668,108,3.3333333333333335,10.0,108,50.0,312
50.0,50.0,3.3333333333333335,109,16.666666666666668,50.0,109,10.0,315
50.0,50.0,25.0,110,5.0,10.0,110,50.0,317
50.0,50.0,-2.5,111,-2.5,-5.0,111,-5.0,319
50.0,50.0,16.666666666666668,112,3.3333333333333335,10.0,112,50.0,322
50.0,50.0,16.666666666666668,113,3.3333333333333335,10.0,113,50.0,325
50.0,50.0,-5.0,114,-5.0,-10.0,114,-10.0,327
50.0,50.0,-1.6666666666666667,115,-1.6666666666666667,-5.0,115,-5.0,330
50.0,50.0,3.3333333333333335,116,16.666666666666668,50.0,116,10.0,333
50.0,50.0,25.0,117,5.0,10.0,117,50.0,335
50.0,50.0,-1.6666666666666667,118,-1.6666666666666667,-5.0,118,-5.0,338
50.0,50.0,16.666666666666668,119,3.3333333333333335,10.0,119,50.0,341
50.0,50.0,16.666666666666668,120,3.3333333333333335,10.0,120,50.0,344
50.0,50.0,-2.5,121,-2.5,-5.0,121,-5.0,346
50.0,50.0,3.3333333333333335,122,16.666666666666668,50.0,122,10.0,349
50.0,50.0,3.3333333333333335,123,16.666666666666668,50.0,123,10.0,352
50.0,50.0,-5.0,124,-5.0,-10.0,124,-10.0,354
50.0,50.0,3.3333333333333335,125,16.666666666666668,50.0,125,10.0,357
50.0,50.0,3.3333333333333335,126,16.666666666666668,50.0,126,10.0,360
50.0,50.0,16.666666666666668,127,3.3333333333333335,10.0,127,50.0,363
50.0,50.0,16.666666666666668,128,3.3333333333333335,10.0,128,50.0,366
50.0,50.0,3.3333333333333335,129,16.666666666666668,50.0,129,10.0,369
50.0,50.0,3.3333333333333335,130,16.666666666666668,50.0,130,10.0,372
50.0,50.0,-2.5,131,-2.5,-5.0,131,-5.0,374
50.0,50.0,16.666666666666668,132,3.3333333333333335,10.0,132,50.0,377
50.0,50.0,3.3333333333333335,133,16.666666666666668,50.0,133,10.0,380
50.0,50.0,16.666666666666668,134,3.3333333333333335,10.0,134,50.0,383
50.0,50.0,-1.6666666666666667,135,-1.6666666666666667,-5.0,135,-5.0,386
50.0,50.0,3.3333333333333335,136,16.666666666666668,50.0,136,10.0,389
50.0,50.0,16.666666666666668,137,3.3333333333333335,10.0,137,50.0,392
50.0,50.0,16.666666666666668,138,3.3333333333333335,10.0,138,50.0,395
50.0,50.0,3.3333333333333335,139,16.666666666666668,50.0,139,10.0,398
50.0,50.0,16.666666666666668,140,3.3333333333333335,10.0,140,50.0,401
50.0,50.0,16.666666666666668,141,3.3333333333333335,10.0,141,50.0,404
50.0,50.0,16.666666666666668,142,3.3333333333333335,10.0,142,50.0,407
50.0,50.0,16.666666666666668,143,3.3333333333333335,10.0,143,50.0,410
50.0,50.0,16.666666666666668,144,3.3333333333333335,10.0,144,50.0,413
50.0,50.0,16.666666666666668,145,3.3333333333333335,10.0,145,50.0,416
50.0,50.0,3.3333333333333335,146,16.666666666666668,50.0,146,10.0,419
50.0,50.0,3.3333333333333335,147,16.666666666666668,50.0,147,10.0,422
50.0,50.0,3.3333333333333335,148,16.666666666666668,50.0,148,10.0,425
50.0,50.0,3.3333333333333335,149,16.666666666666668,50.0,149,10.0,428
50.0,50.0,3.3333333333333335,150,16.666666666666668,50.0,150,10.0,431
50.0,50.0,16.666666666666668,151,3.3333333333333335,10.0,151,50.0,434
50.0,50.0,3.3333333333333335,152,16.666666666666668,50.0,152,10.0,437
50.0,50.0,3.3333333333333335,153,16.666666666666668,50.0,153,10.0,440
50.0,50.0,-1.6666666666666667,154,-1.6666666666666667,-5.0,154,-5.0,443
50.0,50.0,-1.6666666666666667,155,-1.6666666666666667,-5.0,155,-5.0,446
50.0,50.0,3.3333333333333335,156,16.666666666666668,50.0,156,10.0,449
50.0,50.0,16.666666666666668,157,3.3333333333333335,10.0,157,50.0,452
50.0,50.0,3.3333333333333335,158,16.666666666666668,50.0,158,10.0,455
50.0,50.0,-5.0,159,-5.0,-10.0,159,-10.0,457
50.0,50.0,3.3333333333333335,160,16.666666666666668,50.0,160,10.0,460
50.0,50.0,-1.6666666666666667,161,-1.6666666666666667,-5.0,161,-5.0,463
