episode_reward,mean-path-return_agent_0,episodes,max-path-return_agent_1,total-samples,max-path-return_agent_0,mean-path-return_agent_1,last-path-return_agent_1,last-path-return_agent_0
1,-5.0,1,-10.0,2,-10.0,-5.0,-10.0,-10.0
2,16.666666666666668,2,10.0,5,50.0,3.3333333333333335,10.0,50.0
3,3.3333333333333335,3,50.0,8,50.0,16.666666666666668,50.0,10.0
4,3.3333333333333335,4,50.0,11,50.0,16.666666666666668,50.0,10.0
5,16.666666666666668,5,50.0,14,50.0,3.3333333333333335,10.0,50.0
6,-5.0,6,50.0,16,50.0,-5.0,-10.0,-10.0
7,16.666666666666668,7,50.0,19,50.0,3.3333333333333335,10.0,50.0
8,3.3333333333333335,8,50.0,22,50.0,16.666666666666668,50.0,10.0
9,16.666666666666668,9,50.0,25,50.0,3.3333333333333335,10.0,50.0
10,16.666666666666668,10,50.0,28,50.0,3.3333333333333335,10.0,50.0
11,3.3333333333333335,11,50.0,31,50.0,16.666666666666668,50.0,10.0
12,3.3333333333333335,12,50.0,34,50.0,16.666666666666668,50.0,10.0
13,3.3333333333333335,13,50.0,37,50.0,16.666666666666668,50.0,10.0
14,3.3333333333333335,14,50.0,40,50.0,16.666666666666668,50.0,10.0
15,-1.6666666666666667,15,50.0,43,50.0,-1.6666666666666667,-5.0,-5.0
16,-5.0,16,50.0,45,50.0,-5.0,-10.0,-10.0
17,5.0,17,50.0,47,50.0,25.0,50.0,10.0
18,-1.6666666666666667,18,50.0,50,50.0,-1.6666666666666667,-5.0,-5.0
19,16.666666666666668,19,50.0,53,50.0,3.3333333333333335,10.0,50.0
20,-2.5,20,50.0,55,50.0,-2.5,-5.0,-5.0
21,16.666666666666668,21,50.0,58,50.0,3.3333333333333335,10.0,50.0
22,3.3333333333333335,22,50.0,61,50.0,16.666666666666668,50.0,10.0
23,16.666666666666668,23,50.0,64,50.0,3.3333333333333335,10.0,50.0
24,16.666666666666668,24,50.0,67,50.0,3.3333333333333335,10.0,50.0
25,16.666666666666668,25,50.0,70,50.0,3.3333333333333335,10.0,50.0
26,16.666666666666668,26,50.0,73,50.0,3.3333333333333335,10.0,50.0
27,3.3333333333333335,27,50.0,76,50.0,16.666666666666668,50.0,10.0
28,-1.6666666666666667,28,50.0,79,50.0,-1.6666666666666667,-5.0,-5.0
29,-2.5,29,50.0,81,50.0,-2.5,-5.0,-5.0
30,-1.6666666666666667,30,50.0,84,50.0,-1.6666666666666667,-5.0,-5.0
31,3.3333333333333335,31,50.0,87,50.0,16.666666666666668,50.0,10.0
32,3.3333333333333335,32,50.0,90,50.0,16.666666666666668,50.0,10.0
33,3.3333333333333335,33,50.0,93,50.0,16.666666666666668,50.0,10.0
34,3.3333333333333335,34,50.0,96,50.0,16.666666666666668,50.0,10.0
35,3.3333333333333335,35,50.0,99,50.0,16.666666666666668,50.0,10.0
36,16.666666666666668,36,50.0,102,50.0,3.3333333333333335,10.0,50.0
37,-1.6666666666666667,37,50.0,105,50.0,-1.6666666666666667,-5.0,-5.0
38,-1.6666666666666667,38,50.0,108,50.0,-1.6666666666666667,-5.0,-5.0
39,3.3333333333333335,39,50.0,111,50.0,16.666666666666668,50.0,10.0
40,16.666666666666668,40,50.0,114,50.0,3.3333333333333335,10.0,50.0
41,-1.6666666666666667,41,50.0,117,50.0,-1.6666666666666667,-5.0,-5.0
42,3.3333333333333335,42,50.0,120,50.0,16.666666666666668,50.0,10.0
43,25.0,43,50.0,122,50.0,5.0,10.0,50.0
44,25.0,44,50.0,124,50.0,5.0,10.0,50.0
45,16.666666666666668,45,50.0,127,50.0,3.3333333333333335,10.0,50.0
46,-5.0,46,50.0,129,50.0,-5.0,-10.0,-10.0
47,16.666666666666668,47,50.0,132,50.0,3.3333333333333335,10.0,50.0
48,25.0,48,50.0,134,50.0,5.0,10.0,50.0
49,3.3333333333333335,49,50.0,137,50.0,16.666666666666668,50.0,10.0
50,-1.6666666666666667,50,50.0,140,50.0,-1.6666666666666667,-5.0,-5.0
51,25.0,51,50.0,142,50.0,5.0,10.0,50.0
52,3.3333333333333335,52,50.0,145,50.0,16.666666666666668,50.0,10.0
53,16.666666666666668,53,50.0,148,50.0,3.3333333333333335,10.0,50.0
54,3.3333333333333335,54,50.0,151,50.0,16.666666666666668,50.0,10.0
55,25.0,55,50.0,153,50.0,5.0,10.0,50.0
56,-1.6666666666666667,56,50.0,156,50.0,-1.6666666666666667,-5.0,-5.0
57,16.666666666666668,57,50.0,159,50.0,3.3333333333333335,10.0,50.0
58,25.0,58,50.0,161,50.0,5.0,10.0,50.0
59,5.0,59,50.0,163,50.0,25.0,50.0,10.0
60,16.666666666666668,60,50.0,166,50.0,3.3333333333333335,10.0,50.0
61,16.666666666666668,61,50.0,169,50.0,3.3333333333333335,10.0,50.0
62,-5.0,62,50.0,171,50.0,-5.0,-10.0,-10.0
63,16.666666666666668,63,50.0,174,50.0,3.3333333333333335,10.0,50.0
64,16.666666666666668,64,50.0,177,50.0,3.3333333333333335,10.0,50.0
65,16.666666666666668,65,50.0,180,50.0,3.3333333333333335,10.0,50.0
66,3.3333333333333335,66,50.0,183,50.0,16.666666666666668,50.0,10.0
67,-5.0,67,50.0,185,50.0,-5.0,-10.0,-10.0
68,25.0,68,50.0,187,50.0,5.0,10.0,50.0
69,3.3333333333333335,69,50.0,190,50.0,16.666666666666668,50.0,10.0
70,-1.6666666666666667,70,50.0,193,50.0,-1.6666666666666667,-5.0,-5.0
71,-1.6666666666666667,71,50.0,196,50.0,-1.6666666666666667,-5.0,-5.0
72,16.666666666666668,72,50.0,199,50.0,3.3333333333333335,10.0,50.0
73,-5.0,73,50.0,201,50.0,-5.0,-10.0,-10.0
74,3.3333333333333335,74,50.0,204,50.0,16.666666666666668,50.0,10.0
75,3.3333333333333335,75,50.0,207,50.0,16.666666666666668,50.0,10.0
76,3.3333333333333335,76,50.0,210,50.0,16.666666666666668,50.0,10.0
77,-2.5,77,50.0,212,50.0,-2.5,-5.0,-5.0
78,3.3333333333333335,78,50.0,215,50.0,16.666666666666668,50.0,10.0
79,-5.0,79,50.0,217,50.0,-5.0,-10.0,-10.0
80,3.3333333333333335,80,50.0,220,50.0,16.666666666666668,50.0,10.0
81,16.666666666666668,81,50.0,223,50.0,3.3333333333333335,10.0,50.0
82,-2.5,82,50.0,225,50.0,-2.5,-5.0,-5.0
83,3.3333333333333335,83,50.0,228,50.0,16.666666666666668,50.0,10.0
84,25.0,84,50.0,230,50.0,5.0,10.0,50.0
85,16.666666666666668,85,50.0,233,50.0,3.3333333333333335,10.0,50.0
86,12.5,86,50.0,237,50.0,2.5,10.0,50.0
87,16.666666666666668,87,50.0,240,50.0,3.3333333333333335,10.0,50.0
88,16.666666666666668,88,50.0,243,50.0,3.3333333333333335,10.0,50.0
89,-1.6666666666666667,89,50.0,246,50.0,-1.6666666666666667,-5.0,-5.0
90,3.3333333333333335,90,50.0,249,50.0,16.666666666666668,50.0,10.0
91,3.3333333333333335,91,50.0,252,50.0,16.666666666666668,50.0,10.0
92,-2.5,92,50.0,254,50.0,-2.5,-5.0,-5.0
93,16.666666666666668,93,50.0,257,50.0,3.3333333333333335,10.0,50.0
94,3.3333333333333335,94,50.0,260,50.0,16.666666666666668,50.0,10.0
95,16.666666666666668,95,50.0,263,50.0,3.3333333333333335,10.0,50.0
96,3.3333333333333335,96,50.0,266,50.0,16.666666666666668,50.0,10.0
97,16.666666666666668,97,50.0,269,50.0,3.3333333333333335,10.0,50.0
98,-1.6666666666666667,98,50.0,272,50.0,-1.6666666666666667,-5.0,-5.0
99,-5.0,99,50.0,274,50.0,-5.0,-10.0,-10.0
100,25.0,100,50.0,276,50.0,5.0,10.0,50.0
101,-1.6666666666666667,101,50.0,279,50.0,-1.6666666666666667,-5.0,-5.0
102,-2.5,102,50.0,281,50.0,-2.5,-5.0,-5.0
103,-1.6666666666666667,103,50.0,284,50.0,-1.6666666666666667,-5.0,-5.0
104,3.3333333333333335,104,50.0,287,50.0,16.666666666666668,50.0,10.0
105,3.3333333333333335,105,50.0,290,50.0,16.666666666666668,50.0,10.0
106,25.0,106,50.0,292,50.0,5.0,10.0,50.0
107,-1.6666666666666667,107,50.0,295,50.0,-1.6666666666666667,-5.0,-5.0
108,25.0,108,50.0,297,50.0,5.0,10.0,50.0
109,16.666666666666668,109,50.0,300,50.0,3.3333333333333335,10.0,50.0
110,3.3333333333333335,110,50.0,303,50.0,16.666666666666668,50.0,10.0
111,16.666666666666668,111,50.0,306,50.0,3.3333333333333335,10.0,50.0
112,3.3333333333333335,112,50.0,309,50.0,16.666666666666668,50.0,10.0
113,16.666666666666668,113,50.0,312,50.0,3.3333333333333335,10.0,50.0
114,16.666666666666668,114,50.0,315,50.0,3.3333333333333335,10.0,50.0
115,-5.0,115,50.0,317,50.0,-5.0,-10.0,-10.0
116,-1.6666666666666667,116,50.0,320,50.0,-1.6666666666666667,-5.0,-5.0
117,3.3333333333333335,117,50.0,323,50.0,16.666666666666668,50.0,10.0
118,3.3333333333333335,118,50.0,326,50.0,16.666666666666668,50.0,10.0
119,3.3333333333333335,119,50.0,329,50.0,16.666666666666668,50.0,10.0
120,3.3333333333333335,120,50.0,332,50.0,16.666666666666668,50.0,10.0
121,3.3333333333333335,121,50.0,335,50.0,16.666666666666668,50.0,10.0
122,3.3333333333333335,122,50.0,338,50.0,16.666666666666668,50.0,10.0
123,-1.6666666666666667,123,50.0,341,50.0,-1.6666666666666667,-5.0,-5.0
124,16.666666666666668,124,50.0,344,50.0,3.3333333333333335,10.0,50.0
125,3.3333333333333335,125,50.0,347,50.0,16.666666666666668,50.0,10.0
126,-5.0,126,50.0,349,50.0,-5.0,-10.0,-10.0
127,-1.6666666666666667,127,50.0,352,50.0,-1.6666666666666667,-5.0,-5.0
128,16.666666666666668,128,50.0,355,50.0,3.3333333333333335,10.0,50.0
129,3.3333333333333335,129,50.0,358,50.0,16.666666666666668,50.0,10.0
130,-1.6666666666666667,130,50.0,361,50.0,-1.6666666666666667,-5.0,-5.0
131,5.0,131,50.0,363,50.0,25.0,50.0,10.0
132,-5.0,132,50.0,365,50.0,-5.0,-10.0,-10.0
133,3.3333333333333335,133,50.0,368,50.0,16.666666666666668,50.0,10.0
134,16.666666666666668,134,50.0,371,50.0,3.3333333333333335,10.0,50.0
135,-5.0,135,50.0,373,50.0,-5.0,-10.0,-10.0
136,16.666666666666668,136,50.0,376,50.0,3.3333333333333335,10.0,50.0
137,-1.6666666666666667,137,50.0,379,50.0,-1.6666666666666667,-5.0,-5.0
138,16.666666666666668,138,50.0,382,50.0,3.3333333333333335,10.0,50.0
139,16.666666666666668,139,50.0,385,50.0,3.3333333333333335,10.0,50.0
140,-1.6666666666666667,140,50.0,388,50.0,-1.6666666666666667,-5.0,-5.0
141,-1.6666666666666667,141,50.0,391,50.0,-1.6666666666666667,-5.0,-5.0
142,16.666666666666668,142,50.0,394,50.0,3.3333333333333335,10.0,50.0
143,-1.6666666666666667,143,50.0,397,50.0,-1.6666666666666667,-5.0,-5.0
144,16.666666666666668,144,50.0,400,50.0,3.3333333333333335,10.0,50.0
145,-5.0,145,50.0,402,50.0,-5.0,-10.0,-10.0
146,3.3333333333333335,146,50.0,405,50.0,16.666666666666668,50.0,10.0
147,3.3333333333333335,147,50.0,408,50.0,16.666666666666668,50.0,10.0
148,3.3333333333333335,148,50.0,411,50.0,16.666666666666668,50.0,10.0
149,3.3333333333333335,149,50.0,414,50.0,16.666666666666668,50.0,10.0
150,16.666666666666668,150,50.0,417,50.0,3.3333333333333335,10.0,50.0
151,-1.6666666666666667,151,50.0,420,50.0,-1.6666666666666667,-5.0,-5.0
152,-1.6666666666666667,152,50.0,423,50.0,-1.6666666666666667,-5.0,-5.0
153,16.666666666666668,153,50.0,426,50.0,3.3333333333333335,10.0,50.0
154,3.3333333333333335,154,50.0,429,50.0,16.666666666666668,50.0,10.0
155,3.3333333333333335,155,50.0,432,50.0,16.666666666666668,50.0,10.0
156,-1.6666666666666667,156,50.0,435,50.0,-1.6666666666666667,-5.0,-5.0
157,-5.0,157,50.0,437,50.0,-5.0,-10.0,-10.0
158,16.666666666666668,158,50.0,440,50.0,3.3333333333333335,10.0,50.0
159,3.3333333333333335,159,50.0,443,50.0,16.666666666666668,50.0,10.0
160,16.666666666666668,160,50.0,446,50.0,3.3333333333333335,10.0,50.0
161,-5.0,161,50.0,448,50.0,-5.0,-10.0,-10.0
162,3.3333333333333335,162,50.0,451,50.0,16.666666666666668,50.0,10.0
163,3.3333333333333335,163,50.0,454,50.0,16.666666666666668,50.0,10.0
164,16.666666666666668,164,50.0,457,50.0,3.3333333333333335,10.0,50.0
165,3.3333333333333335,165,50.0,460,50.0,16.666666666666668,50.0,10.0
166,16.666666666666668,166,50.0,463,50.0,3.3333333333333335,10.0,50.0
167,-1.6666666666666667,167,50.0,466,50.0,-1.6666666666666667,-5.0,-5.0
168,16.666666666666668,168,50.0,469,50.0,3.3333333333333335,10.0,50.0
169,-5.0,169,50.0,471,50.0,-5.0,-10.0,-10.0
170,-1.6666666666666667,170,50.0,474,50.0,-1.6666666666666667,-5.0,-5.0
171,-1.6666666666666667,171,50.0,477,50.0,-1.6666666666666667,-5.0,-5.0
172,3.3333333333333335,172,50.0,480,50.0,16.666666666666668,50.0,10.0
173,3.3333333333333335,173,50.0,483,50.0,16.666666666666668,50.0,10.0
174,16.666666666666668,174,50.0,486,50.0,3.3333333333333335,10.0,50.0
175,3.3333333333333335,175,50.0,489,50.0,16.666666666666668,50.0,10.0
176,-2.5,176,50.0,491,50.0,-2.5,-5.0,-5.0
177,3.3333333333333335,177,50.0,494,50.0,16.666666666666668,50.0,10.0
178,16.666666666666668,178,50.0,497,50.0,3.3333333333333335,10.0,50.0
179,16.666666666666668,179,50.0,500,50.0,3.3333333333333335,10.0,50.0
180,3.3333333333333335,180,50.0,503,50.0,16.666666666666668,50.0,10.0
181,-1.6666666666666667,181,50.0,506,50.0,-1.6666666666666667,-5.0,-5.0
182,-1.6666666666666667,182,50.0,509,50.0,-1.6666666666666667,-5.0,-5.0
183,-1.6666666666666667,183,50.0,512,50.0,-1.6666666666666667,-5.0,-5.0
184,5.0,184,50.0,514,50.0,25.0,50.0,10.0
185,3.3333333333333335,185,50.0,517,50.0,16.666666666666668,50.0,10.0
186,3.3333333333333335,186,50.0,520,50.0,16.666666666666668,50.0,10.0
187,16.666666666666668,187,50.0,523,50.0,3.3333333333333335,10.0,50.0
188,3.3333333333333335,188,50.0,526,50.0,16.666666666666668,50.0,10.0
189,16.666666666666668,189,50.0,529,50.0,3.3333333333333335,10.0,50.0
190,-5.0,190,50.0,531,50.0,-5.0,-10.0,-10.0
191,-1.6666666666666667,191,50.0,534,50.0,-1.6666666666666667,-5.0,-5.0
192,3.3333333333333335,192,50.0,537,50.0,16.666666666666668,50.0,10.0
193,3.3333333333333335,193,50.0,540,50.0,16.666666666666668,50.0,10.0
194,3.3333333333333335,194,50.0,543,50.0,16.666666666666668,50.0,10.0
195,3.3333333333333335,195,50.0,546,50.0,16.666666666666668,50.0,10.0
196,3.3333333333333335,196,50.0,549,50.0,16.666666666666668,50.0,10.0
197,-1.6666666666666667,197,50.0,552,50.0,-1.6666666666666667,-5.0,-5.0
198,-2.5,198,50.0,554,50.0,-2.5,-5.0,-5.0
199,-1.6666666666666667,199,50.0,557,50.0,-1.6666666666666667,-5.0,-5.0
200,-5.0,200,50.0,559,50.0,-5.0,-10.0,-10.0
201,16.666666666666668,201,50.0,562,50.0,3.3333333333333335,10.0,50.0
202,16.666666666666668,202,50.0,565,50.0,3.3333333333333335,10.0,50.0
203,3.3333333333333335,203,50.0,568,50.0,16.666666666666668,50.0,10.0
204,3.3333333333333335,204,50.0,571,50.0,16.666666666666668,50.0,10.0
205,-1.6666666666666667,205,50.0,574,50.0,-1.6666666666666667,-5.0,-5.0
206,16.666666666666668,206,50.0,577,50.0,3.3333333333333335,10.0,50.0
207,3.3333333333333335,207,50.0,580,50.0,16.666666666666668,50.0,10.0
208,3.3333333333333335,208,50.0,583,50.0,16.666666666666668,50.0,10.0
209,-1.6666666666666667,209,50.0,586,50.0,-1.6666666666666667,-5.0,-5.0
210,16.666666666666668,210,50.0,589,50.0,3.3333333333333335,10.0,50.0
211,16.666666666666668,211,50.0,592,50.0,3.3333333333333335,10.0,50.0
212,3.3333333333333335,212,50.0,595,50.0,16.666666666666668,50.0,10.0
213,25.0,213,50.0,597,50.0,5.0,10.0,50.0
214,16.666666666666668,214,50.0,600,50.0,3.3333333333333335,10.0,50.0
215,12.5,215,50.0,604,50.0,2.5,10.0,50.0
216,3.3333333333333335,216,50.0,607,50.0,16.666666666666668,50.0,10.0
217,3.3333333333333335,217,50.0,610,50.0,16.666666666666668,50.0,10.0
218,3.3333333333333335,218,50.0,613,50.0,16.666666666666668,50.0,10.0
219,3.3333333333333335,219,50.0,616,50.0,16.666666666666668,50.0,10.0
220,3.3333333333333335,220,50.0,619,50.0,16.666666666666668,50.0,10.0
221,16.666666666666668,221,50.0,622,50.0,3.3333333333333335,10.0,50.0
222,-1.6666666666666667,222,50.0,625,50.0,-1.6666666666666667,-5.0,-5.0
223,3.3333333333333335,223,50.0,628,50.0,16.666666666666668,50.0,10.0
224,16.666666666666668,224,50.0,631,50.0,3.3333333333333335,10.0,50.0
225,16.666666666666668,225,50.0,634,50.0,3.3333333333333335,10.0,50.0
226,-1.6666666666666667,226,50.0,637,50.0,-1.6666666666666667,-5.0,-5.0
227,-1.6666666666666667,227,50.0,640,50.0,-1.6666666666666667,-5.0,-5.0
228,3.3333333333333335,228,50.0,643,50.0,16.666666666666668,50.0,10.0
229,25.0,229,50.0,645,50.0,5.0,10.0,50.0
230,16.666666666666668,230,50.0,648,50.0,3.3333333333333335,10.0,50.0
231,25.0,231,50.0,650,50.0,5.0,10.0,50.0
232,3.3333333333333335,232,50.0,653,50.0,16.666666666666668,50.0,10.0
233,16.666666666666668,233,50.0,656,50.0,3.3333333333333335,10.0,50.0
234,16.666666666666668,234,50.0,659,50.0,3.3333333333333335,10.0,50.0
235,-5.0,235,50.0,661,50.0,-5.0,-10.0,-10.0
236,5.0,236,50.0,663,50.0,25.0,50.0,10.0
237,-2.5,237,50.0,665,50.0,-2.5,-5.0,-5.0
238,-1.6666666666666667,238,50.0,668,50.0,-1.6666666666666667,-5.0,-5.0
239,3.3333333333333335,239,50.0,671,50.0,16.666666666666668,50.0,10.0
240,-5.0,240,50.0,673,50.0,-5.0,-10.0,-10.0
241,3.3333333333333335,241,50.0,676,50.0,16.666666666666668,50.0,10.0
242,16.666666666666668,242,50.0,679,50.0,3.3333333333333335,10.0,50.0
243,16.666666666666668,243,50.0,682,50.0,3.3333333333333335,10.0,50.0
244,16.666666666666668,244,50.0,685,50.0,3.3333333333333335,10.0,50.0
245,-1.6666666666666667,245,50.0,688,50.0,-1.6666666666666667,-5.0,-5.0
246,3.3333333333333335,246,50.0,691,50.0,16.666666666666668,50.0,10.0
247,16.666666666666668,247,50.0,694,50.0,3.3333333333333335,10.0,50.0
248,25.0,248,50.0,696,50.0,5.0,10.0,50.0
249,-2.5,249,50.0,698,50.0,-2.5,-5.0,-5.0
250,-2.5,250,50.0,700,50.0,-2.5,-5.0,-5.0
251,16.666666666666668,251,50.0,703,50.0,3.3333333333333335,10.0,50.0
252,16.666666666666668,252,50.0,706,50.0,3.3333333333333335,10.0,50.0
253,5.0,253,50.0,708,50.0,25.0,50.0,10.0
254,-1.6666666666666667,254,50.0,711,50.0,-1.6666666666666667,-5.0,-5.0
255,-2.5,255,50.0,713,50.0,-2.5,-5.0,-5.0
256,16.666666666666668,256,50.0,716,50.0,3.3333333333333335,10.0,50.0
257,-5.0,257,50.0,718,50.0,-5.0,-10.0,-10.0
258,-1.6666666666666667,258,50.0,721,50.0,-1.6666666666666667,-5.0,-5.0
259,-1.6666666666666667,259,50.0,724,50.0,-1.6666666666666667,-5.0,-5.0
260,-5.0,260,50.0,726,50.0,-5.0,-10.0,-10.0
261,16.666666666666668,261,50.0,729,50.0,3.3333333333333335,10.0,50.0
262,16.666666666666668,262,50.0,732,50.0,3.3333333333333335,10.0,50.0
263,16.666666666666668,263,50.0,735,50.0,3.3333333333333335,10.0,50.0
264,16.666666666666668,264,50.0,738,50.0,3.3333333333333335,10.0,50.0
265,3.3333333333333335,265,50.0,741,50.0,16.666666666666668,50.0,10.0
266,-2.5,266,50.0,743,50.0,-2.5,-5.0,-5.0
267,-5.0,267,50.0,745,50.0,-5.0,-10.0,-10.0
268,-1.6666666666666667,268,50.0,748,50.0,-1.6666666666666667,-5.0,-5.0
269,16.666666666666668,269,50.0,751,50.0,3.3333333333333335,10.0,50.0
270,-1.6666666666666667,270,50.0,754,50.0,-1.6666666666666667,-5.0,-5.0
271,-1.6666666666666667,271,50.0,757,50.0,-1.6666666666666667,-5.0,-5.0
272,-1.6666666666666667,272,50.0,760,50.0,-1.6666666666666667,-5.0,-5.0
273,-1.6666666666666667,273,50.0,763,50.0,-1.6666666666666667,-5.0,-5.0
274,16.666666666666668,274,50.0,766,50.0,3.3333333333333335,10.0,50.0
275,3.3333333333333335,275,50.0,769,50.0,16.666666666666668,50.0,10.0
276,16.666666666666668,276,50.0,772,50.0,3.3333333333333335,10.0,50.0
277,-5.0,277,50.0,774,50.0,-5.0,-10.0,-10.0
278,25.0,278,50.0,776,50.0,5.0,10.0,50.0
279,-1.6666666666666667,279,50.0,779,50.0,-1.6666666666666667,-5.0,-5.0
280,25.0,280,50.0,781,50.0,5.0,10.0,50.0
281,3.3333333333333335,281,50.0,784,50.0,16.666666666666668,50.0,10.0
282,3.3333333333333335,282,50.0,787,50.0,16.666666666666668,50.0,10.0
283,16.666666666666668,283,50.0,790,50.0,3.3333333333333335,10.0,50.0
284,5.0,284,50.0,792,50.0,25.0,50.0,10.0
285,5.0,285,50.0,794,50.0,25.0,50.0,10.0
286,16.666666666666668,286,50.0,797,50.0,3.3333333333333335,10.0,50.0
287,3.3333333333333335,287,50.0,800,50.0,16.666666666666668,50.0,10.0
288,16.666666666666668,288,50.0,803,50.0,3.3333333333333335,10.0,50.0
289,-1.6666666666666667,289,50.0,806,50.0,-1.6666666666666667,-5.0,-5.0
290,16.666666666666668,290,50.0,809,50.0,3.3333333333333335,10.0,50.0
291,3.3333333333333335,291,50.0,812,50.0,16.666666666666668,50.0,10.0
292,16.666666666666668,292,50.0,815,50.0,3.3333333333333335,10.0,50.0
293,16.666666666666668,293,50.0,818,50.0,3.3333333333333335,10.0,50.0
294,5.0,294,50.0,820,50.0,25.0,50.0,10.0
295,3.3333333333333335,295,50.0,823,50.0,16.666666666666668,50.0,10.0
296,3.3333333333333335,296,50.0,826,50.0,16.666666666666668,50.0,10.0
297,3.3333333333333335,297,50.0,829,50.0,16.666666666666668,50.0,10.0
298,-5.0,298,50.0,831,50.0,-5.0,-10.0,-10.0
299,3.3333333333333335,299,50.0,834,50.0,16.666666666666668,50.0,10.0
300,3.3333333333333335,300,50.0,837,50.0,16.666666666666668,50.0,10.0
301,3.3333333333333335,301,50.0,840,50.0,16.666666666666668,50.0,10.0
302,-5.0,302,50.0,842,50.0,-5.0,-10.0,-10.0
303,16.666666666666668,303,50.0,845,50.0,3.3333333333333335,10.0,50.0
304,3.3333333333333335,304,50.0,848,50.0,16.666666666666668,50.0,10.0
305,3.3333333333333335,305,50.0,851,50.0,16.666666666666668,50.0,10.0
306,-1.6666666666666667,306,50.0,854,50.0,-1.6666666666666667,-5.0,-5.0
307,16.666666666666668,307,50.0,857,50.0,3.3333333333333335,10.0,50.0
308,-5.0,308,50.0,859,50.0,-5.0,-10.0,-10.0
309,25.0,309,50.0,861,50.0,5.0,10.0,50.0
310,16.666666666666668,310,50.0,864,50.0,3.3333333333333335,10.0,50.0
311,3.3333333333333335,311,50.0,867,50.0,16.666666666666668,50.0,10.0
312,-5.0,312,50.0,869,50.0,-5.0,-10.0,-10.0
313,3.3333333333333335,313,50.0,872,50.0,16.666666666666668,50.0,10.0
314,16.666666666666668,314,50.0,875,50.0,3.3333333333333335,10.0,50.0
315,25.0,315,50.0,877,50.0,5.0,10.0,50.0
316,3.3333333333333335,316,50.0,880,50.0,16.666666666666668,50.0,10.0
