episode_reward,mean-path-return_agent_0,episodes,max-path-return_agent_1,total-samples,max-path-return_agent_0,mean-path-return_agent_1,last-path-return_agent_1,last-path-return_agent_0
317,16.666666666666668,317,50.0,883,50.0,3.3333333333333335,10.0,50.0
318,-1.6666666666666667,318,50.0,886,50.0,-1.6666666666666667,-5.0,-5.0
319,-5.0,319,50.0,888,50.0,-5.0,-10.0,-10.0
320,16.666666666666668,320,50.0,891,50.0,3.3333333333333335,10.0,50.0
321,16.666666666666668,321,50.0,894,50.0,3.3333333333333335,10.0,50.0
322,-5.0,322,50.0,896,50.0,-5.0,-10.0,-10.0
323,-5.0,323,50.0,898,50.0,-5.0,-10.0,-10.0
324,-2.5,324,50.0,900,50.0,-2.5,-5.0,-5.0
325,-5.0,325,50.0,902,50.0,-5.0,-10.0,-10.0
326,3.3333333333333335,326,50.0,905,50.0,16.666666666666668,50.0,10.0
327,16.666666666666668,327,50.0,908,50.0,3.3333333333333335,10.0,50.0
328,25.0,328,50.0,910,50.0,5.0,10.0,50.0
329,3.3333333333333335,329,50.0,913,50.0,16.666666666666668,50.0,10.0
330,-5.0,330,50.0,915,50.0,-5.0,-10.0,-10.0
331,16.666666666666668,331,50.0,918,50.0,3.3333333333333335,10.0,50.0
332,16.666666666666668,332,50.0,921,50.0,3.3333333333333335,10.0,50.0
333,3.3333333333333335,333,50.0,924,50.0,16.666666666666668,50.0,10.0
334,3.3333333333333335,334,50.0,927,50.0,16.666666666666668,50.0,10.0
335,16.666666666666668,335,50.0,930,50.0,3.3333333333333335,10.0,50.0
336,3.3333333333333335,336,50.0,933,50.0,16.666666666666668,50.0,10.0
337,3.3333333333333335,337,50.0,936,50.0,16.666666666666668,50.0,10.0
338,3.3333333333333335,338,50.0,939,50.0,16.666666666666668,50.0,10.0
339,16.666666666666668,339,50.0,942,50.0,3.3333333333333335,10.0,50.0
340,3.3333333333333335,340,50.0,945,50.0,16.666666666666668,50.0,10.0
341,3.3333333333333335,341,50.0,948,50.0,16.666666666666668,50.0,10.0
342,16.666666666666668,342,50.0,951,50.0,3.3333333333333335,10.0,50.0
343,16.666666666666668,343,50.0,954,50.0,3.3333333333333335,10.0,50.0
344,3.3333333333333335,344,50.0,957,50.0,16.666666666666668,50.0,10.0
345,16.666666666666668,345,50.0,960,50.0,3.3333333333333335,10.0,50.0
346,16.666666666666668,346,50.0,963,50.0,3.3333333333333335,10.0,50.0
347,16.666666666666668,347,50.0,966,50.0,3.3333333333333335,10.0,50.0
348,16.666666666666668,348,50.0,969,50.0,3.3333333333333335,10.0,50.0
349,-1.6666666666666667,349,50.0,972,50.0,-1.6666666666666667,-5.0,-5.0
350,16.666666666666668,350,50.0,975,50.0,3.3333333333333335,10.0,50.0
351,3.3333333333333335,351,50.0,978,50.0,16.666666666666668,50.0,10.0
352,16.666666666666668,352,50.0,981,50.0,3.3333333333333335,10.0,50.0
353,3.3333333333333335,353,50.0,984,50.0,16.666666666666668,50.0,10.0
354,16.666666666666668,354,50.0,987,50.0,3.3333333333333335,10.0,50.0
355,3.3333333333333335,355,50.0,990,50.0,16.666666666666668,50.0,10.0
356,16.666666666666668,356,50.0,993,50.0,3.3333333333333335,10.0,50.0
357,5.0,357,50.0,995,50.0,25.0,50.0,10.0
358,3.3333333333333335,358,50.0,998,50.0,16.666666666666668,50.0,10.0
359,3.3333333333333335,359,50.0,1001,50.0,16.666666666666668,50.0,10.0
360,-1.6666666666666667,360,50.0,1004,50.0,-1.6666666666666667,-5.0,-5.0
