mean-path-return_agent_1,mean-episode_cost_agent_0,episodes,last-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_0,episode_reward,total-samples,max-path-return_agent_1,mean-episode_cost_agent_1,mean-path-return_agent_0
-5.0,25.0,56,-10.0,-10.0,50.0,56,158,50.0,25.0,-5.0
-1.6666666666666667,16.666666666666668,57,-5.0,-5.0,50.0,57,161,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,58,-5.0,-5.0,50.0,58,164,50.0,16.666666666666668,-1.6666666666666667
-2.5,25.0,59,-5.0,-5.0,50.0,59,166,50.0,25.0,-2.5
-2.5,25.0,60,-5.0,-5.0,50.0,60,168,50.0,25.0,-2.5
3.3333333333333335,0.0,61,50.0,10.0,50.0,61,171,50.0,0.0,16.666666666666668
-1.6666666666666667,20.0,62,-5.0,-5.0,50.0,62,174,50.0,20.0,-1.6666666666666667
-1.6666666666666667,16.666666666666668,63,-5.0,-5.0,50.0,63,177,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,64,-5.0,-5.0,50.0,64,180,50.0,16.666666666666668,-1.6666666666666667
16.666666666666668,0.0,65,10.0,50.0,50.0,65,183,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,66,10.0,50.0,50.0,66,186,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,67,50.0,10.0,50.0,67,189,50.0,0.0,16.666666666666668
5.0,0.0,68,50.0,10.0,50.0,68,191,50.0,0.0,25.0
3.3333333333333335,0.0,69,50.0,10.0,50.0,69,194,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,70,50.0,10.0,50.0,70,197,50.0,0.0,16.666666666666668
16.666666666666668,0.0,71,10.0,50.0,50.0,71,200,50.0,0.0,3.3333333333333335
-1.6666666666666667,23.333333333333332,72,-5.0,-5.0,50.0,72,203,50.0,23.333333333333332,-1.6666666666666667
16.666666666666668,6.666666666666667,73,10.0,50.0,50.0,73,206,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,74,50.0,10.0,50.0,74,209,50.0,0.0,16.666666666666668
25.0,0.0,75,10.0,50.0,50.0,75,211,50.0,0.0,5.0
16.666666666666668,0.0,76,10.0,50.0,50.0,76,214,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,77,10.0,50.0,50.0,77,217,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,78,50.0,10.0,50.0,78,220,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,79,50.0,10.0,50.0,79,223,50.0,6.666666666666667,16.666666666666668
3.3333333333333335,0.0,80,50.0,10.0,50.0,80,226,50.0,3.3333333333333335,16.666666666666668
3.3333333333333335,0.0,81,50.0,10.0,50.0,81,229,50.0,0.0,16.666666666666668
16.666666666666668,3.3333333333333335,82,10.0,50.0,50.0,82,232,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,83,10.0,50.0,50.0,83,235,50.0,0.0,3.3333333333333335
-1.6666666666666667,16.666666666666668,84,-5.0,-5.0,50.0,84,238,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,85,50.0,10.0,50.0,85,241,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,86,-5.0,-5.0,50.0,86,244,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,87,-5.0,-5.0,50.0,87,247,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,88,50.0,10.0,50.0,88,250,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,89,50.0,10.0,50.0,89,253,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,90,-5.0,-5.0,50.0,90,256,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,91,-5.0,-5.0,50.0,91,259,50.0,16.666666666666668,-1.6666666666666667
-2.5,25.0,92,-5.0,-5.0,50.0,92,261,50.0,25.0,-2.5
16.666666666666668,6.666666666666667,93,10.0,50.0,50.0,93,264,50.0,0.0,3.3333333333333335
-1.6666666666666667,16.666666666666668,94,-5.0,-5.0,50.0,94,267,50.0,16.666666666666668,-1.6666666666666667
-2.5,25.0,95,-5.0,-5.0,50.0,95,269,50.0,25.0,-2.5
3.3333333333333335,0.0,96,50.0,10.0,50.0,96,272,50.0,3.3333333333333335,16.666666666666668
25.0,0.0,97,10.0,50.0,50.0,97,274,50.0,0.0,5.0
16.666666666666668,0.0,98,10.0,50.0,50.0,98,277,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,99,50.0,10.0,50.0,99,280,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,100,50.0,10.0,50.0,100,283,50.0,0.0,16.666666666666668
16.666666666666668,0.0,101,10.0,50.0,50.0,101,286,50.0,0.0,3.3333333333333335
-2.5,25.0,102,-5.0,-5.0,50.0,102,288,50.0,25.0,-2.5
3.3333333333333335,0.0,103,50.0,10.0,50.0,103,291,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,104,50.0,10.0,50.0,104,294,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,105,-5.0,-5.0,50.0,105,297,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,106,-5.0,-5.0,50.0,106,300,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,107,50.0,10.0,50.0,107,303,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,108,-5.0,-5.0,50.0,108,306,50.0,16.666666666666668,-1.6666666666666667
-1.6666666666666667,16.666666666666668,109,-5.0,-5.0,50.0,109,309,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,110,50.0,10.0,50.0,110,312,50.0,6.666666666666667,16.666666666666668
16.666666666666668,0.0,111,10.0,50.0,50.0,111,315,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,112,50.0,10.0,50.0,112,318,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,113,-5.0,-5.0,50.0,113,321,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,114,50.0,10.0,50.0,114,324,50.0,0.0,16.666666666666668
-1.6666666666666667,16.666666666666668,115,-5.0,-5.0,50.0,115,327,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,116,50.0,10.0,50.0,116,330,50.0,3.3333333333333335,16.666666666666668
3.3333333333333335,0.0,117,50.0,10.0,50.0,117,333,50.0,0.0,16.666666666666668
16.666666666666668,0.0,118,10.0,50.0,50.0,118,336,50.0,0.0,3.3333333333333335
-1.6666666666666667,16.666666666666668,119,-5.0,-5.0,50.0,119,339,50.0,16.666666666666668,-1.6666666666666667
3.3333333333333335,0.0,120,50.0,10.0,50.0,120,342,50.0,0.0,16.666666666666668
16.666666666666668,0.0,121,10.0,50.0,50.0,121,345,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,122,50.0,10.0,50.0,122,348,50.0,0.0,16.666666666666668
16.666666666666668,0.0,123,10.0,50.0,50.0,123,351,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,124,10.0,50.0,50.0,124,354,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,125,50.0,10.0,50.0,125,357,50.0,0.0,16.666666666666668
16.666666666666668,6.666666666666667,126,10.0,50.0,50.0,126,360,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,127,50.0,10.0,50.0,127,363,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,128,50.0,10.0,50.0,128,366,50.0,0.0,16.666666666666668
16.666666666666668,3.3333333333333335,129,10.0,50.0,50.0,129,369,50.0,0.0,3.3333333333333335
5.0,0.0,130,50.0,10.0,50.0,130,371,50.0,0.0,25.0
-5.0,25.0,131,-10.0,-10.0,50.0,131,373,50.0,25.0,-5.0
16.666666666666668,0.0,132,10.0,50.0,50.0,132,376,50.0,0.0,3.3333333333333335
16.666666666666668,3.3333333333333335,133,10.0,50.0,50.0,133,379,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,134,10.0,50.0,50.0,134,382,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,135,50.0,10.0,50.0,135,385,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,136,50.0,10.0,50.0,136,388,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,137,50.0,10.0,50.0,137,391,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,138,50.0,10.0,50.0,138,394,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,139,50.0,10.0,50.0,139,397,50.0,0.0,16.666666666666668
-2.5,25.0,140,-5.0,-5.0,50.0,140,399,50.0,25.0,-2.5
12.5,7.5,141,10.0,50.0,50.0,141,403,50.0,5.0,2.5
3.3333333333333335,0.0,142,50.0,10.0,50.0,142,406,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,143,50.0,10.0,50.0,143,409,50.0,0.0,16.666666666666668
16.666666666666668,0.0,144,10.0,50.0,50.0,144,412,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,145,10.0,50.0,50.0,145,415,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,146,10.0,50.0,50.0,146,418,50.0,0.0,3.3333333333333335
25.0,0.0,147,10.0,50.0,50.0,147,420,50.0,0.0,5.0
16.666666666666668,0.0,148,10.0,50.0,50.0,148,423,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,149,10.0,50.0,50.0,149,426,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,150,50.0,10.0,50.0,150,429,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,151,50.0,10.0,50.0,151,432,50.0,0.0,16.666666666666668
-2.5,25.0,152,-5.0,-5.0,50.0,152,434,50.0,25.0,-2.5
-1.6666666666666667,16.666666666666668,153,-5.0,-5.0,50.0,153,437,50.0,16.666666666666668,-1.6666666666666667
16.666666666666668,3.3333333333333335,154,10.0,50.0,50.0,154,440,50.0,0.0,3.3333333333333335
25.0,0.0,155,10.0,50.0,50.0,155,442,50.0,0.0,5.0
16.666666666666668,0.0,156,10.0,50.0,50.0,156,445,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,157,10.0,50.0,50.0,157,448,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,158,10.0,50.0,50.0,158,451,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,159,50.0,10.0,50.0,159,454,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,160,50.0,10.0,50.0,160,457,50.0,0.0,16.666666666666668
16.666666666666668,0.0,161,10.0,50.0,50.0,161,460,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,162,10.0,50.0,50.0,162,463,50.0,0.0,3.3333333333333335
-2.5,25.0,163,-5.0,-5.0,50.0,163,465,50.0,25.0,-2.5
3.3333333333333335,0.0,164,50.0,10.0,50.0,164,468,50.0,0.0,16.666666666666668
3.3333333333333335,0.0,165,50.0,10.0,50.0,165,471,50.0,3.3333333333333335,16.666666666666668
-2.5,25.0,166,-5.0,-5.0,50.0,166,473,50.0,25.0,-2.5
16.666666666666668,0.0,167,10.0,50.0,50.0,167,476,50.0,0.0,3.3333333333333335
16.666666666666668,3.3333333333333335,168,10.0,50.0,50.0,168,479,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,169,10.0,50.0,50.0,169,482,50.0,0.0,3.3333333333333335
-2.5,25.0,170,-5.0,-5.0,50.0,170,484,50.0,25.0,-2.5
3.3333333333333335,0.0,171,50.0,10.0,50.0,171,487,50.0,0.0,16.666666666666668
16.666666666666668,0.0,172,10.0,50.0,50.0,172,490,50.0,0.0,3.3333333333333335
3.3333333333333335,0.0,173,50.0,10.0,50.0,173,493,50.0,0.0,16.666666666666668
5.0,0.0,174,50.0,10.0,50.0,174,495,50.0,0.0,25.0
16.666666666666668,6.666666666666667,175,10.0,50.0,50.0,175,498,50.0,0.0,3.3333333333333335
16.666666666666668,0.0,176,10.0,50.0,50.0,176,501,50.0,0.0,3.3333333333333335
-2.5,25.0,177,-5.0,-5.0,50.0,177,503,50.0,25.0,-2.5
