mean-episode_cost_agent_0,last-path-return_agent_1,max-path-return_agent_0,last-path-return_agent_0,total-samples,mean-episode_cost_agent_1,mean-path-return_agent_1,episode_reward,max-path-return_agent_1,episodes,mean-path-return_agent_0
0.0,50.0,50.0,10.0,783,0.0,16.666666666666668,289,50.0,289,3.3333333333333335
5.0,50.0,50.0,10.0,785,0.0,25.0,290,50.0,290,5.0
5.0,50.0,50.0,10.0,787,0.0,25.0,291,50.0,291,5.0
25.0,-10.0,50.0,-10.0,789,25.0,-5.0,292,50.0,292,-5.0
6.666666666666667,50.0,50.0,10.0,792,0.0,16.666666666666668,293,50.0,293,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,795,0.0,16.666666666666668,294,50.0,294,3.3333333333333335
5.0,50.0,50.0,10.0,797,0.0,25.0,295,50.0,295,5.0
5.0,50.0,50.0,10.0,799,0.0,25.0,296,50.0,296,5.0
5.0,50.0,50.0,10.0,801,0.0,25.0,297,50.0,297,5.0
0.0,50.0,50.0,10.0,803,0.0,25.0,298,50.0,298,5.0
6.666666666666667,50.0,50.0,10.0,806,0.0,16.666666666666668,299,50.0,299,3.3333333333333335
5.0,50.0,50.0,10.0,808,0.0,25.0,300,50.0,300,5.0
5.0,50.0,50.0,10.0,810,0.0,25.0,301,50.0,301,5.0
5.0,50.0,50.0,10.0,812,0.0,25.0,302,50.0,302,5.0
0.0,50.0,50.0,10.0,815,0.0,16.666666666666668,303,50.0,303,3.3333333333333335
0.0,50.0,50.0,10.0,817,0.0,25.0,304,50.0,304,5.0
16.666666666666668,-5.0,50.0,-5.0,820,16.666666666666668,-1.6666666666666667,305,50.0,305,-1.6666666666666667
0.0,50.0,50.0,10.0,823,0.0,16.666666666666668,306,50.0,306,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,826,0.0,16.666666666666668,307,50.0,307,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,829,0.0,16.666666666666668,308,50.0,308,3.3333333333333335
5.0,50.0,50.0,10.0,831,0.0,25.0,309,50.0,309,5.0
5.0,50.0,50.0,10.0,833,0.0,25.0,310,50.0,310,5.0
0.0,50.0,50.0,10.0,836,0.0,16.666666666666668,311,50.0,311,3.3333333333333335
5.0,50.0,50.0,10.0,838,0.0,25.0,312,50.0,312,5.0
0.0,50.0,50.0,10.0,841,0.0,16.666666666666668,313,50.0,313,3.3333333333333335
0.0,50.0,50.0,10.0,843,0.0,25.0,314,50.0,314,5.0
16.666666666666668,-5.0,50.0,-5.0,846,16.666666666666668,-1.6666666666666667,315,50.0,315,-1.6666666666666667
5.0,50.0,50.0,10.0,848,0.0,25.0,316,50.0,316,5.0
3.3333333333333335,50.0,50.0,10.0,851,0.0,16.666666666666668,317,50.0,317,3.3333333333333335
5.0,50.0,50.0,10.0,853,0.0,25.0,318,50.0,318,5.0
0.0,50.0,50.0,10.0,855,0.0,25.0,319,50.0,319,5.0
0.0,50.0,50.0,10.0,858,0.0,16.666666666666668,320,50.0,320,3.3333333333333335
5.0,50.0,50.0,10.0,860,0.0,25.0,321,50.0,321,5.0
5.0,50.0,50.0,10.0,862,0.0,25.0,322,50.0,322,5.0
5.0,50.0,50.0,10.0,864,0.0,25.0,323,50.0,323,5.0
5.0,50.0,50.0,10.0,866,0.0,25.0,324,50.0,324,5.0
5.0,50.0,50.0,10.0,868,0.0,25.0,325,50.0,325,5.0
5.0,50.0,50.0,10.0,870,0.0,25.0,326,50.0,326,5.0
16.666666666666668,-5.0,50.0,-5.0,873,16.666666666666668,-1.6666666666666667,327,50.0,327,-1.6666666666666667
6.666666666666667,50.0,50.0,10.0,876,0.0,16.666666666666668,328,50.0,328,3.3333333333333335
5.0,50.0,50.0,10.0,878,0.0,25.0,329,50.0,329,5.0
5.0,50.0,50.0,10.0,880,0.0,25.0,330,50.0,330,5.0
0.0,50.0,50.0,10.0,883,0.0,16.666666666666668,331,50.0,331,3.3333333333333335
0.0,50.0,50.0,10.0,885,0.0,25.0,332,50.0,332,5.0
0.0,50.0,50.0,10.0,887,0.0,25.0,333,50.0,333,5.0
25.0,-5.0,50.0,-5.0,889,25.0,-2.5,334,50.0,334,-2.5
0.0,50.0,50.0,10.0,891,0.0,25.0,335,50.0,335,5.0
16.666666666666668,-5.0,50.0,-5.0,894,16.666666666666668,-1.6666666666666667,336,50.0,336,-1.6666666666666667
25.0,-5.0,50.0,-5.0,896,25.0,-2.5,337,50.0,337,-2.5
0.0,10.0,50.0,50.0,898,0.0,5.0,338,50.0,338,25.0
0.0,10.0,50.0,50.0,900,0.0,5.0,339,50.0,339,25.0
25.0,-5.0,50.0,-5.0,902,25.0,-2.5,340,50.0,340,-2.5
25.0,-5.0,50.0,-5.0,904,25.0,-2.5,341,50.0,341,-2.5
0.0,10.0,50.0,50.0,907,0.0,3.3333333333333335,342,50.0,342,16.666666666666668
25.0,-5.0,50.0,-5.0,909,25.0,-2.5,343,50.0,343,-2.5
25.0,-5.0,50.0,-5.0,911,25.0,-2.5,344,50.0,344,-2.5
25.0,-5.0,50.0,-5.0,913,25.0,-2.5,345,50.0,345,-2.5
25.0,-5.0,50.0,-5.0,915,25.0,-2.5,346,50.0,346,-2.5
16.666666666666668,-5.0,50.0,-5.0,918,16.666666666666668,-1.6666666666666667,347,50.0,347,-1.6666666666666667
16.666666666666668,-5.0,50.0,-5.0,921,16.666666666666668,-1.6666666666666667,348,50.0,348,-1.6666666666666667
25.0,-5.0,50.0,-5.0,923,25.0,-2.5,349,50.0,349,-2.5
0.0,50.0,50.0,10.0,926,0.0,16.666666666666668,350,50.0,350,3.3333333333333335
16.666666666666668,-5.0,50.0,-5.0,929,16.666666666666668,-1.6666666666666667,351,50.0,351,-1.6666666666666667
25.0,-5.0,50.0,-5.0,931,25.0,-2.5,352,50.0,352,-2.5
25.0,-5.0,50.0,-5.0,933,25.0,-2.5,353,50.0,353,-2.5
25.0,-5.0,50.0,-5.0,935,25.0,-2.5,354,50.0,354,-2.5
25.0,-5.0,50.0,-5.0,937,25.0,-2.5,355,50.0,355,-2.5
0.0,10.0,50.0,50.0,939,0.0,5.0,356,50.0,356,25.0
25.0,-5.0,50.0,-5.0,941,25.0,-2.5,357,50.0,357,-2.5
25.0,-5.0,50.0,-5.0,943,25.0,-2.5,358,50.0,358,-2.5
25.0,-5.0,50.0,-5.0,945,25.0,-2.5,359,50.0,359,-2.5
25.0,-5.0,50.0,-5.0,947,25.0,-2.5,360,50.0,360,-2.5
25.0,-5.0,50.0,-5.0,949,25.0,-2.5,361,50.0,361,-2.5
0.0,10.0,50.0,50.0,951,0.0,5.0,362,50.0,362,25.0
25.0,-5.0,50.0,-5.0,953,25.0,-2.5,363,50.0,363,-2.5
25.0,-5.0,50.0,-5.0,955,25.0,-2.5,364,50.0,364,-2.5
0.0,50.0,50.0,10.0,958,0.0,16.666666666666668,365,50.0,365,3.3333333333333335
25.0,-5.0,50.0,-5.0,960,25.0,-2.5,366,50.0,366,-2.5
25.0,-5.0,50.0,-5.0,962,25.0,-2.5,367,50.0,367,-2.5
25.0,-5.0,50.0,-5.0,964,25.0,-2.5,368,50.0,368,-2.5
25.0,-5.0,50.0,-5.0,966,25.0,-2.5,369,50.0,369,-2.5
25.0,-5.0,50.0,-5.0,968,25.0,-2.5,370,50.0,370,-2.5
16.666666666666668,-5.0,50.0,-5.0,971,16.666666666666668,-1.6666666666666667,371,50.0,371,-1.6666666666666667
0.0,10.0,50.0,50.0,974,0.0,3.3333333333333335,372,50.0,372,16.666666666666668
25.0,-5.0,50.0,-5.0,976,25.0,-2.5,373,50.0,373,-2.5
0.0,10.0,50.0,50.0,978,0.0,5.0,374,50.0,374,25.0
0.0,50.0,50.0,10.0,980,0.0,25.0,375,50.0,375,5.0
25.0,-5.0,50.0,-5.0,982,25.0,-2.5,376,50.0,376,-2.5
25.0,-5.0,50.0,-5.0,984,25.0,-2.5,377,50.0,377,-2.5
25.0,-5.0,50.0,-5.0,986,25.0,-2.5,378,50.0,378,-2.5
0.0,50.0,50.0,10.0,988,0.0,25.0,379,50.0,379,5.0
25.0,-5.0,50.0,-5.0,990,25.0,-2.5,380,50.0,380,-2.5
25.0,-5.0,50.0,-5.0,992,25.0,-2.5,381,50.0,381,-2.5
0.0,10.0,50.0,50.0,995,0.0,3.3333333333333335,382,50.0,382,16.666666666666668
25.0,-5.0,50.0,-5.0,997,25.0,-2.5,383,50.0,383,-2.5
25.0,-5.0,50.0,-5.0,999,25.0,-2.5,384,50.0,384,-2.5
16.666666666666668,-5.0,50.0,-5.0,1002,16.666666666666668,-1.6666666666666667,385,50.0,385,-1.6666666666666667
25.0,-5.0,50.0,-5.0,1004,25.0,-2.5,386,50.0,386,-2.5
16.666666666666668,-5.0,50.0,-5.0,1007,16.666666666666668,-1.6666666666666667,387,50.0,387,-1.6666666666666667
25.0,-5.0,50.0,-5.0,1009,25.0,-2.5,388,50.0,388,-2.5
0.0,10.0,50.0,50.0,1011,0.0,5.0,389,50.0,389,25.0
25.0,-5.0,50.0,-5.0,1013,25.0,-2.5,390,50.0,390,-2.5
25.0,-5.0,50.0,-5.0,1015,25.0,-2.5,391,50.0,391,-2.5
25.0,-5.0,50.0,-5.0,1017,25.0,-2.5,392,50.0,392,-2.5
25.0,-5.0,50.0,-5.0,1019,25.0,-2.5,393,50.0,393,-2.5
25.0,-5.0,50.0,-5.0,1021,25.0,-2.5,394,50.0,394,-2.5
25.0,-5.0,50.0,-5.0,1023,25.0,-2.5,395,50.0,395,-2.5
25.0,-5.0,50.0,-5.0,1025,25.0,-2.5,396,50.0,396,-2.5
25.0,-5.0,50.0,-5.0,1027,25.0,-2.5,397,50.0,397,-2.5
25.0,-5.0,50.0,-5.0,1029,25.0,-2.5,398,50.0,398,-2.5
25.0,-5.0,50.0,-5.0,1031,25.0,-2.5,399,50.0,399,-2.5
25.0,-5.0,50.0,-5.0,1033,25.0,-2.5,400,50.0,400,-2.5
25.0,-5.0,50.0,-5.0,1035,25.0,-2.5,401,50.0,401,-2.5
16.666666666666668,-5.0,50.0,-5.0,1038,16.666666666666668,-1.6666666666666667,402,50.0,402,-1.6666666666666667
25.0,-5.0,50.0,-5.0,1040,25.0,-2.5,403,50.0,403,-2.5
0.0,10.0,50.0,50.0,1042,0.0,5.0,404,50.0,404,25.0
25.0,-5.0,50.0,-5.0,1044,25.0,-2.5,405,50.0,405,-2.5
25.0,-5.0,50.0,-5.0,1046,25.0,-2.5,406,50.0,406,-2.5
25.0,-5.0,50.0,-5.0,1048,25.0,-2.5,407,50.0,407,-2.5
16.666666666666668,-5.0,50.0,-5.0,1051,16.666666666666668,-1.6666666666666667,408,50.0,408,-1.6666666666666667
25.0,-5.0,50.0,-5.0,1053,25.0,-2.5,409,50.0,409,-2.5
25.0,-5.0,50.0,-5.0,1055,25.0,-2.5,410,50.0,410,-2.5
25.0,-5.0,50.0,-5.0,1057,25.0,-2.5,411,50.0,411,-2.5
