mean-episode_cost_agent_0,last-path-return_agent_1,max-path-return_agent_0,last-path-return_agent_0,total-samples,mean-episode_cost_agent_1,mean-path-return_agent_1,episode_reward,max-path-return_agent_1,episodes,mean-path-return_agent_0
5.0,50.0,50.0,10.0,703,0.0,25.0,256,50.0,256,5.0
5.0,50.0,50.0,10.0,705,0.0,25.0,257,50.0,257,5.0
5.0,50.0,50.0,10.0,707,0.0,25.0,258,50.0,258,5.0
5.0,50.0,50.0,10.0,709,0.0,25.0,259,50.0,259,5.0
3.3333333333333335,50.0,50.0,10.0,712,0.0,16.666666666666668,260,50.0,260,3.3333333333333335
5.0,50.0,50.0,10.0,714,0.0,25.0,261,50.0,261,5.0
6.666666666666667,50.0,50.0,10.0,717,0.0,16.666666666666668,262,50.0,262,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,720,0.0,16.666666666666668,263,50.0,263,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,723,0.0,16.666666666666668,264,50.0,264,3.3333333333333335
5.0,50.0,50.0,10.0,725,0.0,25.0,265,50.0,265,5.0
0.0,50.0,50.0,10.0,728,0.0,16.666666666666668,266,50.0,266,3.3333333333333335
5.0,50.0,50.0,10.0,730,0.0,25.0,267,50.0,267,5.0
5.0,50.0,50.0,10.0,732,0.0,25.0,268,50.0,268,5.0
6.666666666666667,50.0,50.0,10.0,735,0.0,16.666666666666668,269,50.0,269,3.3333333333333335
3.3333333333333335,50.0,50.0,10.0,738,0.0,16.666666666666668,270,50.0,270,3.3333333333333335
16.666666666666668,-5.0,50.0,-5.0,741,16.666666666666668,-1.6666666666666667,271,50.0,271,-1.6666666666666667
5.0,50.0,50.0,10.0,743,0.0,25.0,272,50.0,272,5.0
6.666666666666667,50.0,50.0,10.0,746,0.0,16.666666666666668,273,50.0,273,3.3333333333333335
5.0,50.0,50.0,10.0,748,0.0,25.0,274,50.0,274,5.0
5.0,50.0,50.0,10.0,750,0.0,25.0,275,50.0,275,5.0
0.0,50.0,50.0,10.0,752,0.0,25.0,276,50.0,276,5.0
0.0,10.0,50.0,50.0,755,0.0,3.3333333333333335,277,50.0,277,16.666666666666668
5.0,50.0,50.0,10.0,757,0.0,25.0,278,50.0,278,5.0
5.0,50.0,50.0,10.0,759,0.0,25.0,279,50.0,279,5.0
5.0,50.0,50.0,10.0,761,0.0,25.0,280,50.0,280,5.0
5.0,50.0,50.0,10.0,763,0.0,25.0,281,50.0,281,5.0
5.0,50.0,50.0,10.0,765,0.0,25.0,282,50.0,282,5.0
20.0,-5.0,50.0,-5.0,768,20.0,-1.6666666666666667,283,50.0,283,-1.6666666666666667
3.3333333333333335,50.0,50.0,10.0,771,0.0,16.666666666666668,284,50.0,284,3.3333333333333335
5.0,50.0,50.0,10.0,773,0.0,25.0,285,50.0,285,5.0
5.0,50.0,50.0,10.0,775,0.0,25.0,286,50.0,286,5.0
3.3333333333333335,50.0,50.0,10.0,778,0.0,16.666666666666668,287,50.0,287,3.3333333333333335
5.0,50.0,50.0,10.0,780,0.0,25.0,288,50.0,288,5.0
