mean-path-return_agent_0,max-path-return_agent_1,episodes,mean-path-return_agent_1,last-path-return_agent_0,episode_reward,last-path-return_agent_1,total-samples,max-path-return_agent_0
16.666666666666668,10.0,1,3.3333333333333335,50.0,1,10.0,3,50.0
16.666666666666668,10.0,2,3.3333333333333335,50.0,2,10.0,6,50.0
3.3333333333333335,50.0,3,16.666666666666668,10.0,3,50.0,9,50.0
-1.6666666666666667,50.0,4,-1.6666666666666667,-5.0,4,-5.0,12,50.0
-2.5,50.0,5,-2.5,-5.0,5,-5.0,14,50.0
-1.6666666666666667,50.0,6,-1.6666666666666667,-5.0,6,-5.0,17,50.0
-5.0,50.0,7,-5.0,-10.0,7,-10.0,19,50.0
16.666666666666668,50.0,8,3.3333333333333335,50.0,8,10.0,22,50.0
16.666666666666668,50.0,9,3.3333333333333335,50.0,9,10.0,25,50.0
3.3333333333333335,50.0,10,16.666666666666668,10.0,10,50.0,28,50.0
16.666666666666668,50.0,11,3.3333333333333335,50.0,11,10.0,31,50.0
16.666666666666668,50.0,12,3.3333333333333335,50.0,12,10.0,34,50.0
16.666666666666668,50.0,13,3.3333333333333335,50.0,13,10.0,37,50.0
5.0,50.0,14,25.0,10.0,14,50.0,39,50.0
-5.0,50.0,15,-5.0,-10.0,15,-10.0,41,50.0
16.666666666666668,50.0,16,3.3333333333333335,50.0,16,10.0,44,50.0
16.666666666666668,50.0,17,3.3333333333333335,50.0,17,10.0,47,50.0
16.666666666666668,50.0,18,3.3333333333333335,50.0,18,10.0,50,50.0
16.666666666666668,50.0,19,3.3333333333333335,50.0,19,10.0,53,50.0
25.0,50.0,20,5.0,50.0,20,10.0,55,50.0
3.3333333333333335,50.0,21,16.666666666666668,10.0,21,50.0,58,50.0
12.5,50.0,22,2.5,50.0,22,10.0,62,50.0
16.666666666666668,50.0,23,3.3333333333333335,50.0,23,10.0,65,50.0
16.666666666666668,50.0,24,3.3333333333333335,50.0,24,10.0,68,50.0
-1.6666666666666667,50.0,25,-1.6666666666666667,-5.0,25,-5.0,71,50.0
16.666666666666668,50.0,26,3.3333333333333335,50.0,26,10.0,74,50.0
3.3333333333333335,50.0,27,16.666666666666668,10.0,27,50.0,77,50.0
16.666666666666668,50.0,28,3.3333333333333335,50.0,28,10.0,80,50.0
3.3333333333333335,50.0,29,16.666666666666668,10.0,29,50.0,83,50.0
-1.6666666666666667,50.0,30,-1.6666666666666667,-5.0,30,-5.0,86,50.0
16.666666666666668,50.0,31,3.3333333333333335,50.0,31,10.0,89,50.0
-1.6666666666666667,50.0,32,-1.6666666666666667,-5.0,32,-5.0,92,50.0
3.3333333333333335,50.0,33,16.666666666666668,10.0,33,50.0,95,50.0
3.3333333333333335,50.0,34,16.666666666666668,10.0,34,50.0,98,50.0
-1.6666666666666667,50.0,35,-1.6666666666666667,-5.0,35,-5.0,101,50.0
16.666666666666668,50.0,36,3.3333333333333335,50.0,36,10.0,104,50.0
16.666666666666668,50.0,37,3.3333333333333335,50.0,37,10.0,107,50.0
-1.6666666666666667,50.0,38,-1.6666666666666667,-5.0,38,-5.0,110,50.0
3.3333333333333335,50.0,39,16.666666666666668,10.0,39,50.0,113,50.0
16.666666666666668,50.0,40,3.3333333333333335,50.0,40,10.0,116,50.0
-1.6666666666666667,50.0,41,-1.6666666666666667,-5.0,41,-5.0,119,50.0
-1.6666666666666667,50.0,42,-1.6666666666666667,-5.0,42,-5.0,122,50.0
-1.6666666666666667,50.0,43,-1.6666666666666667,-5.0,43,-5.0,125,50.0
16.666666666666668,50.0,44,3.3333333333333335,50.0,44,10.0,128,50.0
-1.6666666666666667,50.0,45,-1.6666666666666667,-5.0,45,-5.0,131,50.0
16.666666666666668,50.0,46,3.3333333333333335,50.0,46,10.0,134,50.0
16.666666666666668,50.0,47,3.3333333333333335,50.0,47,10.0,137,50.0
-1.6666666666666667,50.0,48,-1.6666666666666667,-5.0,48,-5.0,140,50.0
3.3333333333333335,50.0,49,16.666666666666668,10.0,49,50.0,143,50.0
-2.5,50.0,50,-2.5,-5.0,50,-5.0,145,50.0
16.666666666666668,50.0,51,3.3333333333333335,50.0,51,10.0,148,50.0
-1.6666666666666667,50.0,52,-1.6666666666666667,-5.0,52,-5.0,151,50.0
16.666666666666668,50.0,53,3.3333333333333335,50.0,53,10.0,154,50.0
-1.6666666666666667,50.0,54,-1.6666666666666667,-5.0,54,-5.0,157,50.0
3.3333333333333335,50.0,55,16.666666666666668,10.0,55,50.0,160,50.0
-2.5,50.0,56,-2.5,-5.0,56,-5.0,162,50.0
2.5,50.0,57,12.5,10.0,57,50.0,166,50.0
16.666666666666668,50.0,58,3.3333333333333335,50.0,58,10.0,169,50.0
3.3333333333333335,50.0,59,16.666666666666668,10.0,59,50.0,172,50.0
3.3333333333333335,50.0,60,16.666666666666668,10.0,60,50.0,175,50.0
-1.6666666666666667,50.0,61,-1.6666666666666667,-5.0,61,-5.0,178,50.0
16.666666666666668,50.0,62,3.3333333333333335,50.0,62,10.0,181,50.0
3.3333333333333335,50.0,63,16.666666666666668,10.0,63,50.0,184,50.0
5.0,50.0,64,25.0,10.0,64,50.0,186,50.0
