mean-path-return_agent_1,episodes,total-samples,max-path-return_agent_1,mean-path-return_agent_0,episode_reward,last-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_0
-1.6666666666666667,1,3,-5.0,-1.6666666666666667,1,-5.0,-5.0,-5.0
-1.6666666666666667,2,6,-5.0,-1.6666666666666667,2,-5.0,-5.0,-5.0
-1.6666666666666667,3,9,-5.0,-1.6666666666666667,3,-5.0,-5.0,-5.0
16.666666666666668,4,12,50.0,3.3333333333333335,4,10.0,50.0,10.0
3.3333333333333335,5,15,50.0,16.666666666666668,5,50.0,10.0,50.0
-5.0,6,17,50.0,-5.0,6,-10.0,-10.0,50.0
16.666666666666668,7,20,50.0,3.3333333333333335,7,10.0,50.0,50.0
3.3333333333333335,8,23,50.0,16.666666666666668,8,50.0,10.0,50.0
3.3333333333333335,9,26,50.0,16.666666666666668,9,50.0,10.0,50.0
3.3333333333333335,10,29,50.0,16.666666666666668,10,50.0,10.0,50.0
16.666666666666668,11,32,50.0,3.3333333333333335,11,10.0,50.0,50.0
2.5,12,36,50.0,12.5,12,50.0,10.0,50.0
-1.6666666666666667,13,39,50.0,-1.6666666666666667,13,-5.0,-5.0,50.0
-2.5,14,41,50.0,-2.5,14,-5.0,-5.0,50.0
3.3333333333333335,15,44,50.0,16.666666666666668,15,50.0,10.0,50.0
16.666666666666668,16,47,50.0,3.3333333333333335,16,10.0,50.0,50.0
-1.6666666666666667,17,50,50.0,-1.6666666666666667,17,-5.0,-5.0,50.0
5.0,18,52,50.0,25.0,18,50.0,10.0,50.0
25.0,19,54,50.0,5.0,19,10.0,50.0,50.0
-1.6666666666666667,20,57,50.0,-1.6666666666666667,20,-5.0,-5.0,50.0
16.666666666666668,21,60,50.0,3.3333333333333335,21,10.0,50.0,50.0
-2.5,22,62,50.0,-2.5,22,-5.0,-5.0,50.0
3.3333333333333335,23,65,50.0,16.666666666666668,23,50.0,10.0,50.0
-1.6666666666666667,24,68,50.0,-1.6666666666666667,24,-5.0,-5.0,50.0
-2.5,25,70,50.0,-2.5,25,-5.0,-5.0,50.0
-1.6666666666666667,26,73,50.0,-1.6666666666666667,26,-5.0,-5.0,50.0
5.0,27,75,50.0,25.0,27,50.0,10.0,50.0
3.3333333333333335,28,78,50.0,16.666666666666668,28,50.0,10.0,50.0
-1.6666666666666667,29,81,50.0,-1.6666666666666667,29,-5.0,-5.0,50.0
25.0,30,83,50.0,5.0,30,10.0,50.0,50.0
16.666666666666668,31,86,50.0,3.3333333333333335,31,10.0,50.0,50.0
3.3333333333333335,32,89,50.0,16.666666666666668,32,50.0,10.0,50.0
3.3333333333333335,33,92,50.0,16.666666666666668,33,50.0,10.0,50.0
-5.0,34,94,50.0,-5.0,34,-10.0,-10.0,50.0
16.666666666666668,35,97,50.0,3.3333333333333335,35,10.0,50.0,50.0
-2.5,36,99,50.0,-2.5,36,-5.0,-5.0,50.0
3.3333333333333335,37,102,50.0,16.666666666666668,37,50.0,10.0,50.0
16.666666666666668,38,105,50.0,3.3333333333333335,38,10.0,50.0,50.0
-1.6666666666666667,39,108,50.0,-1.6666666666666667,39,-5.0,-5.0,50.0
3.3333333333333335,40,111,50.0,16.666666666666668,40,50.0,10.0,50.0
3.3333333333333335,41,114,50.0,16.666666666666668,41,50.0,10.0,50.0
-1.6666666666666667,42,117,50.0,-1.6666666666666667,42,-5.0,-5.0,50.0
16.666666666666668,43,120,50.0,3.3333333333333335,43,10.0,50.0,50.0
16.666666666666668,44,123,50.0,3.3333333333333335,44,10.0,50.0,50.0
3.3333333333333335,45,126,50.0,16.666666666666668,45,50.0,10.0,50.0
16.666666666666668,46,129,50.0,3.3333333333333335,46,10.0,50.0,50.0
16.666666666666668,47,132,50.0,3.3333333333333335,47,10.0,50.0,50.0
-2.5,48,134,50.0,-2.5,48,-5.0,-5.0,50.0
16.666666666666668,49,137,50.0,3.3333333333333335,49,10.0,50.0,50.0
16.666666666666668,50,140,50.0,3.3333333333333335,50,10.0,50.0,50.0
-1.6666666666666667,51,143,50.0,-1.6666666666666667,51,-5.0,-5.0,50.0
-1.6666666666666667,52,146,50.0,-1.6666666666666667,52,-5.0,-5.0,50.0
16.666666666666668,53,149,50.0,3.3333333333333335,53,10.0,50.0,50.0
16.666666666666668,54,152,50.0,3.3333333333333335,54,10.0,50.0,50.0
3.3333333333333335,55,155,50.0,16.666666666666668,55,50.0,10.0,50.0
16.666666666666668,56,158,50.0,3.3333333333333335,56,10.0,50.0,50.0
3.3333333333333335,57,161,50.0,16.666666666666668,57,50.0,10.0,50.0
3.3333333333333335,58,164,50.0,16.666666666666668,58,50.0,10.0,50.0
3.3333333333333335,59,167,50.0,16.666666666666668,59,50.0,10.0,50.0
-5.0,60,169,50.0,-5.0,60,-10.0,-10.0,50.0
16.666666666666668,61,172,50.0,3.3333333333333335,61,10.0,50.0,50.0
3.3333333333333335,62,175,50.0,16.666666666666668,62,50.0,10.0,50.0
3.3333333333333335,63,178,50.0,16.666666666666668,63,50.0,10.0,50.0
-1.6666666666666667,64,181,50.0,-1.6666666666666667,64,-5.0,-5.0,50.0
16.666666666666668,65,184,50.0,3.3333333333333335,65,10.0,50.0,50.0
-1.6666666666666667,66,187,50.0,-1.6666666666666667,66,-5.0,-5.0,50.0
16.666666666666668,67,190,50.0,3.3333333333333335,67,10.0,50.0,50.0
16.666666666666668,68,193,50.0,3.3333333333333335,68,10.0,50.0,50.0
-1.6666666666666667,69,196,50.0,-1.6666666666666667,69,-5.0,-5.0,50.0
-5.0,70,198,50.0,-5.0,70,-10.0,-10.0,50.0
3.3333333333333335,71,201,50.0,16.666666666666668,71,50.0,10.0,50.0
16.666666666666668,72,204,50.0,3.3333333333333335,72,10.0,50.0,50.0
16.666666666666668,73,207,50.0,3.3333333333333335,73,10.0,50.0,50.0
3.3333333333333335,74,210,50.0,16.666666666666668,74,50.0,10.0,50.0
-1.6666666666666667,75,213,50.0,-1.6666666666666667,75,-5.0,-5.0,50.0
16.666666666666668,76,216,50.0,3.3333333333333335,76,10.0,50.0,50.0
16.666666666666668,77,219,50.0,3.3333333333333335,77,10.0,50.0,50.0
-1.6666666666666667,78,222,50.0,-1.6666666666666667,78,-5.0,-5.0,50.0
3.3333333333333335,79,225,50.0,16.666666666666668,79,50.0,10.0,50.0
16.666666666666668,80,228,50.0,3.3333333333333335,80,10.0,50.0,50.0
16.666666666666668,81,231,50.0,3.3333333333333335,81,10.0,50.0,50.0
16.666666666666668,82,234,50.0,3.3333333333333335,82,10.0,50.0,50.0
16.666666666666668,83,237,50.0,3.3333333333333335,83,10.0,50.0,50.0
16.666666666666668,84,240,50.0,3.3333333333333335,84,10.0,50.0,50.0
16.666666666666668,85,243,50.0,3.3333333333333335,85,10.0,50.0,50.0
-1.6666666666666667,86,246,50.0,-1.6666666666666667,86,-5.0,-5.0,50.0
16.666666666666668,87,249,50.0,3.3333333333333335,87,10.0,50.0,50.0
3.3333333333333335,88,252,50.0,16.666666666666668,88,50.0,10.0,50.0
3.3333333333333335,89,255,50.0,16.666666666666668,89,50.0,10.0,50.0
3.3333333333333335,90,258,50.0,16.666666666666668,90,50.0,10.0,50.0
-5.0,91,260,50.0,-5.0,91,-10.0,-10.0,50.0
-1.6666666666666667,92,263,50.0,-1.6666666666666667,92,-5.0,-5.0,50.0
3.3333333333333335,93,266,50.0,16.666666666666668,93,50.0,10.0,50.0
16.666666666666668,94,269,50.0,3.3333333333333335,94,10.0,50.0,50.0
3.3333333333333335,95,272,50.0,16.666666666666668,95,50.0,10.0,50.0
3.3333333333333335,96,275,50.0,16.666666666666668,96,50.0,10.0,50.0
16.666666666666668,97,278,50.0,3.3333333333333335,97,10.0,50.0,50.0
3.3333333333333335,98,281,50.0,16.666666666666668,98,50.0,10.0,50.0
3.3333333333333335,99,284,50.0,16.666666666666668,99,50.0,10.0,50.0
3.3333333333333335,100,287,50.0,16.666666666666668,100,50.0,10.0,50.0
12.5,101,291,50.0,2.5,101,10.0,50.0,50.0
3.3333333333333335,102,294,50.0,16.666666666666668,102,50.0,10.0,50.0
16.666666666666668,103,297,50.0,3.3333333333333335,103,10.0,50.0,50.0
-2.5,104,299,50.0,-2.5,104,-5.0,-5.0,50.0
16.666666666666668,105,302,50.0,3.3333333333333335,105,10.0,50.0,50.0
16.666666666666668,106,305,50.0,3.3333333333333335,106,10.0,50.0,50.0
3.3333333333333335,107,308,50.0,16.666666666666668,107,50.0,10.0,50.0
16.666666666666668,108,311,50.0,3.3333333333333335,108,10.0,50.0,50.0
3.3333333333333335,109,314,50.0,16.666666666666668,109,50.0,10.0,50.0
25.0,110,316,50.0,5.0,110,10.0,50.0,50.0
3.3333333333333335,111,319,50.0,16.666666666666668,111,50.0,10.0,50.0
16.666666666666668,112,322,50.0,3.3333333333333335,112,10.0,50.0,50.0
16.666666666666668,113,325,50.0,3.3333333333333335,113,10.0,50.0,50.0
3.3333333333333335,114,328,50.0,16.666666666666668,114,50.0,10.0,50.0
3.3333333333333335,115,331,50.0,16.666666666666668,115,50.0,10.0,50.0
-1.6666666666666667,116,334,50.0,-1.6666666666666667,116,-5.0,-5.0,50.0
16.666666666666668,117,337,50.0,3.3333333333333335,117,10.0,50.0,50.0
3.3333333333333335,118,340,50.0,16.666666666666668,118,50.0,10.0,50.0
16.666666666666668,119,343,50.0,3.3333333333333335,119,10.0,50.0,50.0
-1.6666666666666667,120,346,50.0,-1.6666666666666667,120,-5.0,-5.0,50.0
-1.6666666666666667,121,349,50.0,-1.6666666666666667,121,-5.0,-5.0,50.0
-1.6666666666666667,122,352,50.0,-1.6666666666666667,122,-5.0,-5.0,50.0
16.666666666666668,123,355,50.0,3.3333333333333335,123,10.0,50.0,50.0
16.666666666666668,124,358,50.0,3.3333333333333335,124,10.0,50.0,50.0
16.666666666666668,125,361,50.0,3.3333333333333335,125,10.0,50.0,50.0
16.666666666666668,126,364,50.0,3.3333333333333335,126,10.0,50.0,50.0
-1.6666666666666667,127,367,50.0,-1.6666666666666667,127,-5.0,-5.0,50.0
3.3333333333333335,128,370,50.0,16.666666666666668,128,50.0,10.0,50.0
3.3333333333333335,129,373,50.0,16.666666666666668,129,50.0,10.0,50.0
16.666666666666668,130,376,50.0,3.3333333333333335,130,10.0,50.0,50.0
16.666666666666668,131,379,50.0,3.3333333333333335,131,10.0,50.0,50.0
-2.5,132,381,50.0,-2.5,132,-5.0,-5.0,50.0
3.3333333333333335,133,384,50.0,16.666666666666668,133,50.0,10.0,50.0
5.0,134,386,50.0,25.0,134,50.0,10.0,50.0
-1.6666666666666667,135,389,50.0,-1.6666666666666667,135,-5.0,-5.0,50.0
