mean-episode_cost_agent_0,total-samples,mean-episode_cost_agent_1,max-path-return_agent_0,episodes,max-path-return_agent_1,last-path-return_agent_1,episode_reward,last-path-return_agent_0,mean-path-return_agent_0,mean-path-return_agent_1
0.0,184,0.0,50.0,64,50.0,10.0,64,50.0,16.666666666666668,3.3333333333333335
0.0,187,6.666666666666667,50.0,65,50.0,10.0,65,50.0,16.666666666666668,3.3333333333333335
0.0,189,0.0,50.0,66,50.0,10.0,66,50.0,25.0,5.0
25.0,191,25.0,50.0,67,50.0,-10.0,67,-10.0,-5.0,-5.0
25.0,193,25.0,50.0,68,50.0,-10.0,68,-10.0,-5.0,-5.0
0.0,196,0.0,50.0,69,50.0,10.0,69,50.0,16.666666666666668,3.3333333333333335
20.0,199,20.0,50.0,70,50.0,-5.0,70,-5.0,-1.6666666666666667,-1.6666666666666667
16.666666666666668,202,16.666666666666668,50.0,71,50.0,-5.0,71,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,204,0.0,50.0,72,50.0,50.0,72,10.0,5.0,25.0
0.0,207,0.0,50.0,73,50.0,50.0,73,10.0,3.3333333333333335,16.666666666666668
0.0,210,0.0,50.0,74,50.0,50.0,74,10.0,3.3333333333333335,16.666666666666668
3.3333333333333335,213,0.0,50.0,75,50.0,50.0,75,10.0,3.3333333333333335,16.666666666666668
0.0,216,0.0,50.0,76,50.0,50.0,76,10.0,3.3333333333333335,16.666666666666668
0.0,219,0.0,50.0,77,50.0,10.0,77,50.0,16.666666666666668,3.3333333333333335
0.0,221,0.0,50.0,78,50.0,10.0,78,50.0,25.0,5.0
0.0,224,0.0,50.0,79,50.0,50.0,79,10.0,3.3333333333333335,16.666666666666668
25.0,226,25.0,50.0,80,50.0,-10.0,80,-10.0,-5.0,-5.0
25.0,228,25.0,50.0,81,50.0,-10.0,81,-10.0,-5.0,-5.0
16.666666666666668,231,16.666666666666668,50.0,82,50.0,-5.0,82,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,234,0.0,50.0,83,50.0,10.0,83,50.0,16.666666666666668,3.3333333333333335
0.0,237,0.0,50.0,84,50.0,10.0,84,50.0,16.666666666666668,3.3333333333333335
0.0,240,0.0,50.0,85,50.0,10.0,85,50.0,16.666666666666668,3.3333333333333335
16.666666666666668,243,16.666666666666668,50.0,86,50.0,-5.0,86,-5.0,-1.6666666666666667,-1.6666666666666667
17.5,247,20.0,50.0,87,50.0,-5.0,87,-5.0,-1.25,-1.25
0.0,250,0.0,50.0,88,50.0,50.0,88,10.0,3.3333333333333335,16.666666666666668
0.0,253,3.3333333333333335,50.0,89,50.0,10.0,89,50.0,16.666666666666668,3.3333333333333335
0.0,256,0.0,50.0,90,50.0,10.0,90,50.0,16.666666666666668,3.3333333333333335
0.0,259,0.0,50.0,91,50.0,10.0,91,50.0,16.666666666666668,3.3333333333333335
16.666666666666668,262,16.666666666666668,50.0,92,50.0,-5.0,92,-5.0,-1.6666666666666667,-1.6666666666666667
16.666666666666668,265,16.666666666666668,50.0,93,50.0,-5.0,93,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,268,6.666666666666667,50.0,94,50.0,10.0,94,50.0,16.666666666666668,3.3333333333333335
0.0,271,0.0,50.0,95,50.0,10.0,95,50.0,16.666666666666668,3.3333333333333335
3.3333333333333335,274,0.0,50.0,96,50.0,50.0,96,10.0,3.3333333333333335,16.666666666666668
25.0,276,25.0,50.0,97,50.0,-10.0,97,-10.0,-5.0,-5.0
25.0,278,25.0,50.0,98,50.0,-10.0,98,-10.0,-5.0,-5.0
0.0,281,3.3333333333333335,50.0,99,50.0,10.0,99,50.0,16.666666666666668,3.3333333333333335
20.0,284,20.0,50.0,100,50.0,-5.0,100,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,287,0.0,50.0,101,50.0,50.0,101,10.0,3.3333333333333335,16.666666666666668
0.0,290,0.0,50.0,102,50.0,50.0,102,10.0,3.3333333333333335,16.666666666666668
0.0,292,0.0,50.0,103,50.0,10.0,103,50.0,25.0,5.0
25.0,294,25.0,50.0,104,50.0,-5.0,104,-5.0,-2.5,-2.5
0.0,297,6.666666666666667,50.0,105,50.0,10.0,105,50.0,16.666666666666668,3.3333333333333335
0.0,300,0.0,50.0,106,50.0,10.0,106,50.0,16.666666666666668,3.3333333333333335
25.0,302,25.0,50.0,107,50.0,-10.0,107,-10.0,-5.0,-5.0
16.666666666666668,305,16.666666666666668,50.0,108,50.0,-5.0,108,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,308,0.0,50.0,109,50.0,10.0,109,50.0,16.666666666666668,3.3333333333333335
16.666666666666668,311,16.666666666666668,50.0,110,50.0,-5.0,110,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,314,0.0,50.0,111,50.0,10.0,111,50.0,16.666666666666668,3.3333333333333335
0.0,317,0.0,50.0,112,50.0,10.0,112,50.0,16.666666666666668,3.3333333333333335
0.0,320,0.0,50.0,113,50.0,50.0,113,10.0,3.3333333333333335,16.666666666666668
0.0,323,0.0,50.0,114,50.0,10.0,114,50.0,16.666666666666668,3.3333333333333335
0.0,326,3.3333333333333335,50.0,115,50.0,10.0,115,50.0,16.666666666666668,3.3333333333333335
0.0,329,0.0,50.0,116,50.0,50.0,116,10.0,3.3333333333333335,16.666666666666668
20.0,332,20.0,50.0,117,50.0,-5.0,117,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,335,0.0,50.0,118,50.0,50.0,118,10.0,3.3333333333333335,16.666666666666668
16.666666666666668,338,16.666666666666668,50.0,119,50.0,-5.0,119,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,341,0.0,50.0,120,50.0,10.0,120,50.0,16.666666666666668,3.3333333333333335
0.0,344,0.0,50.0,121,50.0,50.0,121,10.0,3.3333333333333335,16.666666666666668
0.0,347,0.0,50.0,122,50.0,50.0,122,10.0,3.3333333333333335,16.666666666666668
16.666666666666668,350,16.666666666666668,50.0,123,50.0,-5.0,123,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,353,0.0,50.0,124,50.0,10.0,124,50.0,16.666666666666668,3.3333333333333335
16.666666666666668,356,16.666666666666668,50.0,125,50.0,-5.0,125,-5.0,-1.6666666666666667,-1.6666666666666667
3.3333333333333335,359,0.0,50.0,126,50.0,50.0,126,10.0,3.3333333333333335,16.666666666666668
0.0,362,0.0,50.0,127,50.0,10.0,127,50.0,16.666666666666668,3.3333333333333335
25.0,364,25.0,50.0,128,50.0,-5.0,128,-5.0,-2.5,-2.5
0.0,367,0.0,50.0,129,50.0,50.0,129,10.0,3.3333333333333335,16.666666666666668
25.0,369,25.0,50.0,130,50.0,-5.0,130,-5.0,-2.5,-2.5
0.0,372,0.0,50.0,131,50.0,50.0,131,10.0,3.3333333333333335,16.666666666666668
0.0,375,0.0,50.0,132,50.0,50.0,132,10.0,3.3333333333333335,16.666666666666668
16.666666666666668,378,16.666666666666668,50.0,133,50.0,-5.0,133,-5.0,-1.6666666666666667,-1.6666666666666667
0.0,381,0.0,50.0,134,50.0,10.0,134,50.0,16.666666666666668,3.3333333333333335
0.0,384,0.0,50.0,135,50.0,10.0,135,50.0,16.666666666666668,3.3333333333333335
0.0,387,0.0,50.0,136,50.0,10.0,136,50.0,16.666666666666668,3.3333333333333335
0.0,390,0.0,50.0,137,50.0,10.0,137,50.0,16.666666666666668,3.3333333333333335
0.0,393,0.0,50.0,138,50.0,50.0,138,10.0,3.3333333333333335,16.666666666666668
16.666666666666668,396,16.666666666666668,50.0,139,50.0,-5.0,139,-5.0,-1.6666666666666667,-1.6666666666666667
16.666666666666668,399,16.666666666666668,50.0,140,50.0,-5.0,140,-5.0,-1.6666666666666667,-1.6666666666666667
25.0,401,25.0,50.0,141,50.0,-10.0,141,-10.0,-5.0,-5.0
0.0,404,0.0,50.0,142,50.0,10.0,142,50.0,16.666666666666668,3.3333333333333335
0.0,407,0.0,50.0,143,50.0,50.0,143,10.0,3.3333333333333335,16.666666666666668
0.0,410,0.0,50.0,144,50.0,10.0,144,50.0,16.666666666666668,3.3333333333333335
0.0,412,0.0,50.0,145,50.0,50.0,145,10.0,5.0,25.0
0.0,415,0.0,50.0,146,50.0,10.0,146,50.0,16.666666666666668,3.3333333333333335
0.0,418,3.3333333333333335,50.0,147,50.0,10.0,147,50.0,16.666666666666668,3.3333333333333335
16.666666666666668,421,16.666666666666668,50.0,148,50.0,-5.0,148,-5.0,-1.6666666666666667,-1.6666666666666667
6.666666666666667,424,0.0,50.0,149,50.0,50.0,149,10.0,3.3333333333333335,16.666666666666668
0.0,427,0.0,50.0,150,50.0,10.0,150,50.0,16.666666666666668,3.3333333333333335
0.0,430,0.0,50.0,151,50.0,10.0,151,50.0,16.666666666666668,3.3333333333333335
0.0,433,0.0,50.0,152,50.0,10.0,152,50.0,16.666666666666668,3.3333333333333335
6.666666666666667,436,0.0,50.0,153,50.0,50.0,153,10.0,3.3333333333333335,16.666666666666668
0.0,439,3.3333333333333335,50.0,154,50.0,10.0,154,50.0,16.666666666666668,3.3333333333333335
0.0,442,0.0,50.0,155,50.0,50.0,155,10.0,3.3333333333333335,16.666666666666668
0.0,445,0.0,50.0,156,50.0,10.0,156,50.0,16.666666666666668,3.3333333333333335
0.0,448,0.0,50.0,157,50.0,50.0,157,10.0,3.3333333333333335,16.666666666666668
0.0,450,0.0,50.0,158,50.0,10.0,158,50.0,25.0,5.0
0.0,453,0.0,50.0,159,50.0,10.0,159,50.0,16.666666666666668,3.3333333333333335
0.0,456,0.0,50.0,160,50.0,50.0,160,10.0,3.3333333333333335,16.666666666666668
0.0,458,0.0,50.0,161,50.0,10.0,161,50.0,25.0,5.0
6.666666666666667,461,0.0,50.0,162,50.0,50.0,162,10.0,3.3333333333333335,16.666666666666668
3.3333333333333335,464,0.0,50.0,163,50.0,50.0,163,10.0,3.3333333333333335,16.666666666666668
16.666666666666668,467,16.666666666666668,50.0,164,50.0,-5.0,164,-5.0,-1.6666666666666667,-1.6666666666666667
16.666666666666668,470,16.666666666666668,50.0,165,50.0,-5.0,165,-5.0,-1.6666666666666667,-1.6666666666666667
25.0,472,25.0,50.0,166,50.0,-10.0,166,-10.0,-5.0,-5.0
0.0,475,0.0,50.0,167,50.0,10.0,167,50.0,16.666666666666668,3.3333333333333335
0.0,478,0.0,50.0,168,50.0,10.0,168,50.0,16.666666666666668,3.3333333333333335
0.0,481,0.0,50.0,169,50.0,50.0,169,10.0,3.3333333333333335,16.666666666666668
25.0,483,25.0,50.0,170,50.0,-5.0,170,-5.0,-2.5,-2.5
0.0,486,0.0,50.0,171,50.0,10.0,171,50.0,16.666666666666668,3.3333333333333335
0.0,489,0.0,50.0,172,50.0,50.0,172,10.0,3.3333333333333335,16.666666666666668
0.0,491,0.0,50.0,173,50.0,10.0,173,50.0,25.0,5.0
0.0,494,0.0,50.0,174,50.0,10.0,174,50.0,16.666666666666668,3.3333333333333335
0.0,497,0.0,50.0,175,50.0,50.0,175,10.0,3.3333333333333335,16.666666666666668
0.0,500,0.0,50.0,176,50.0,50.0,176,10.0,3.3333333333333335,16.666666666666668
0.0,502,0.0,50.0,177,50.0,10.0,177,50.0,25.0,5.0
0.0,504,0.0,50.0,178,50.0,10.0,178,50.0,25.0,5.0
