mean-episode_cost_agent_1,episodes,mean-path-return_agent_0,mean-episode_cost_agent_0,last-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_1,max-path-return_agent_0,total-samples,episode_reward,mean-path-return_agent_1
16.666666666666668,65,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,179,65,-1.6666666666666667
0.0,66,16.666666666666668,0.0,50.0,10.0,50.0,50.0,182,66,3.3333333333333335
0.0,67,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,185,67,16.666666666666668
3.3333333333333335,68,16.666666666666668,0.0,50.0,10.0,50.0,50.0,188,68,3.3333333333333335
25.0,69,-5.0,25.0,-10.0,-10.0,50.0,50.0,190,69,-5.0
0.0,70,16.666666666666668,0.0,50.0,10.0,50.0,50.0,193,70,3.3333333333333335
0.0,71,16.666666666666668,0.0,50.0,10.0,50.0,50.0,196,71,3.3333333333333335
0.0,72,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,199,72,16.666666666666668
0.0,73,16.666666666666668,0.0,50.0,10.0,50.0,50.0,202,73,3.3333333333333335
0.0,74,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,205,74,16.666666666666668
0.0,75,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,208,75,16.666666666666668
25.0,76,-5.0,25.0,-10.0,-10.0,50.0,50.0,210,76,-5.0
3.3333333333333335,77,16.666666666666668,0.0,50.0,10.0,50.0,50.0,213,77,3.3333333333333335
16.666666666666668,78,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,216,78,-1.6666666666666667
0.0,79,16.666666666666668,0.0,50.0,10.0,50.0,50.0,219,79,3.3333333333333335
20.0,80,-1.6666666666666667,20.0,-5.0,-5.0,50.0,50.0,222,80,-1.6666666666666667
0.0,81,16.666666666666668,0.0,50.0,10.0,50.0,50.0,225,81,3.3333333333333335
0.0,82,16.666666666666668,0.0,50.0,10.0,50.0,50.0,228,82,3.3333333333333335
0.0,83,16.666666666666668,0.0,50.0,10.0,50.0,50.0,231,83,3.3333333333333335
0.0,84,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,234,84,16.666666666666668
0.0,85,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,237,85,16.666666666666668
0.0,86,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,240,86,16.666666666666668
16.666666666666668,87,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,243,87,-1.6666666666666667
25.0,88,-2.5,25.0,-5.0,-5.0,50.0,50.0,245,88,-2.5
0.0,89,16.666666666666668,0.0,50.0,10.0,50.0,50.0,248,89,3.3333333333333335
16.666666666666668,90,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,251,90,-1.6666666666666667
0.0,91,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,254,91,16.666666666666668
25.0,92,-5.0,25.0,-10.0,-10.0,50.0,50.0,256,92,-5.0
0.0,93,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,259,93,16.666666666666668
0.0,94,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,262,94,16.666666666666668
0.0,95,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,265,95,16.666666666666668
6.666666666666667,96,16.666666666666668,0.0,50.0,10.0,50.0,50.0,268,96,3.3333333333333335
0.0,97,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,271,97,16.666666666666668
0.0,98,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,274,98,16.666666666666668
0.0,99,3.3333333333333335,6.666666666666667,10.0,50.0,50.0,50.0,277,99,16.666666666666668
0.0,100,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,280,100,16.666666666666668
16.666666666666668,101,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,283,101,-1.6666666666666667
0.0,102,3.3333333333333335,3.3333333333333335,10.0,50.0,50.0,50.0,286,102,16.666666666666668
0.0,103,16.666666666666668,0.0,50.0,10.0,50.0,50.0,289,103,3.3333333333333335
16.666666666666668,104,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,292,104,-1.6666666666666667
16.666666666666668,105,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,295,105,-1.6666666666666667
0.0,106,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,298,106,16.666666666666668
0.0,107,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,301,107,16.666666666666668
0.0,108,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,304,108,16.666666666666668
0.0,109,16.666666666666668,0.0,50.0,10.0,50.0,50.0,307,109,3.3333333333333335
0.0,110,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,310,110,16.666666666666668
0.0,111,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,313,111,16.666666666666668
16.666666666666668,112,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,316,112,-1.6666666666666667
0.0,113,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,319,113,16.666666666666668
0.0,114,16.666666666666668,0.0,50.0,10.0,50.0,50.0,322,114,3.3333333333333335
16.666666666666668,115,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,325,115,-1.6666666666666667
16.666666666666668,116,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,328,116,-1.6666666666666667
16.666666666666668,117,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,331,117,-1.6666666666666667
16.666666666666668,118,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,334,118,-1.6666666666666667
3.3333333333333335,119,16.666666666666668,0.0,50.0,10.0,50.0,50.0,337,119,3.3333333333333335
0.0,120,16.666666666666668,0.0,50.0,10.0,50.0,50.0,340,120,3.3333333333333335
0.0,121,16.666666666666668,0.0,50.0,10.0,50.0,50.0,343,121,3.3333333333333335
25.0,122,-5.0,25.0,-10.0,-10.0,50.0,50.0,345,122,-5.0
0.0,123,16.666666666666668,0.0,50.0,10.0,50.0,50.0,348,123,3.3333333333333335
16.666666666666668,124,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,351,124,-1.6666666666666667
0.0,125,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,354,125,16.666666666666668
0.0,126,16.666666666666668,0.0,50.0,10.0,50.0,50.0,357,126,3.3333333333333335
25.0,127,-2.5,25.0,-5.0,-5.0,50.0,50.0,359,127,-2.5
6.666666666666667,128,16.666666666666668,0.0,50.0,10.0,50.0,50.0,362,128,3.3333333333333335
25.0,129,-2.5,25.0,-5.0,-5.0,50.0,50.0,364,129,-2.5
0.0,130,3.3333333333333335,3.3333333333333335,10.0,50.0,50.0,50.0,367,130,16.666666666666668
25.0,131,-5.0,25.0,-10.0,-10.0,50.0,50.0,369,131,-5.0
0.0,132,5.0,0.0,10.0,50.0,50.0,50.0,371,132,25.0
16.666666666666668,133,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,374,133,-1.6666666666666667
25.0,134,-2.5,25.0,-5.0,-5.0,50.0,50.0,376,134,-2.5
0.0,135,16.666666666666668,0.0,50.0,10.0,50.0,50.0,379,135,3.3333333333333335
0.0,136,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,382,136,16.666666666666668
0.0,137,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,385,137,16.666666666666668
0.0,138,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,388,138,16.666666666666668
0.0,139,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,391,139,16.666666666666668
0.0,140,16.666666666666668,0.0,50.0,10.0,50.0,50.0,394,140,3.3333333333333335
0.0,141,16.666666666666668,0.0,50.0,10.0,50.0,50.0,397,141,3.3333333333333335
0.0,142,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,400,142,16.666666666666668
0.0,143,3.3333333333333335,3.3333333333333335,10.0,50.0,50.0,50.0,403,143,16.666666666666668
16.666666666666668,144,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,406,144,-1.6666666666666667
16.666666666666668,145,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,409,145,-1.6666666666666667
0.0,146,16.666666666666668,0.0,50.0,10.0,50.0,50.0,412,146,3.3333333333333335
16.666666666666668,147,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,415,147,-1.6666666666666667
0.0,148,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,418,148,16.666666666666668
25.0,149,-5.0,25.0,-10.0,-10.0,50.0,50.0,420,149,-5.0
0.0,150,16.666666666666668,0.0,50.0,10.0,50.0,50.0,423,150,3.3333333333333335
0.0,151,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,426,151,16.666666666666668
25.0,152,-2.5,25.0,-5.0,-5.0,50.0,50.0,428,152,-2.5
0.0,153,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,431,153,16.666666666666668
0.0,154,16.666666666666668,0.0,50.0,10.0,50.0,50.0,434,154,3.3333333333333335
0.0,155,3.3333333333333335,3.3333333333333335,10.0,50.0,50.0,50.0,437,155,16.666666666666668
25.0,156,-2.5,25.0,-5.0,-5.0,50.0,50.0,439,156,-2.5
0.0,157,3.3333333333333335,3.3333333333333335,10.0,50.0,50.0,50.0,442,157,16.666666666666668
3.3333333333333335,158,16.666666666666668,0.0,50.0,10.0,50.0,50.0,445,158,3.3333333333333335
0.0,159,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,448,159,16.666666666666668
0.0,160,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,451,160,16.666666666666668
0.0,161,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,454,161,16.666666666666668
0.0,162,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,457,162,16.666666666666668
0.0,163,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,460,163,16.666666666666668
0.0,164,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,463,164,16.666666666666668
0.0,165,16.666666666666668,0.0,50.0,10.0,50.0,50.0,466,165,3.3333333333333335
16.666666666666668,166,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,469,166,-1.6666666666666667
0.0,167,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,472,167,16.666666666666668
0.0,168,16.666666666666668,0.0,50.0,10.0,50.0,50.0,475,168,3.3333333333333335
25.0,169,-5.0,25.0,-10.0,-10.0,50.0,50.0,477,169,-5.0
16.666666666666668,170,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,480,170,-1.6666666666666667
0.0,171,16.666666666666668,0.0,50.0,10.0,50.0,50.0,483,171,3.3333333333333335
0.0,172,16.666666666666668,0.0,50.0,10.0,50.0,50.0,486,172,3.3333333333333335
0.0,173,16.666666666666668,0.0,50.0,10.0,50.0,50.0,489,173,3.3333333333333335
20.0,174,-1.6666666666666667,20.0,-5.0,-5.0,50.0,50.0,492,174,-1.6666666666666667
16.666666666666668,175,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,495,175,-1.6666666666666667
0.0,176,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,498,176,16.666666666666668
16.666666666666668,177,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,501,177,-1.6666666666666667
0.0,178,25.0,0.0,50.0,10.0,50.0,50.0,503,178,5.0
0.0,179,25.0,0.0,50.0,10.0,50.0,50.0,505,179,5.0
0.0,180,25.0,0.0,50.0,10.0,50.0,50.0,507,180,5.0
25.0,181,-2.5,25.0,-5.0,-5.0,50.0,50.0,509,181,-2.5
25.0,182,-2.5,25.0,-5.0,-5.0,50.0,50.0,511,182,-2.5
25.0,183,-2.5,25.0,-5.0,-5.0,50.0,50.0,513,183,-2.5
25.0,184,-5.0,25.0,-10.0,-10.0,50.0,50.0,515,184,-5.0
25.0,185,-5.0,25.0,-10.0,-10.0,50.0,50.0,517,185,-5.0
25.0,186,-5.0,25.0,-10.0,-10.0,50.0,50.0,519,186,-5.0
25.0,187,-5.0,25.0,-10.0,-10.0,50.0,50.0,521,187,-5.0
25.0,188,-2.5,25.0,-5.0,-5.0,50.0,50.0,523,188,-2.5
16.666666666666668,189,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,526,189,-1.6666666666666667
0.0,190,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,529,190,16.666666666666668
25.0,191,-5.0,25.0,-10.0,-10.0,50.0,50.0,531,191,-5.0
0.0,192,16.666666666666668,0.0,50.0,10.0,50.0,50.0,534,192,3.3333333333333335
25.0,193,-2.5,25.0,-5.0,-5.0,50.0,50.0,536,193,-2.5
0.0,194,3.3333333333333335,0.0,10.0,50.0,50.0,50.0,539,194,16.666666666666668
16.666666666666668,195,-1.6666666666666667,16.666666666666668,-5.0,-5.0,50.0,50.0,542,195,-1.6666666666666667
