last-path-return_agent_1,episode_reward,mean-path-return_agent_0,mean-episode_cost_agent_0,last-path-return_agent_0,max-path-return_agent_1,episodes,total-samples,max-path-return_agent_0,mean-episode_cost_agent_1,mean-path-return_agent_1
10.0,63,16.666666666666668,0.0,50.0,50.0,63,181,50.0,0.0,3.3333333333333335
10.0,64,16.666666666666668,0.0,50.0,50.0,64,184,50.0,0.0,3.3333333333333335
10.0,65,16.666666666666668,0.0,50.0,50.0,65,187,50.0,6.666666666666667,3.3333333333333335
-10.0,66,-5.0,25.0,-10.0,50.0,66,189,50.0,25.0,-5.0
50.0,67,3.3333333333333335,0.0,10.0,50.0,67,192,50.0,0.0,16.666666666666668
10.0,68,16.666666666666668,0.0,50.0,50.0,68,195,50.0,0.0,3.3333333333333335
10.0,69,16.666666666666668,0.0,50.0,50.0,69,198,50.0,3.3333333333333335,3.3333333333333335
10.0,70,16.666666666666668,0.0,50.0,50.0,70,201,50.0,3.3333333333333335,3.3333333333333335
50.0,71,3.3333333333333335,6.666666666666667,10.0,50.0,71,204,50.0,0.0,16.666666666666668
50.0,72,5.0,0.0,10.0,50.0,72,206,50.0,0.0,25.0
-5.0,73,-1.6666666666666667,20.0,-5.0,50.0,73,209,50.0,20.0,-1.6666666666666667
-5.0,74,-1.6666666666666667,16.666666666666668,-5.0,50.0,74,212,50.0,16.666666666666668,-1.6666666666666667
10.0,75,16.666666666666668,3.3333333333333335,50.0,50.0,75,215,50.0,0.0,3.3333333333333335
10.0,76,16.666666666666668,0.0,50.0,50.0,76,218,50.0,0.0,3.3333333333333335
10.0,77,16.666666666666668,0.0,50.0,50.0,77,221,50.0,0.0,3.3333333333333335
10.0,78,25.0,0.0,50.0,50.0,78,223,50.0,0.0,5.0
-10.0,79,-5.0,25.0,-10.0,50.0,79,225,50.0,25.0,-5.0
50.0,80,3.3333333333333335,6.666666666666667,10.0,50.0,80,228,50.0,0.0,16.666666666666668
10.0,81,16.666666666666668,0.0,50.0,50.0,81,231,50.0,6.666666666666667,3.3333333333333335
10.0,82,16.666666666666668,0.0,50.0,50.0,82,234,50.0,6.666666666666667,3.3333333333333335
50.0,83,3.3333333333333335,6.666666666666667,10.0,50.0,83,237,50.0,0.0,16.666666666666668
-5.0,84,-1.6666666666666667,16.666666666666668,-5.0,50.0,84,240,50.0,16.666666666666668,-1.6666666666666667
-5.0,85,-1.6666666666666667,16.666666666666668,-5.0,50.0,85,243,50.0,16.666666666666668,-1.6666666666666667
50.0,86,3.3333333333333335,0.0,10.0,50.0,86,246,50.0,0.0,16.666666666666668
-5.0,87,-1.6666666666666667,16.666666666666668,-5.0,50.0,87,249,50.0,16.666666666666668,-1.6666666666666667
50.0,88,3.3333333333333335,0.0,10.0,50.0,88,252,50.0,0.0,16.666666666666668
50.0,89,3.3333333333333335,0.0,10.0,50.0,89,255,50.0,0.0,16.666666666666668
-5.0,90,-1.6666666666666667,16.666666666666668,-5.0,50.0,90,258,50.0,16.666666666666668,-1.6666666666666667
10.0,91,16.666666666666668,0.0,50.0,50.0,91,261,50.0,0.0,3.3333333333333335
-5.0,92,-1.6666666666666667,16.666666666666668,-5.0,50.0,92,264,50.0,16.666666666666668,-1.6666666666666667
-5.0,93,-2.5,25.0,-5.0,50.0,93,266,50.0,25.0,-2.5
10.0,94,16.666666666666668,0.0,50.0,50.0,94,269,50.0,0.0,3.3333333333333335
50.0,95,3.3333333333333335,0.0,10.0,50.0,95,272,50.0,0.0,16.666666666666668
10.0,96,16.666666666666668,0.0,50.0,50.0,96,275,50.0,3.3333333333333335,3.3333333333333335
50.0,97,3.3333333333333335,0.0,10.0,50.0,97,278,50.0,0.0,16.666666666666668
50.0,98,5.0,0.0,10.0,50.0,98,280,50.0,0.0,25.0
10.0,99,16.666666666666668,0.0,50.0,50.0,99,283,50.0,0.0,3.3333333333333335
10.0,100,16.666666666666668,0.0,50.0,50.0,100,286,50.0,0.0,3.3333333333333335
50.0,101,3.3333333333333335,0.0,10.0,50.0,101,289,50.0,0.0,16.666666666666668
10.0,102,16.666666666666668,0.0,50.0,50.0,102,292,50.0,3.3333333333333335,3.3333333333333335
50.0,103,3.3333333333333335,0.0,10.0,50.0,103,295,50.0,0.0,16.666666666666668
50.0,104,3.3333333333333335,0.0,10.0,50.0,104,298,50.0,0.0,16.666666666666668
10.0,105,16.666666666666668,0.0,50.0,50.0,105,301,50.0,0.0,3.3333333333333335
10.0,106,25.0,0.0,50.0,50.0,106,303,50.0,0.0,5.0
-10.0,107,-5.0,25.0,-10.0,50.0,107,305,50.0,25.0,-5.0
10.0,108,16.666666666666668,0.0,50.0,50.0,108,308,50.0,0.0,3.3333333333333335
50.0,109,5.0,0.0,10.0,50.0,109,310,50.0,0.0,25.0
-5.0,110,-1.6666666666666667,16.666666666666668,-5.0,50.0,110,313,50.0,16.666666666666668,-1.6666666666666667
50.0,111,3.3333333333333335,0.0,10.0,50.0,111,316,50.0,3.3333333333333335,16.666666666666668
50.0,112,5.0,0.0,10.0,50.0,112,318,50.0,0.0,25.0
10.0,113,16.666666666666668,0.0,50.0,50.0,113,321,50.0,0.0,3.3333333333333335
10.0,114,16.666666666666668,0.0,50.0,50.0,114,324,50.0,0.0,3.3333333333333335
50.0,115,3.3333333333333335,0.0,10.0,50.0,115,327,50.0,0.0,16.666666666666668
10.0,116,16.666666666666668,0.0,50.0,50.0,116,330,50.0,3.3333333333333335,3.3333333333333335
10.0,117,25.0,0.0,50.0,50.0,117,332,50.0,0.0,5.0
10.0,118,16.666666666666668,0.0,50.0,50.0,118,335,50.0,0.0,3.3333333333333335
10.0,119,25.0,0.0,50.0,50.0,119,337,50.0,0.0,5.0
10.0,120,16.666666666666668,0.0,50.0,50.0,120,340,50.0,3.3333333333333335,3.3333333333333335
50.0,121,3.3333333333333335,0.0,10.0,50.0,121,343,50.0,0.0,16.666666666666668
-5.0,122,-1.6666666666666667,16.666666666666668,-5.0,50.0,122,346,50.0,16.666666666666668,-1.6666666666666667
50.0,123,3.3333333333333335,0.0,10.0,50.0,123,349,50.0,0.0,16.666666666666668
10.0,124,16.666666666666668,0.0,50.0,50.0,124,352,50.0,0.0,3.3333333333333335
50.0,125,3.3333333333333335,6.666666666666667,10.0,50.0,125,355,50.0,0.0,16.666666666666668
10.0,126,25.0,0.0,50.0,50.0,126,357,50.0,0.0,5.0
50.0,127,3.3333333333333335,0.0,10.0,50.0,127,360,50.0,0.0,16.666666666666668
50.0,128,3.3333333333333335,0.0,10.0,50.0,128,363,50.0,0.0,16.666666666666668
10.0,129,16.666666666666668,0.0,50.0,50.0,129,366,50.0,0.0,3.3333333333333335
50.0,130,5.0,0.0,10.0,50.0,130,368,50.0,0.0,25.0
50.0,131,3.3333333333333335,0.0,10.0,50.0,131,371,50.0,0.0,16.666666666666668
-5.0,132,-1.6666666666666667,16.666666666666668,-5.0,50.0,132,374,50.0,16.666666666666668,-1.6666666666666667
-10.0,133,-5.0,25.0,-10.0,50.0,133,376,50.0,25.0,-5.0
10.0,134,16.666666666666668,0.0,50.0,50.0,134,379,50.0,0.0,3.3333333333333335
10.0,135,16.666666666666668,0.0,50.0,50.0,135,382,50.0,0.0,3.3333333333333335
-5.0,136,-1.6666666666666667,16.666666666666668,-5.0,50.0,136,385,50.0,16.666666666666668,-1.6666666666666667
10.0,137,16.666666666666668,0.0,50.0,50.0,137,388,50.0,0.0,3.3333333333333335
10.0,138,16.666666666666668,0.0,50.0,50.0,138,391,50.0,0.0,3.3333333333333335
10.0,139,16.666666666666668,0.0,50.0,50.0,139,394,50.0,0.0,3.3333333333333335
50.0,140,3.3333333333333335,0.0,10.0,50.0,140,397,50.0,0.0,16.666666666666668
50.0,141,5.0,0.0,10.0,50.0,141,399,50.0,0.0,25.0
-5.0,142,-1.6666666666666667,16.666666666666668,-5.0,50.0,142,402,50.0,16.666666666666668,-1.6666666666666667
-5.0,143,-2.5,25.0,-5.0,50.0,143,404,50.0,25.0,-2.5
10.0,144,16.666666666666668,0.0,50.0,50.0,144,407,50.0,0.0,3.3333333333333335
-5.0,145,-1.6666666666666667,16.666666666666668,-5.0,50.0,145,410,50.0,16.666666666666668,-1.6666666666666667
-5.0,146,-1.6666666666666667,16.666666666666668,-5.0,50.0,146,413,50.0,16.666666666666668,-1.6666666666666667
50.0,147,3.3333333333333335,0.0,10.0,50.0,147,416,50.0,0.0,16.666666666666668
-5.0,148,-1.6666666666666667,16.666666666666668,-5.0,50.0,148,419,50.0,16.666666666666668,-1.6666666666666667
50.0,149,3.3333333333333335,0.0,10.0,50.0,149,422,50.0,0.0,16.666666666666668
10.0,150,16.666666666666668,0.0,50.0,50.0,150,425,50.0,6.666666666666667,3.3333333333333335
50.0,151,3.3333333333333335,6.666666666666667,10.0,50.0,151,428,50.0,0.0,16.666666666666668
-5.0,152,-1.6666666666666667,16.666666666666668,-5.0,50.0,152,431,50.0,16.666666666666668,-1.6666666666666667
-5.0,153,-1.6666666666666667,16.666666666666668,-5.0,50.0,153,434,50.0,16.666666666666668,-1.6666666666666667
50.0,154,3.3333333333333335,0.0,10.0,50.0,154,437,50.0,0.0,16.666666666666668
-5.0,155,-1.6666666666666667,16.666666666666668,-5.0,50.0,155,440,50.0,16.666666666666668,-1.6666666666666667
10.0,156,16.666666666666668,0.0,50.0,50.0,156,443,50.0,0.0,3.3333333333333335
-5.0,157,-2.5,25.0,-5.0,50.0,157,445,50.0,25.0,-2.5
10.0,158,16.666666666666668,0.0,50.0,50.0,158,448,50.0,0.0,3.3333333333333335
50.0,159,3.3333333333333335,0.0,10.0,50.0,159,451,50.0,0.0,16.666666666666668
10.0,160,16.666666666666668,0.0,50.0,50.0,160,454,50.0,0.0,3.3333333333333335
-5.0,161,-1.6666666666666667,16.666666666666668,-5.0,50.0,161,457,50.0,16.666666666666668,-1.6666666666666667
10.0,162,16.666666666666668,0.0,50.0,50.0,162,460,50.0,3.3333333333333335,3.3333333333333335
10.0,163,16.666666666666668,0.0,50.0,50.0,163,463,50.0,0.0,3.3333333333333335
10.0,164,16.666666666666668,0.0,50.0,50.0,164,466,50.0,0.0,3.3333333333333335
50.0,165,3.3333333333333335,0.0,10.0,50.0,165,469,50.0,0.0,16.666666666666668
10.0,166,16.666666666666668,0.0,50.0,50.0,166,472,50.0,0.0,3.3333333333333335
50.0,167,3.3333333333333335,0.0,10.0,50.0,167,475,50.0,0.0,16.666666666666668
50.0,168,3.3333333333333335,0.0,10.0,50.0,168,478,50.0,0.0,16.666666666666668
10.0,169,16.666666666666668,0.0,50.0,50.0,169,481,50.0,0.0,3.3333333333333335
10.0,170,16.666666666666668,0.0,50.0,50.0,170,484,50.0,0.0,3.3333333333333335
50.0,171,3.3333333333333335,0.0,10.0,50.0,171,487,50.0,0.0,16.666666666666668
50.0,172,3.3333333333333335,0.0,10.0,50.0,172,490,50.0,0.0,16.666666666666668
-5.0,173,-1.6666666666666667,16.666666666666668,-5.0,50.0,173,493,50.0,16.666666666666668,-1.6666666666666667
50.0,174,3.3333333333333335,0.0,10.0,50.0,174,496,50.0,0.0,16.666666666666668
10.0,175,16.666666666666668,0.0,50.0,50.0,175,499,50.0,0.0,3.3333333333333335
50.0,176,3.3333333333333335,6.666666666666667,10.0,50.0,176,502,50.0,0.0,16.666666666666668
50.0,177,3.3333333333333335,6.666666666666667,10.0,50.0,177,505,50.0,0.0,16.666666666666668
50.0,178,3.3333333333333335,6.666666666666667,10.0,50.0,178,508,50.0,0.0,16.666666666666668
50.0,179,3.3333333333333335,6.666666666666667,10.0,50.0,179,511,50.0,0.0,16.666666666666668
50.0,180,3.3333333333333335,6.666666666666667,10.0,50.0,180,514,50.0,0.0,16.666666666666668
