mean-path-return_agent_1,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_0,max-path-return_agent_1,episode_reward,last-path-return_agent_1,mean-episode_cost_agent_1,mean-episode_cost_agent_0,total-samples,episodes
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,139,50.0,0.0,0.0,394,139
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,140,10.0,0.0,0.0,397,140
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,141,50.0,0.0,0.0,400,141
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,142,10.0,0.0,0.0,403,142
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,143,-5.0,16.666666666666668,16.666666666666668,406,143
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,144,10.0,3.3333333333333335,0.0,409,144
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,145,50.0,0.0,6.666666666666667,412,145
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,146,50.0,0.0,0.0,415,146
25.0,5.0,10.0,50.0,50.0,147,50.0,0.0,0.0,417,147
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,148,10.0,6.666666666666667,0.0,420,148
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,149,-5.0,16.666666666666668,16.666666666666668,423,149
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,150,10.0,3.3333333333333335,0.0,426,150
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,151,50.0,0.0,3.3333333333333335,429,151
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,152,50.0,0.0,0.0,432,152
-2.5,-2.5,-5.0,50.0,50.0,153,-5.0,25.0,25.0,434,153
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,154,-5.0,16.666666666666668,16.666666666666668,437,154
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,155,-5.0,16.666666666666668,16.666666666666668,440,155
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,156,50.0,0.0,0.0,443,156
5.0,25.0,50.0,50.0,50.0,157,10.0,0.0,0.0,445,157
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,158,-5.0,16.666666666666668,16.666666666666668,448,158
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,159,50.0,0.0,6.666666666666667,451,159
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,160,50.0,0.0,0.0,454,160
25.0,5.0,10.0,50.0,50.0,161,50.0,0.0,0.0,456,161
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,162,10.0,0.0,0.0,459,162
-5.0,-5.0,-10.0,50.0,50.0,163,-10.0,25.0,25.0,461,163
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,164,50.0,0.0,0.0,464,164
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,165,50.0,0.0,0.0,467,165
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,166,-5.0,16.666666666666668,16.666666666666668,470,166
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,167,50.0,0.0,0.0,473,167
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,168,50.0,0.0,0.0,476,168
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,169,50.0,0.0,0.0,479,169
-2.5,-2.5,-5.0,50.0,50.0,170,-5.0,25.0,25.0,481,170
-5.0,-5.0,-10.0,50.0,50.0,171,-10.0,25.0,25.0,483,171
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,172,50.0,0.0,0.0,486,172
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,173,50.0,0.0,0.0,489,173
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,174,10.0,0.0,0.0,492,174
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,175,-5.0,16.666666666666668,16.666666666666668,495,175
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,176,50.0,0.0,3.3333333333333335,498,176
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,177,-5.0,16.666666666666668,16.666666666666668,501,177
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,178,10.0,6.666666666666667,0.0,504,178
-2.5,-2.5,-5.0,50.0,50.0,179,-5.0,25.0,25.0,506,179
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,180,10.0,3.3333333333333335,0.0,509,180
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,181,10.0,6.666666666666667,0.0,512,181
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,182,10.0,6.666666666666667,0.0,515,182
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,183,10.0,3.3333333333333335,0.0,518,183
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,184,10.0,6.666666666666667,0.0,521,184
-2.5,-2.5,-5.0,50.0,50.0,185,-5.0,25.0,25.0,523,185
-2.5,-2.5,-5.0,50.0,50.0,186,-5.0,25.0,25.0,525,186
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,187,50.0,0.0,6.666666666666667,528,187
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,188,50.0,0.0,6.666666666666667,531,188
-5.0,-5.0,-10.0,50.0,50.0,189,-10.0,25.0,25.0,533,189
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,190,50.0,0.0,6.666666666666667,536,190
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,191,50.0,0.0,6.666666666666667,539,191
-5.0,-5.0,-10.0,50.0,50.0,192,-10.0,25.0,25.0,541,192
-5.0,-5.0,-10.0,50.0,50.0,193,-10.0,25.0,25.0,543,193
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,194,50.0,0.0,6.666666666666667,546,194
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,195,50.0,0.0,6.666666666666667,549,195
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,196,50.0,0.0,6.666666666666667,552,196
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,197,50.0,0.0,6.666666666666667,555,197
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,198,50.0,0.0,6.666666666666667,558,198
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,199,50.0,0.0,6.666666666666667,561,199
