mean-path-return_agent_1,episodes,episode_reward,mean-path-return_agent_0,last-path-return_agent_1,max-path-return_agent_1,max-path-return_agent_0,total-samples,last-path-return_agent_0
16.666666666666668,130,130,3.3333333333333335,50.0,50.0,50.0,368,10.0
16.666666666666668,131,131,3.3333333333333335,50.0,50.0,50.0,371,10.0
3.3333333333333335,132,132,16.666666666666668,10.0,50.0,50.0,374,50.0
-5.0,133,133,-5.0,-10.0,50.0,50.0,376,-10.0
16.666666666666668,134,134,3.3333333333333335,50.0,50.0,50.0,379,10.0
3.3333333333333335,135,135,16.666666666666668,10.0,50.0,50.0,382,50.0
3.3333333333333335,136,136,16.666666666666668,10.0,50.0,50.0,385,50.0
16.666666666666668,137,137,3.3333333333333335,50.0,50.0,50.0,388,10.0
-1.6666666666666667,138,138,-1.6666666666666667,-5.0,50.0,50.0,391,-5.0
16.666666666666668,139,139,3.3333333333333335,50.0,50.0,50.0,394,10.0
25.0,140,140,5.0,50.0,50.0,50.0,396,10.0
-1.6666666666666667,141,141,-1.6666666666666667,-5.0,50.0,50.0,399,-5.0
3.3333333333333335,142,142,16.666666666666668,10.0,50.0,50.0,402,50.0
-1.6666666666666667,143,143,-1.6666666666666667,-5.0,50.0,50.0,405,-5.0
16.666666666666668,144,144,3.3333333333333335,50.0,50.0,50.0,408,10.0
5.0,145,145,25.0,10.0,50.0,50.0,410,50.0
-1.6666666666666667,146,146,-1.6666666666666667,-5.0,50.0,50.0,413,-5.0
3.3333333333333335,147,147,16.666666666666668,10.0,50.0,50.0,416,50.0
16.666666666666668,148,148,3.3333333333333335,50.0,50.0,50.0,419,10.0
12.5,149,149,2.5,50.0,50.0,50.0,423,10.0
3.3333333333333335,150,150,16.666666666666668,10.0,50.0,50.0,426,50.0
16.666666666666668,151,151,3.3333333333333335,50.0,50.0,50.0,429,10.0
3.3333333333333335,152,152,16.666666666666668,10.0,50.0,50.0,432,50.0
3.3333333333333335,153,153,16.666666666666668,10.0,50.0,50.0,435,50.0
16.666666666666668,154,154,3.3333333333333335,50.0,50.0,50.0,438,10.0
3.3333333333333335,155,155,16.666666666666668,10.0,50.0,50.0,441,50.0
-1.6666666666666667,156,156,-1.6666666666666667,-5.0,50.0,50.0,444,-5.0
16.666666666666668,157,157,3.3333333333333335,50.0,50.0,50.0,447,10.0
3.3333333333333335,158,158,16.666666666666668,10.0,50.0,50.0,450,50.0
16.666666666666668,159,159,3.3333333333333335,50.0,50.0,50.0,453,10.0
-2.5,160,160,-2.5,-5.0,50.0,50.0,455,-5.0
16.666666666666668,161,161,3.3333333333333335,50.0,50.0,50.0,458,10.0
16.666666666666668,162,162,3.3333333333333335,50.0,50.0,50.0,461,10.0
3.3333333333333335,163,163,16.666666666666668,10.0,50.0,50.0,464,50.0
16.666666666666668,164,164,3.3333333333333335,50.0,50.0,50.0,467,10.0
5.0,165,165,25.0,10.0,50.0,50.0,469,50.0
16.666666666666668,166,166,3.3333333333333335,50.0,50.0,50.0,472,10.0
16.666666666666668,167,167,3.3333333333333335,50.0,50.0,50.0,475,10.0
5.0,168,168,25.0,10.0,50.0,50.0,477,50.0
-1.6666666666666667,169,169,-1.6666666666666667,-5.0,50.0,50.0,480,-5.0
3.3333333333333335,170,170,16.666666666666668,10.0,50.0,50.0,483,50.0
16.666666666666668,171,171,3.3333333333333335,50.0,50.0,50.0,486,10.0
-1.6666666666666667,172,172,-1.6666666666666667,-5.0,50.0,50.0,489,-5.0
3.3333333333333335,173,173,16.666666666666668,10.0,50.0,50.0,492,50.0
3.3333333333333335,174,174,16.666666666666668,10.0,50.0,50.0,495,50.0
-1.6666666666666667,175,175,-1.6666666666666667,-5.0,50.0,50.0,498,-5.0
16.666666666666668,176,176,3.3333333333333335,50.0,50.0,50.0,501,10.0
16.666666666666668,177,177,3.3333333333333335,50.0,50.0,50.0,504,10.0
16.666666666666668,178,178,3.3333333333333335,50.0,50.0,50.0,507,10.0
-5.0,179,179,-5.0,-10.0,50.0,50.0,509,-10.0
3.3333333333333335,180,180,16.666666666666668,10.0,50.0,50.0,512,50.0
-1.6666666666666667,181,181,-1.6666666666666667,-5.0,50.0,50.0,515,-5.0
3.3333333333333335,182,182,16.666666666666668,10.0,50.0,50.0,518,50.0
3.3333333333333335,183,183,16.666666666666668,10.0,50.0,50.0,521,50.0
5.0,184,184,25.0,10.0,50.0,50.0,523,50.0
5.0,185,185,25.0,10.0,50.0,50.0,525,50.0
3.3333333333333335,186,186,16.666666666666668,10.0,50.0,50.0,528,50.0
5.0,187,187,25.0,10.0,50.0,50.0,530,50.0
3.3333333333333335,188,188,16.666666666666668,10.0,50.0,50.0,533,50.0
5.0,189,189,25.0,10.0,50.0,50.0,535,50.0
5.0,190,190,25.0,10.0,50.0,50.0,537,50.0
3.3333333333333335,191,191,16.666666666666668,10.0,50.0,50.0,540,50.0
5.0,192,192,25.0,10.0,50.0,50.0,542,50.0
5.0,193,193,25.0,10.0,50.0,50.0,544,50.0
5.0,194,194,25.0,10.0,50.0,50.0,546,50.0
3.3333333333333335,195,195,16.666666666666668,10.0,50.0,50.0,549,50.0
3.3333333333333335,196,196,16.666666666666668,10.0,50.0,50.0,552,50.0
5.0,197,197,25.0,10.0,50.0,50.0,554,50.0
5.0,198,198,25.0,10.0,50.0,50.0,556,50.0
16.666666666666668,199,199,3.3333333333333335,50.0,50.0,50.0,559,10.0
3.3333333333333335,200,200,16.666666666666668,10.0,50.0,50.0,562,50.0
3.3333333333333335,201,201,16.666666666666668,10.0,50.0,50.0,565,50.0
3.3333333333333335,202,202,16.666666666666668,10.0,50.0,50.0,568,50.0
